,chemical_formula,smiles,casnum,molecular_weight,species,algea_EC50,units,source,foreign_key
634,C9H12,CCCc1ccccc1,103651,120.19158172607422,algea,0.5877866649021191,log(mg/L),"ECOTOX, Literature set",1019
635,C2H5Cl,CCCl,75-00-3,64.51409912109375,algea,4.770684624465665,log(mg/L),ECHA,7754
636,C15H23NOS,CCN(C(=O)SCc1ccccc1)C(C)C(C)C,85785-20-2,265.41421508789057,algea,-3.1010927892118167,log(mg/L),"NITE, VEGA, Literature set",7755
637,C8H19N,CCN(C(C)C)C(C)C,7087-68-5,129.2431640625,algea,5.010635294096256,log(mg/L),ECHA,7756
638,C12H16ClNOS,CCN(CC)C(=O)SCc1ccc(Cl)cc1,28249-77-6,257.779541015625,algea,-2.7105533313203285,log(mg/L),"NITE, VEGA, Literature set",1405
639,C12H17NO,CCN(CC)C(=O)c1cccc(C)c1,134-62-3,191.2694854736328,algea,4.276666119016055,log(mg/L),"NITE, VEGA, Literature set",1399
640,C6H13NO,CCN(CC)C(C)=O,685916,115.17352294921876,algea,7.770645234129176,log(mg/L),Literature set,7757
641,C10H21N,CCN(CC)C1CCCCC1,000091-65-6,155.2804412841797,algea,4.23410650459726,log(mg/L),"VEGA, Literature set",7758
642,C6H15N,CCN(CC)CC,636-70-4,101.19000244140624,algea,2.079441541679836,log(mg/L),"ECHA, NITE, VEGA, Literature set",1417
643,C7H17NO,CCN(CC)CC(C)O,4402-32-8,131.21598815917972,algea,2.9123506646149395,log(mg/L),ECHA,7759
644,C7H18N2,CCN(CC)CCCN,104-78-9,130.23121643066406,algea,3.5263605246161616,log(mg/L),ECHA,1423
645,C8H16N2S,CCN(CC)CCCN=C=S,2626-52-0,172.29104614257812,algea,-0.7550225842780328,log(mg/L),Literature set,7760
646,C23H27NP,CCN(CC)[P+](Cc1ccccc1)(c1ccccc1)c1ccccc1,82857-68-9,348.4409484863281,algea,1.5260563034950492,log(mg/L),ECHA,7761
647,C23H29N2,CCN(CC)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1,75535-16-9,333.4897766113281,algea,0.06859279146561167,log(mg/L),ECHA,7762
648,C27H34N2O6S2,CCN(CC)c1ccc(C(c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,129-17-9,545.6907348632811,algea,4.030694535145646,log(mg/L),ECHA,7763
649,C14H17NO2,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,91-44-1,231.290283203125,algea,1.5260563034950492,log(mg/L),ECHA,1412
650,C22H24N3O2,CCN(CC)c1ccc2cc(-c3n(C)c4ccccc4[n+]3C)c(=O)oc2c1,29556-33-0,362.4448547363281,algea,0.4700036292457356,log(mg/L),ECHA,7764
651,C11H14ClNO,CCN(CCCl)c1ccc(C=O)cc1,2643-07-4,211.68795776367188,algea,2.667228206581955,log(mg/L),ECHA,7765
652,C9H22N2O,CCN(CCO)CCCC(C)N,69559-11-1,174.28378295898438,algea,4.155753190350744,log(mg/L),ECHA,7766
653,C37H38N2O10S3,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccc(O)cc2S(=O)(=O)O)cc1,2353-45-9,765.89208984375,algea,4.141546163706395,log(mg/L),ECHA,7767
654,C7H15N,CCN1CCCCC1,766-09-6,113.20069885253906,algea,3.202746442938317,log(mg/L),ECHA,7768
655,C6H13NO,CCN1CCOCC1,100-74-3,115.17352294921876,algea,3.951243718581428,log(mg/L),NITE,1451
656,C14H25NO3,CCNC(=O)C(=O)OC1CC(C)CCC1C(C)C,1122460-01-8,255.35321044921875,algea,2.021547563260933,log(mg/L),ECHA,7769
657,C13H25NO,CCNC(=O)C1CC(C)CCC1C(C)C,39711-79-0,211.3437042236328,algea,4.0809215418899605,log(mg/L),ECHA,7770
658,C5H12N2S,CCNC(=S)NCC,105-55-5,132.2271728515625,algea,5.736572297479192,log(mg/L),"ECHA, ECOTOX",1461
659,C4H11NO,CCNCCO,110-73-6,89.13623809814453,algea,4.28771595520264,log(mg/L),ECHA,1482
660,C12H13N,CCNc1cccc2ccccc12,118-44-5,171.2383270263672,algea,1.9878743481543453,log(mg/L),Literature set,7771
661,C8H11N,CCNc1ccccc1,103-69-5,121.1796417236328,algea,2.7080502011022096,log(mg/L),"NITE, VEGA, Literature set",7772
662,C8H14ClN5,CCNc1nc(Cl)nc(NC(C)C)n1,1912-24-9,215.6832580566406,algea,-1.8078888511579387,log(mg/L),"Aquatic ECETOC, VEGA, Literature set",1468
663,C7H12ClN5,CCNc1nc(Cl)nc(NCC)n1,122-34-9,201.65667724609366,algea,-0.8675005677047231,log(mg/L),"VEGA, Literature set",1470
664,C11H21N5S,CCNc1nc(NC(C)C(C)C)nc(SC)n1,22936-75-0,255.3829345703125,algea,-4.8283137373023015,log(mg/L),Literature set,1475
665,C8H15N5S,CCNc1nc(NCC)nc(SC)n1,1014-70-6,213.30319213867188,algea,-3.912023005428147,log(mg/L),"NITE, VEGA, Literature set",1477
666,C14H24O2,C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,36306-87-3,224.33917236328125,algea,3.218875824868201,log(mg/L),ECHA,7773
667,C6H12O2,CCOC(=O)C(C)C,97-62-1,116.15827941894531,algea,5.472270673671474,log(mg/L),ECHA,7774
668,C5H10O3,CCOC(=O)C(C)O,687-47-8,118.131103515625,algea,7.972466015974565,log(mg/L),"Aquatic ECETOC, ECHA, ECOTOX",4242
669,C4H5Cl3O2,CCOC(=O)C(Cl)(Cl)Cl,515-84-4,191.44029235839844,algea,4.102643365036796,log(mg/L),"NITE, VEGA, Literature set",7775
670,C6H9ClO3,CCOC(=O)C(Cl)C(C)=O,609-15-4,164.5868682861328,algea,3.0404666048941618,log(mg/L),ECHA,7776
671,C8H14O6,CCOC(=O)C(O)C(O)C(=O)OCC,87-91-2,206.1931610107422,algea,5.132522488751033,log(mg/L),"ECHA, OASIS, Literature set",7777
672,C13H20O2,CCOC(=O)C12CCCC1C1CCC2C1,80657-64-3,208.2967071533203,algea,1.8309801823813363,log(mg/L),ECHA,7778
673,C12H18O2,CCOC(=O)C1=C(C)C=CCC1(C)C,35044-59-8,194.27012634277344,algea,2.186051276738094,log(mg/L),ECHA,7779
674,C10H16O3,CCOC(=O)C1CCC(C)CC1=O,13537-82-1,184.23223876953125,algea,4.007333185232471,log(mg/L),ECHA,7780
675,C12H20O4,CCOC(=O)C1CCC(C(=O)OCC)CC1,72903-27-6,228.2848052978516,algea,4.4543472962535064,log(mg/L),ECHA,7781
676,C5H8O2,C=CC(=O)OCC,140-88-5,100.1158218383789,algea,1.6639260977181702,log(mg/L),"ECHA, NITE, VEGA, Literature set",1512
677,C11H12O2,CCOC(=O)C=Cc1ccccc1,103-36-6,176.21177673339844,algea,2.028148247292285,log(mg/L),ECHA,1518
678,C7H12O4,CCOC(=O)CC(=O)OCC,105-53-3,160.16778564453125,algea,6.551080335043403,log(mg/L),"NITE, Literature set",1535
679,C7H14O2,CCOC(=O)CC(C)C,108-64-5,130.18486022949222,algea,4.820281565605037,log(mg/L),ECHA,7782
680,C10H19O6PS2,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,121-75-5,330.3580322265625,algea,3.1780538303479458,log(mg/L),"VEGA, Literature set",1540
681,C11H23O4PS2,CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,71735-74-5,314.40167236328125,algea,2.113842968397168,log(mg/L),ECHA,7783
682,C15H27NO3,CCOC(=O)CNC(=O)C1CC(C)CCC1C(C)C,68489-14-5,269.37979125976557,algea,4.330733340286331,log(mg/L),ECHA,7784
683,C10H12O2,CCOC(=O)Cc1ccccc1,101-97-3,164.20108032226562,algea,3.80220813942094,log(mg/L),ECHA,1543
684,C11H15NO2,CCOC(=O)N(CC)c1ccccc1,1013-75-8,193.2423095703125,algea,4.176538799848087,log(mg/L),ECHA,7785
685,C15H15NO2,CCOC(=O)N(c1ccccc1)c1ccccc1,603-52-1,241.2851104736328,algea,2.0135687975291283,log(mg/L),ECHA,7786
686,C4H5NO2S,CCOC(=O)N=C=S,16182-04-0,131.15299987792972,algea,3.688879454113936,log(mg/L),Literature set,7787
687,C10H13NO4S,CCOC(=O)NS(=O)(=O)c1ccc(C)cc1,5577-13-9,243.27952575683602,algea,4.07753744390572,log(mg/L),ECHA,7788
688,C9H11NO2,CCOC(=O)c1ccc(N)cc1,000094-09-7,165.18914794921875,algea,4.204692619390967,log(mg/L),"VEGA, Literature set",4124
689,C9H10O4,CCOC(=O)c1ccc(O)c(O)c1,3943-89-3,182.17330932617188,algea,0.8754687373538999,log(mg/L),ECHA,7789
690,C9H10O3,CCOC(=O)c1ccc(O)cc1,120-47-8,166.1739044189453,algea,3.610917912644224,log(mg/L),ECHA,7790
691,C11H15NO2,CCOC(=O)c1ccc(N(C)C)cc1,10287-53-3,193.24230957031247,algea,1.029619417181158,log(mg/L),ECHA,7791
692,C9H10O2,CCOC(=O)c1ccccc1,93-89-0,150.17449951171875,algea,3.1822118404966093,log(mg/L),"ECHA, ECOTOX, OASIS, Literature set",1527
693,C9H10O3,CCOC(=O)c1ccccc1O,118-61-6,166.1739044189453,algea,2.248128907197987,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",1525
694,C27H28N4O5,CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,503614-91-3,488.5350341796875,algea,2.3978952727983707,log(mg/L),ECHA,7792
695,C7H16O,CCOC(C)(C)CC,919-94-8,116.20133972167969,algea,5.828945617610208,log(mg/L),ECHA,7793
696,C14H26O2,C=CC(C)(CCC=C(C)C)OC(C)OCC,40910-49-4,226.35504150390625,algea,2.4849066497880004,log(mg/L),ECHA,7794
697,C12H18O2,CCOC(C)OCCc1ccccc1,2556-10-7,194.27012634277344,algea,2.1282317058492684,log(mg/L),ECHA,7795
698,C10H20O,CCOC1C(C)CCCC1C,286472-48-8,156.26519775390625,algea,1.791759469228055,log(mg/L),ECHA,7796
699,C11H22O,CCOC1CC(C)CC(C)(C)C1,67583-77-1,170.29177856445312,algea,2.2016591744040848,log(mg/L),ECHA,7797
700,C4H8O,C=COCC,109-92-2,72.10572052001953,algea,3.8264651170664994,log(mg/L),ECHA,1585
701,C4H10O,CCOCC,000060-29-7,74.1216049194336,algea,7.733254406894402,log(mg/L),"VEGA, Literature set",1611
702,C5H10O,C=CCOCC,557-31-3,86.1323013305664,algea,1.8982193803291825,log(mg/L),Literature set,7798
703,C7H14O3,CCOCCC(=O)OCC,763699,146.18426513671875,algea,4.454963385501313,log(mg/L),Literature set,1615
704,C4H10O2,CCOCCO,000110-80-5,90.12100219726562,algea,9.104447492415613,log(mg/L),"VEGA, Literature set",1621
705,C6H12O3,CCOCCOC(C)=O,000111-15-9,132.15768432617188,algea,6.908353100251388,log(mg/L),"VEGA, Literature set",1623
706,C13H16NO4PS,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,18854-01-8,313.3092041015625,algea,-0.6443570163905132,log(mg/L),"NITE, Literature set",1760
707,C14H17N2O4PS,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,119-12-0,340.33453369140625,algea,1.9459101490553128,log(mg/L),"NITE, ECOTOX",1756
708,C10H13Cl2O3PS,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,97-17-6,315.1531677246094,algea,-0.908818717035454,log(mg/L),Literature set,1744
709,C12H15ClNO4PS2,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,2310-17-0,367.8085632324219,algea,0.09531017980432492,log(mg/L),"EFSA, Literature set",1796
710,C4H11O2PS2,CCOP(=S)(S)OCC,298-06-6,186.23269653320312,algea,4.143134726391533,log(mg/L),"NITE, Literature set",1821
711,C14H22N2O3,CCOc1cc(N2CCOCC2)c(OCC)cc1N,51963-82-7,266.33609008789057,algea,2.0014800002101243,log(mg/L),"NITE, VEGA, Literature set",7799
712,C21H29N3O3,CCOc1ccc(CC(CNCCN)NC(=O)OCc2ccccc2)cc1,221640-14-8,371.4732666015625,algea,1.4350845252893227,log(mg/L),ECHA,7800
713,C10H13NO2,CCOc1ccc(NC(C)=O)cc1,62-44-2,179.21572875976562,algea,5.068904202220232,log(mg/L),Literature set,1599
714,C9H10O3,CCOc1ccc(C(=O)O)cc1,619-86-3,166.1739044189453,algea,4.848116364598481,log(mg/L),ECHA,7801
715,C9H12N2O,CCOc1ccccc1C(=N)N,18637-00-8,164.20437622070312,algea,3.3904734182991803,log(mg/L),ECHA,7802
716,C9H10O3,CCOc1ccccc1C(=O)O,134-11-2,166.1739044189453,algea,4.4200447018614035,log(mg/L),ECHA,7803
717,C4H10S2,CCSSCC,110-81-6,122.252197265625,algea,1.4816045409242156,log(mg/L),"VEGA, Literature set",4649
718,C8H20N,CC[N+](CC)(CC)CC,71-91-0,130.2510986328125,algea,5.843544417031361,log(mg/L),Literature set,7804
719,C12H14N,CC[n+]1c(C)ccc2ccccc21,606-55-3,172.2462615966797,algea,5.337538079701318,log(mg/L),Literature set,7805
720,C16H26O,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,004130-42-1,234.3770446777344,algea,-0.6539264674066639,log(mg/L),"VEGA, Literature set, NITE",7806
721,C8H11N,CCc1ccc(C)nc1,104-90-5,121.1796417236328,algea,4.11414718951828,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set",961
722,C10H14,CCc1ccc(CC)cc1,105-05-5,134.21817016601562,algea,0.6418538861723947,log(mg/L),ECHA,7807
723,C14H14,CCc1ccc(-c2ccccc2)cc1,5707-44-8,182.26095581054688,algea,-2.0402208285265546,log(mg/L),"NITE, Literature set, VEGA",7808
724,C8H10O3S,CCc1ccc(S(=O)(=O)O)cc1,98-69-1,186.2281951904297,algea,5.793013608384143,log(mg/L),Literature set,7809
725,C9H13N,CCc1cccc(C)c1N,24549-06-2,135.20622253417972,algea,4.154184562578116,log(mg/L),ECHA,3798
726,C15H22ClNO2,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,51218-45-2,283.7936706542969,algea,-1.5606477482646683,log(mg/L),"VEGA, Literature set",948
727,C12H15NO,CCc1cccc2c(CCO)c[nH]c12,41340-36-7,189.25360107421875,algea,2.2082744135228043,log(mg/L),ECHA,7810
728,C8H10,CCc1ccccc1,100-41-4,106.1650009155273,algea,1.6094379124341005,log(mg/L),"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set",957
729,C7H8O3,CCc1occc(=O)c1O,4940-11-8,140.13662719726562,algea,1.9740810260220096,log(mg/L),ECHA,4819
730,C6H11N2,CCn1cc[n+](C)c1,143314-16-3,111.1649398803711,algea,4.400603020246816,log(mg/L),ECHA,7811
731,CH5N,CN,593-51-1,31.05710029602051,algea,6.8789441971280185,log(mg/L),ECHA,3639
732,C16H14N2O2S,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,73250-68-7,298.35955810546875,algea,-1.3862943611198906,log(mg/L),Literature set,7812
733,C15H16N2O,CN(C(=O)N(C)c1ccccc1)c1ccccc1,611-92-7,240.3003387451172,algea,3.629660094453965,log(mg/L),ECHA,7813
734,C9H10Cl2N2O,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,330-54-1,233.0944976806641,algea,-3.4769990950784373,log(mg/L),"ECHA, EPAFHM, Literature set",2076
735,C10H11F3N2O,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2164-17-2,232.2023468017578,algea,-0.08338160893905101,log(mg/L),"ECHA, ECOTOX(10), VEGA, Literature set",2081
736,C6H15NO,CN(C)C(C)(C)CO,7005-47-2,117.18939971923828,algea,5.966146739123692,log(mg/L),ECHA,7814
737,C12H21N,CN(C)C12CC3CC(CC(C3)C1)C2,3717-40-6,179.30184936523438,algea,4.605170185988092,log(mg/L),ECHA,7815
738,C22H23ClN2O8,CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,64-72-2,478.879638671875,algea,-2.2072749131897207,log(mg/L),Literature set,7816
739,C22H24N2O8,CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,64-75-5,444.4345703125,algea,-1.0498221244986778,log(mg/L),Literature set,7817
740,C8H17N,CN(C)C1CCCCC1,85099-25-8,127.22727966308592,algea,3.332204510175204,log(mg/L),ECHA,2111
741,C3H7NO,CN(C)C=O,68-12-2,73.09378051757812,algea,6.908316121680465,log(mg/L),"VEGA, Literature set",2099
742,C8H18N2,CN(C)CC=CCN(C)C,4559-79-9,142.24192810058594,algea,1.4816045409242156,log(mg/L),Literature set,7818
743,C10H24N2,CN(C)CCCCCCN(C)C,111-18-2,172.3109588623047,algea,5.043425116919247,log(mg/L),"ECHA, NITE",4667
744,C5H14N2,CN(C)CCCN,109-55-7,102.17806243896484,algea,3.5263605246161616,log(mg/L),ECHA,2123
745,C7H18N2,CN(C)CCCN(C)C,110-95-2,130.23121643066406,algea,2.302585092994046,log(mg/L),ECHA,2124
746,C11H27N3,CN(C)CCCN(C)CCCN(C)C,3855-32-1,201.3521881103516,algea,3.5550623063795967,log(mg/L),ECHA,7819
747,C15H36N4,CN(C)CCCN(CCCN(C)C)CCCN(C)C,33329-35-0,272.47314453125,algea,4.316153890523174,log(mg/L),ECHA,7820
748,C9H18N2O,C=C(C)C(=O)NCCCN(C)C,5205-93-6,170.2520294189453,algea,4.545420181582316,log(mg/L),ECHA,7821
749,C14H31N3,CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,78014-16-1,241.4160461425781,algea,4.182050142641207,log(mg/L),ECHA,7822
750,C8H21N3,CN(C)CCCNCCCN,10563-29-8,159.27244567871094,algea,3.0445224377234235,log(mg/L),ECHA,7823
751,C9H23N3,CN(C)CCN(C)CCN(C)C,3030-47-5,173.2990264892578,algea,3.951243718581428,log(mg/L),"NITE, VEGA, Literature set",2137
752,C9H21N3,CN(C)CCN1CCN(C)CC1,104-19-8,171.28314208984375,algea,3.481240089335692,log(mg/L),ECHA,2140
753,C8H20N2O,CN(C)CCOCCN(C)C,3033-62-3,160.2572021484375,algea,3.157000421150113,log(mg/L),ECHA,2148
754,C13H31N3O2,CN(C)CCOCCN(C)CCOCCN(C)C,65286-55-7,261.40414428710943,algea,2.8903717578961645,log(mg/L),ECHA,7824
755,C6H15NO2,CN(C)CCOCCO,1704-62-7,133.18879699707028,algea,5.0751738152338275,log(mg/L),ECHA,6990
756,C15H27N3O,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,90-72-2,265.39437866210943,algea,3.7704594411063588,log(mg/L),ECHA,2114
757,C9H13N,CN(C)Cc1ccccc1,103-83-3,135.20622253417972,algea,0.29266961396282004,log(mg/L),"ECHA, NITE, ECOTOX, EPAFHM, Literature set",2115
758,C2H8N2,CN(C)N,57-14-7,60.09832000732422,algea,0.7371640659767196,log(mg/L),"ECHA, NITE, ECOTOX, VEGA, Literature set",2150
759,C9H11NO,CN(C)c1ccc(C=O)cc1,100-10-7,149.1897430419922,algea,4.286341384539473,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",7825
760,C23H25N2,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,569-64-2,329.4580078125,algea,0.09531017980432492,log(mg/L),"NITE, ECOTOX, ECOTOX-EPA(20)",7826
761,C17H21N3,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,2465-27-2,267.36874389648443,algea,-1.5301647315395923,log(mg/L),"NITE, VEGA, Literature set",5513
762,C25H31N3O,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,467-63-0,389.53314208984375,algea,-0.3371524679260771,log(mg/L),ECHA,2101
763,C23H26N2,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,16044-24-9,329.4580078125,algea,1.2809338454620642,log(mg/L),"ECHA, Literature set",7827
764,C8H11N,CN(C)c1ccccc1,000121-69-7,121.1796417236328,algea,4.110873864173311,log(mg/L),"VEGA, Literature set",2106
765,C7H9N5,CN(C)c1ncnc2nc[nH]c12,938-55-6,163.1798553466797,algea,3.7135720667043084,log(mg/L),Literature set,7828
766,C8H9NO,CN(C=O)c1ccccc1,93-61-8,135.16316223144528,algea,4.0809215418899605,log(mg/L),ECHA,7829
767,C21H25N,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,78628-80-5,291.4299011230469,algea,-3.540459448995663,log(mg/L),ECHA,6062
768,C7H19N3,CN(CCCN)CCCN,105-83-9,145.24586486816406,algea,4.1367652781060515,log(mg/L),ECHA,2190
769,C8H10N2O3S,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,80-11-5,214.2416076660156,algea,1.1631508098056809,log(mg/L),Literature set,2207
770,C7H8N2O,CN(N=O)c1ccccc1,614-00-6,136.15121459960938,algea,3.688879454113936,log(mg/L),Literature set,2202
771,C6H12ClN,CN1CCC(Cl)CC1,5570-77-4,133.61918640136722,algea,4.3463994570307305,log(mg/L),ECHA,7830
772,C5H11N,CN1CCCC1,120-94-5,85.14753723144531,algea,5.091846549521079,log(mg/L),"ECHA, ECOTOX",7831
773,C10H14N2,CN1CCCC1c1cccnc1,54-11-5,162.2315673828125,algea,3.610917912644224,log(mg/L),"ECHA, ECOTOX",2248
774,C8H17NO,CN1CCCCC1CCO,533-15-3,143.2266845703125,algea,3.854182005738296,log(mg/L),ECHA,7832
775,C5H10N2O,CN1CCN(C)C1=O,80-73-9,114.14569854736328,algea,8.199738960630786,log(mg/L),Literature set,3815
776,C2H7N3S,CNC(=S)NN,6610-29-3,105.16207885742188,algea,3.4011973816621555,log(mg/L),ECHA,5382
777,C10H15NO,CNC(C)C(O)c1ccccc1,134-71-4,165.23220825195312,algea,4.500365071621966,log(mg/L),ECHA,2360
778,C9H13NO,CNC(C)c1cccc(O)c1,894079-42-6,151.20562744140625,algea,2.642622395779755,log(mg/L),ECHA,7833
779,C2H5NO,CNC=O,123-39-7,59.06719970703125,algea,6.908265148976338,log(mg/L),Literature set,2364
780,C9H11NO3,CNCC(=O)c1ccc(O)c(O)c1,62-13-5,181.18853759765625,algea,1.1631508098056809,log(mg/L),Literature set,7834
781,C3H9NO,CNCCO,109-83-1,75.10966491699219,algea,3.3357695763397004,log(mg/L),ECHA,2383
782,C7H18N2O,CNCCOCCN(C)C,93240-93-8,146.23062133789062,algea,3.157000421150113,log(mg/L),ECHA,7835
783,C7H9N,CNc1ccccc1,100-61-8,107.15306091308592,algea,1.3350010667323402,log(mg/L),"NITE, VEGA, Literature set",7836
784,C9H11NO2,CNc1ccccc1C(=O)OC,85-91-6,165.18914794921875,algea,4.715816706075155,log(mg/L),ECHA,7837
785,C11H15N5O4,CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1867-73-8,281.26791381835943,algea,0.7884573603642703,log(mg/L),Literature set,7838
786,C6H7N5,CNc1ncnc2nc[nH]c12,443-72-1,149.1532745361328,algea,3.828641396489095,log(mg/L),Literature set,7839
787,C13H14O5,COC(=O)C(=Cc1ccc(OC)cc1)C(=O)OC,7443-25-6,250.2472686767578,algea,2.2300144001592104,log(mg/L),ECHA,7840
788,C11H13BrO2,COC(=O)C(C)(C)c1ccc(Br)cc1,154825-97-5,257.12371826171875,algea,0.6418538861723947,log(mg/L),ECHA,7841
789,C5H8O2,C=C(C)C(=O)OC,000080-62-6,100.1158218383789,algea,4.4549866267219445,log(mg/L),"VEGA, Literature set",2399
790,C20H23NO3,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,98243-83-5,325.4015197753906,algea,2.8033603809065353,log(mg/L),EFSA,4501
791,C3H4Cl2O2,COC(=O)C(Cl)Cl,116-54-1,142.96865844726562,algea,2.7080502011022096,log(mg/L),Literature set,7842
792,C4H5FO2,C=C(F)C(=O)OC,2343-89-7,104.07970428466795,algea,4.07753744390572,log(mg/L),ECHA,7843
793,C11H18O2,COC(=O)C1C(C)=CCCC1(C)C,28043-10-9,182.25942993164062,algea,3.5263605246161616,log(mg/L),ECHA,7844
794,C14H22O2,COC(=O)C1CC2(C(C)C)C=CC1(C)CC2,68966-86-9,222.3232879638672,algea,2.624668592163159,log(mg/L),ECHA,7845
795,C4H6O2,C=CC(=O)OC,96-33-3,86.08924102783203,algea,2.6810215287142913,log(mg/L),"ECHA, NITE, VEGA, Literature set",2405
796,C6H8O4,COC(=O)C=CC(=O)OC,624-48-6,144.1253204345703,algea,2.590767040487478,log(mg/L),ECHA,2407
797,C10H10O2,COC(=O)C=Cc1ccccc1,103-26-4,162.18521118164062,algea,2.028148247292285,log(mg/L),ECHA,2408
798,C9H16O2,COC(=O)CC1CCCCC1,14352-61-5,156.22213745117188,algea,3.737669618283368,log(mg/L),ECHA,7846
799,C12H22O4,COC(=O)CCCCCCCCC(=O)OC,106-79-6,230.3006896972656,algea,0.4054651081081644,log(mg/L),ECHA,7847
800,C9H10O2,COC(=O)Cc1ccccc1,101-41-7,150.17449951171875,algea,4.12552017969055,log(mg/L),ECHA,2427
801,C10H11NO4,COC(=O)c1ccc(C(=O)OC)c(N)c1,5372-81-6,209.1986389160156,algea,2.247072383063787,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set",7848
802,C12H12O6,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,2459-10-1,252.22007751464844,algea,4.272490747605575,log(mg/L),ECHA,7849
803,C8H9NO2,COC(=O)c1ccc(N)cc1,619-45-4,151.16256713867188,algea,4.477336814478207,log(mg/L),Literature set,7850
804,C8H8O3,COC(=O)c1ccc(O)cc1,99-76-3,152.14732360839844,algea,4.297285406218791,log(mg/L),"ECHA, NITE, VEGA, Literature set",7851
805,C10H10O4,COC(=O)c1ccc(C(=O)OC)cc1,120616,194.1840057373047,algea,1.6682726981549931,log(mg/L),Literature set,7852
806,C10H10O4,COC(=O)c1cccc(C(=O)OC)c1,1459-93-4,194.1840057373047,algea,2.631888840136646,log(mg/L),ECHA,7853
807,C15H12O3,COC(=O)c1ccccc1C(=O)c1ccccc1,606-28-0,240.2539825439453,algea,3.391147045808654,log(mg/L),ECHA,7854
808,C8H8O3,COC(=O)c1ccccc1O,119-36-8,152.14732360839844,algea,2.660259537265861,log(mg/L),ECHA,2417
809,C6H5Cl2N3O2,COC(=O)c1nc(Cl)c(Cl)nc1N,1458-18-0,222.0287933349609,algea,-1.203972804325936,log(mg/L),ECHA,7855
810,C12H13N5O6S2,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,79277-27-3,387.3915100097656,algea,0.6931471805599453,log(mg/L),Literature set,7856
811,C11H20O,COC(C)(C)C1CC=C(C)CC1,14576-08-0,168.27590942382812,algea,3.258096538021482,log(mg/L),ECHA,7857
812,C16H28N4O2,COC(C)(C)CC(C)(C#N)N=NC(C)(C#N)CC(C)(C)OC,15545-97-8,308.41912841796875,algea,2.9253098092574445,log(mg/L),ECHA,7858
813,C10H14O2,COC(Cc1ccccc1)OC,101-48-4,166.2169647216797,algea,4.398146016553765,log(mg/L),ECHA,2458
814,C20H30O3,COC1(OC)CCC2=C(CCC3C2CCC2(C)C(=O)CCC32)C1,19257-34-2,318.4504089355469,algea,-2.302585092994045,log(mg/L),ECHA,7859
815,C20H27NO2,COC1=CCC2=C(CCC3C2CCC2(C)C3CCC2(O)C#N)C1,17006-17-6,313.43389892578125,algea,-2.162823150618887,log(mg/L),ECHA,7860
