,chemical_formula,smiles,casnum,molecular_weight,species,algea_EC50,units,source,foreign_key
816,C15H13NO,COC1=Cc2ccccc2Nc2ccccc21,4698-11-7,223.2698211669922,algea,1.1939224684724346,log(mg/L),ECHA,7861
817,C11H22O,COC1CC(C)CCC1C(C)C,1565-76-0,170.29177856445312,algea,2.263844264677615,log(mg/L),ECHA,7862
818,C13H26O,COC1CCCCCCCCCCC1,2986-54-1,198.34494018554688,algea,0.904218150639886,log(mg/L),ECHA,7863
819,C3H6O,C=COC,107-25-5,58.079139709472656,algea,3.8264651170664994,log(mg/L),ECHA,4559
820,C15H21NO4,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,70630-17-0,279.33154296875,algea,3.58351893845611,log(mg/L),"EFSA, ECOTOX, Literature set",2574
821,C6H12O3,COCC(C)OC(C)=O,108656,132.15768432617188,algea,6.908353100251388,log(mg/L),Literature set,4597
822,C3H6O3,COCC(=O)O,625-45-6,90.07794189453124,algea,4.192680462942962,log(mg/L),ECHA,7864
823,C4H11NO,COCCCN,5332-73-0,89.13623809814453,algea,3.7841896339182615,log(mg/L),ECHA,7865
824,C4H10O2,COCCOC,110-71-4,90.12100219726562,algea,9.118225083068376,log(mg/L),ECHA,7866
825,C16H18O2,COCc1ccc(-c2ccc(COC)cc2)cc1,3753-18-2,242.31292724609366,algea,1.7047480922384253,log(mg/L),ECHA,7867
826,C9H11BrN2O2,CON(C)C(=O)Nc1ccc(Br)cc1,3060-89-7,259.099853515625,algea,-0.4780358009429998,log(mg/L),Literature set,2613
827,C9H11ClN2O2,CON(C)C(=O)Nc1ccc(Cl)cc1,1746-81-2,214.6488342285156,algea,-0.9942522733438668,log(mg/L),"VEGA, Literature set",2615
828,C6H14NO5P,COP(=O)(CCC(=O)NCO)OC,20120-33-6,211.1528167724609,algea,5.219274159207584,log(mg/L),ECHA,2616
829,C8H10O3S,COS(=O)(=O)c1ccc(C)cc1,80-48-8,186.2281951904297,algea,1.7263316639055997,log(mg/L),ECHA,2741
830,C8H7BrO3,COc1cc(Br)c(C=O)cc1O,2973-59-3,231.0433807373046,algea,3.2902658209548736,log(mg/L),ECHA,7868
831,C17H18BrNO3,COc1cc(Br)c2c3c1OC1CC(=O)C=C(CCN(C)C2)C31,183487-56-1,364.2337341308594,algea,3.737669618283368,log(mg/L),ECHA,7869
832,C8H8O3,COc1cc(C=O)ccc1O,121-33-5,152.14732360839844,algea,4.787491742782046,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set",2481
833,C10H12O2,C=CCc1ccc(O)c(OC)c1,97-53-0,164.20108032226562,algea,3.1780538303479458,log(mg/L),"ECHA, EFSA, ECOTOX, Literature set",2482
834,C13H12F3N5O5S,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,104040-78-0,407.3251037597656,algea,4.944495491591711,log(mg/L),"EFSA, ECOTOX",7870
835,C8H8ClNO4,COc1cc([N+](=O)[O-])c(OC)cc1Cl,6940-53-0,217.60641479492188,algea,1.8656293177945105,log(mg/L),ECHA,7871
836,C9H7NO2,COc1cc(C#N)ccc1C=O,21962-45-8,161.15737915039062,algea,3.277144732992177,log(mg/L),ECHA,7872
837,C14H16N2O2,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,119-90-4,244.2890472412109,algea,2.5649493574615367,log(mg/L),Literature set,2500
838,C7H8N2O3,COc1cc([N+](=O)[O-])ccc1N,97-52-9,168.1500244140625,algea,3.49650756146648,log(mg/L),ECHA,4239
839,C14H12O3,COc1ccc(C(=O)c2ccccc2)c(O)c1,131-57-7,228.24328613281247,algea,-0.4004775665971253,log(mg/L),"ECHA, NITE, Literature set",5035
840,C9H10O4,COc1ccc(C(=O)O)c(OC)c1,91-52-1,182.17330932617188,algea,5.834810737062606,log(mg/L),Literature set,7873
841,C8H8O2,COc1ccc(C=O)cc1,123-11-5,136.14791870117188,algea,4.110873864173311,log(mg/L),"ECHA, NITE, VEGA, Literature set",2522
842,C9H10O3,COc1ccc(C=O)cc1OC,120-14-9,166.1739044189453,algea,3.4339872044851463,log(mg/L),ECHA,2523
843,C10H12O2,COc1ccc(CC(C)=O)cc1,122-84-9,164.20108032226562,algea,4.671893818030999,log(mg/L),ECHA,2524
844,C11H14O2,COc1ccc(CC(C)C=O)cc1,5462-06-6,178.2276611328125,algea,3.0445224377234235,log(mg/L),ECHA,7874
845,C9H10O3,COc1ccc(CC(=O)O)cc1,104-01-8,166.1739044189453,algea,4.671893818030999,log(mg/L),ECHA,2525
846,C11H14O2,C=CCc1ccc(OC)c(OC)c1,93-15-2,178.2276611328125,algea,2.9391619220655967,log(mg/L),"ECHA, NITE, VEGA, Literature set",2526
847,C11H14O2,COc1ccc(CCC(C)=O)cc1,104-20-1,178.2276611328125,algea,3.6402142821326553,log(mg/L),ECHA,7875
848,C9H13NO,COc1ccc(CCN)cc1,55-81-2,151.20562744140625,algea,4.110873864173311,log(mg/L),Literature set,7876
849,C10H15NO2,COc1ccc(CCN)cc1OC,120-20-7,181.23159790039062,algea,4.165889729385197,log(mg/L),ECHA,7877
850,C8H10O2,COc1ccc(CO)cc1,105-13-5,138.16380310058594,algea,4.948759890378168,log(mg/L),ECHA,2530
851,C10H12O3,COc1ccc(COC(C)=O)cc1,104-21-2,180.2004852294922,algea,4.092676505121403,log(mg/L),ECHA,7878
852,C7H8ClNO,COc1ccc(Cl)cc1N,95-03-4,157.59751892089844,algea,2.8903717578961645,log(mg/L),Literature set,7879
853,C7H8N2O3,COc1ccc(N)c([N+](=O)[O-])c1,96-96-8,168.1500244140625,algea,2.4849066497880004,log(mg/L),"NITE, VEGA, Literature set",2531
854,C7H9NO,COc1ccc(N)cc1,104-94-9,123.1524658203125,algea,2.174751721484161,log(mg/L),"NITE, VEGA, Literature set",2533
855,C9H9NO2S,COc1ccc(N=C=S)c(OC)c1,33904-03-9,195.2382659912109,algea,-0.9675840262617056,log(mg/L),Literature set,7880
856,C11H16O2,COc1ccc(O)c(C(C)(C)C)c1,121-00-6,180.24354553222656,algea,1.6486586255873816,log(mg/L),"ECHA, NITE, Literature set",2494
857,C7H8O2,COc1ccc(O)cc1,150-76-5,124.13722229003906,algea,4.001863709427935,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA",2538
858,C9H10O3,COc1ccc(OC)c(C=O)c1,93-02-7,166.1739044189453,algea,3.737669618283368,log(mg/L),Literature set,7881
859,C8H9ClO2,COc1ccc(OC)c(Cl)c1,2100-42-7,172.60885620117188,algea,2.5877640352277083,log(mg/L),"ECHA, NITE, VEGA, Literature set",7882
860,C8H10O2,COc1ccc(OC)cc1,150-78-7,138.16380310058594,algea,3.9219733362813134,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set",2540
861,C16H14O4,COc1ccc(C(=O)C(=O)c2ccc(OC)cc2)cc1,1226-42-2,270.27996826171875,algea,2.2407096892759584,log(mg/L),Literature set,7883
862,C16H16O3S,COc1ccc(C(=O)CSc2cccc(OC)c2)cc1,63675-73-0,288.3614501953125,algea,0.1906203596086497,log(mg/L),ECHA,7884
863,C9H10O2,COc1ccc(C(C)=O)cc1,100-06-1,150.17449951171875,algea,3.970291913552122,log(mg/L),ECHA,2512
864,C16H16O4,COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1,119-52-8,272.2958374023437,algea,2.9957322735539913,log(mg/L),Literature set,7885
865,C11H10O,COc1ccc2ccccc2c1,93-04-9,158.19650268554688,algea,1.5953389880545987,log(mg/L),ECHA,7886
866,C9H10O2,COc1cccc(C(C)=O)c1,586-37-8,150.17449951171875,algea,3.6041382256588457,log(mg/L),ECHA,7887
867,C7H7NO3,COc1cccc([N+](=O)[O-])c1,555-03-3,153.1353759765625,algea,2.6741486494265287,log(mg/L),"NITE, VEGA, Literature set",7888
868,C7H8O,COc1ccccc1,100-66-3,108.13782501220702,algea,3.8501476017100575,log(mg/L),"ECHA, Literature set",2550
869,C8H8O3,COc1ccccc1C(=O)O,579-75-9,152.14732360839844,algea,4.366912996863833,log(mg/L),ECHA,7889
870,C7H9NO,COc1ccccc1N,90-04-0,123.1524658203125,algea,3.5234150143864045,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, VEGA, Literature set",2553
871,C7H8O2,COc1ccccc1O,90-05-1,124.13722229003906,algea,5.214935757608987,log(mg/L),"NITE, VEGA, Literature set",2483
872,C7H7NO3,COc1ccccc1[N+](=O)[O-],91-23-6,153.1353759765625,algea,4.043051267834549,log(mg/L),"NITE, VEGA, Literature set",2470
873,C12H12ClN5O4S,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,64902-72-3,357.77276611328125,algea,-1.2378743560016174,log(mg/L),"VEGA, Literature set",3887
874,C10H19N5O,COc1nc(NC(C)C)nc(NC(C)C)n1,1610-18-0,225.2907562255859,algea,-1.0996127890016931,log(mg/L),"VEGA, Literature set",2568
875,C13H13O3P,CP(=O)(Oc1ccccc1)Oc1ccccc1,7526-26-3,248.2142791748046,algea,2.7080502011022096,log(mg/L),ECHA,5619
876,CH4S,CS,5188-07-8,48.107460021972656,algea,2.7080502011022096,log(mg/L),ECHA,7890
877,C15H16Cl2N2O5S,CS(=O)(=O)OCC1COC(Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,84145-27-7,407.2689514160156,algea,1.7749523509116738,log(mg/L),ECHA,7891
878,C14H15Cl2N3O5S,CS(=O)(=O)OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,155661-07-7,408.2569885253906,algea,0.27763173659827955,log(mg/L),ECHA,7892
879,C8H6N2OS2,CSC(=O)c1cccc2nnsc12,135158-54-2,210.27603149414062,algea,0.5306282510621704,log(mg/L),"EFSA, Literature set, ECOTOX",7893
880,C4H8OS,CSCCC=O,3268-49-3,104.17072296142578,algea,0.21913552991667104,log(mg/L),"NITE, VEGA, Literature set",2773
881,C2H6S2,CSSC,624-92-0,94.19903564453124,algea,3.3068867021909143,log(mg/L),"ECHA, NITE, ECOTOX",7894
882,C9H12OS,CSc1c(C)cc(O)cc1C,7379-51-3,168.2559814453125,algea,2.3978952727983707,log(mg/L),ECHA,7895
883,C13H15NO4S,C=CC(=O)OCCOC(=O)Nc1cccc(SC)c1,1207339-61-4,281.3275146484375,algea,-0.0020020026706730797,log(mg/L),ECHA,7896
884,C10H19N5S,CSc1nc(NC(C)C)nc(NC(C)C)n1,7287-19-6,241.3563537597656,algea,-3.611918412977808,log(mg/L),"VEGA, Literature set",2769
885,C12H20N4OS,CSc1nnc(C(C)(C)C)c(=O)n1N=CC(C)C,57052-04-7,268.37838745117193,algea,-1.3783261914707137,log(mg/L),Literature set,7897
886,C6H14NO,C[N+](C)(C)CC1CO1,3033-77-0,116.18145751953124,algea,5.187385805840755,log(mg/L),Literature set,7898
887,C9H19N2O,C=CC(=O)NCCC[N+](C)(C)C,45021-77-0,171.2599639892578,algea,4.043051267834549,log(mg/L),ECHA,7899
888,C5H14NO,C[N+](C)(C)CCO,67-48-1,104.17076110839844,algea,5.049856007249537,log(mg/L),Literature set,7900
889,C17H20NO,C[N+](C)(C)Cc1ccc(C(=O)c2ccccc2)cc1,78697-25-3,254.3468017578125,algea,3.332204510175204,log(mg/L),Literature set,7901
890,C18H34F8N2O4,C[N+](C)(CC[N+](C)(C)CC(O)COCC(F)(F)C(F)F)CC(O)COCC(F)(F)C(F)F,1220100-43-5,494.4607849121094,algea,-0.5447271754416722,log(mg/L),ECHA,7902
891,C18H20NO,C[N+](C)=C1OCCC1(c1ccccc1)c1ccccc1,37743-18-3,266.35751342773443,algea,1.8562979903656265,log(mg/L),ECHA,7903
892,C13H16N,C[N+]1(Cc2ccccc2)C=CC=CC1,68909-18-2,186.27284240722656,algea,-1.6607312068216509,log(mg/L),ECHA,7904
893,C7H3Br5,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,87-83-2,486.6187133789063,algea,-4.961845129926824,log(mg/L),Literature set,7905
894,C7H6Cl2,Cc1c(Cl)cccc1Cl,118-69-4,161.02853393554688,algea,0.9932517730102834,log(mg/L),"NITE, VEGA, Literature set",7906
895,C7H6N2O4,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],606-20-2,182.133544921875,algea,2.429217743927412,log(mg/L),"NITE, VEGA, Literature set",628
896,C11H12N2O,Cc1cc(=O)n(-c2ccccc2)n1C,60-80-0,188.2257843017578,algea,6.194405391104673,log(mg/L),"NITE, Literature set",2269
897,C15H10BrNO2,Cc1cc(Br)c2c(c1N)C(=O)c1ccccc1C2=O,81-50-5,316.1494140625,algea,-4.605170185988091,log(mg/L),Literature set,7907
898,C10H14,Cc1cc(C)c(C)cc1C,95-93-2,134.21817016601562,algea,2.2235418856535927,log(mg/L),Literature set,671
899,C10H12O,Cc1cc(C)c(C=O)c(C)c1,487-68-3,148.20169067382812,algea,2.0668627594729756,log(mg/L),"ECHA, NITE, Literature set",7908
900,C9H13N,Cc1cc(C)c(N)c(C)c1,88-05-1,135.20622253417972,algea,3.2958368660043287,log(mg/L),"NITE, VEGA, Literature set",672
901,C9H14N2,Cc1cc(C)c(N)c(C)c1N,3102-70-3,150.22085571289062,algea,5.808142489980444,log(mg/L),ECHA,7909
902,C8H11NO3S,Cc1cc(C)c(N)c(S(=O)(=O)O)c1,88-22-2,201.2428436279297,algea,4.5664293576716615,log(mg/L),ECHA,7910
903,C12H18O,Cc1cc(C)c(O)c(C(C)(C)C)c1,1879-09-0,178.27072143554688,algea,1.9600947840472696,log(mg/L),"NITE, VEGA, Literature set",7911
904,C9H12O3S,Cc1cc(C)c(S(=O)(=O)O)c(C)c1,6148-75-0,200.25477600097656,algea,8.881836305004146,log(mg/L),"NITE, Literature set",7912
905,C12H12,Cc1cc(C)c2ccccc2c1,575-41-7,156.2236785888672,algea,-0.6443570163905132,log(mg/L),"NITE, VEGA, Literature set",7913
906,C8H11N,Cc1cc(C)cc(N)c1,108-69-0,121.1796417236328,algea,3.2386784521643803,log(mg/L),"NITE, VEGA, Literature set",681
907,C9H9ClO,Cc1cc(C)cc(C(=O)Cl)c1,6613-44-1,168.6201629638672,algea,3.7841896339182615,log(mg/L),ECHA,7914
908,C23H32O2,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,119-47-1,340.4989929199219,algea,1.5047438413194347,log(mg/L),Literature set,7915
909,C7H6Cl2,Cc1cc(Cl)ccc1Cl,19398-61-9,161.02853393554688,algea,0.5306282510621704,log(mg/L),"NITE, VEGA, Literature set",7916
910,C7H10N2,Cc1cc(N)ccc1N,95-70-5,122.1677017211914,algea,0.6931471805599453,log(mg/L),"ECHA(12), NITE, VEGA, Literature set",683
911,C7H7ClO,Cc1cc(O)ccc1Cl,59-50-7,142.5828857421875,algea,3.4216533902295376,log(mg/L),"ECHA, OASIS, ECOTOX, EPAFHM, Literature set",636
912,C15H24O,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,000128-37-0,220.3504638671875,algea,1.9466241797889705,log(mg/L),"VEGA, Literature set",655
913,C19H24O2,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,5613-46-7,284.3926696777344,algea,-0.4004775665971253,log(mg/L),ECHA,7917
914,C7H6N2O5,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,534-52-1,198.1329345703125,algea,1.7227665977411035,log(mg/L),"NITE, VEGA, Literature set",641
915,C14H16N2,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,119-93-7,212.2902374267578,algea,1.423108334242607,log(mg/L),"NITE, VEGA, Literature set",7918
916,C7H9NO3S,Cc1cc(S(=O)(=O)O)ccc1N,98-33-9,187.2162628173828,algea,4.705920089088234,log(mg/L),ECHA,7919
917,C7H8N2O2,Cc1cc([N+](=O)[O-])ccc1N,99-52-5,152.15061950683594,algea,2.2728472747300894,log(mg/L),"ECHA, OASIS, Literature set",7920
918,C17H24N4O6,Cc1cc2c(cc1C)N(CC(O)C(O)C(O)CO)C1NC(=O)NC(=O)C1N2,83-88-5,380.3956604003906,algea,2.4849066497880004,log(mg/L),Literature set,7921
919,C9H12,Cc1ccc(C)c(C)c1,000095-63-6,120.19158172607422,algea,2.28949985344539,log(mg/L),"VEGA, Literature set",670
920,C8H11N,Cc1ccc(C)c(N)c1,95-78-3,121.1796417236328,algea,3.4011973816621555,log(mg/L),"NITE, Literature set",680
921,C8H10O,Cc1ccc(C)c(O)c1,95-87-4,122.1644058227539,algea,3.4258899942525267,log(mg/L),"ECHA, NITE, Literature set",687
922,C8H10,Cc1ccc(C)cc1,106-42-3,106.1650009155273,algea,2.26176309847379,log(mg/L),"NITE, ECOTOX, VEGA, Literature set",699
923,C9H10,C=Cc1ccc(C)cc1,622-97-9,118.17570495605469,algea,1.4586150226995167,log(mg/L),ECHA,5957
924,C9H10O,Cc1ccc(C=O)cc1C,5973-71-7,134.17510986328122,algea,2.8094026953624978,log(mg/L),ECHA,7922
925,C7H6Cl2,Cc1ccc(Cl)c(Cl)c1,95-75-0,161.02853393554688,algea,0.3364722366212129,log(mg/L),"NITE, VEGA, Literature set",7923
926,C7H8ClN,Cc1ccc(Cl)c(N)c1,95-81-8,141.59811401367188,algea,1.2669476034873246,log(mg/L),"NITE, VEGA, Literature set",7924
927,C7H7Cl,Cc1ccc(Cl)cc1,106-43-4,126.58348083496092,algea,1.7047480922384253,log(mg/L),"ECHA, NITE, Aquatic ECETOC, OASIS, VEGA, Literature set",711
928,C8H9Cl,Cc1ccc(Cl)cc1C,615-60-1,140.61006164550778,algea,1.0647107369924282,log(mg/L),ECHA,7925
929,C7H6Cl2,Cc1ccc(Cl)cc1Cl,000095-73-8,161.02853393554688,algea,0.9400072584914712,log(mg/L),"VEGA, Literature set",712
930,C8H11N,Cc1ccc(N)c(C)c1,95-68-1,121.1796417236328,algea,3.353406717825807,log(mg/L),ECHA,673
931,C7H8ClNO,Cc1ccc(N)c(Cl)c1O,84540-50-1,157.59751892089844,algea,3.5681232529781366,log(mg/L),ECHA,7926
932,C7H9NO3S,Cc1ccc(N)c(S(=O)(=O)O)c1,88-44-8,187.2162628173828,algea,2.303584593327129,log(mg/L),"Literature set, ECHA",3951
933,C8H11N,Cc1ccc(N)cc1C,95-64-7,121.1796417236328,algea,1.88706964903238,log(mg/L),"NITE, Literature set",716
934,C7H10N2,Cc1ccc(N)cc1N,95-80-7,122.1677017211914,algea,2.5877640352277083,log(mg/L),"NITE, Literature set",7927
935,C7H9NO,Cc1ccc(N)cc1O,2835-95-2,123.1524658203125,algea,3.7135720667043084,log(mg/L),ECHA,646
936,C20H16N2O2,Cc1ccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c(C)c1,2478-20-8,316.3532409667969,algea,-1.0498221244986778,log(mg/L),ECHA,7928
937,C14H15N,Cc1ccc(Nc2ccc(C)cc2)cc1,620-93-9,197.27560424804688,algea,-2.002480500543708,log(mg/L),"NITE, VEGA, Literature set",7929
938,C8H10O,Cc1ccc(O)c(C)c1,105-67-9,122.1644058227539,algea,2.151762203259462,log(mg/L),"NITE, VEGA, Literature set",674
939,C7H8O,Cc1ccc(O)cc1,106-44-5,108.13782501220702,algea,3.624340932976365,log(mg/L),"NITE, VEGA, Literature set",719
940,C11H9F3O2,Cc1ccc(C(=O)CC(=O)C(F)(F)F)cc1,720-94-5,230.18316650390625,algea,-0.7113111511876165,log(mg/L),ECHA,7930
941,C8H8O2,Cc1ccc(C(=O)O)cc1,99-94-5,136.14791870117188,algea,4.298645025734831,log(mg/L),"ECHA, NITE, Literature set",701
942,C9H11NO3S,Cc1ccc(S(=O)(=O)CNC=O)cc1,36635-56-0,213.2535400390625,algea,3.6375861597263857,log(mg/L),ECHA,7931
943,C21H20N2O6S2,Cc1ccc(S(=O)(=O)NC(=O)Nc2cccc(OS(=O)(=O)c3ccc(C)cc3)c2)cc1,232938-43-1,460.5233154296875,algea,1.1314021114911006,log(mg/L),ECHA,7932
944,C13H19NO4S,Cc1ccc(S(=O)(=O)NCCCCCC(=O)O)cc1,78521-39-8,285.3592529296875,algea,6.439350371100098,log(mg/L),ECHA,7933
945,C7H10N2O2S,Cc1ccc(S(=O)(=O)NN)cc1,1576-35-8,186.23150634765625,algea,1.5789787049493915,log(mg/L),ECHA,6905
946,C7H9NO2S,Cc1ccc(S(N)(=O)=O)cc1,70-55-3,171.21685791015625,algea,5.135798437050261,log(mg/L),ECHA,7934
947,C7H7NO2,Cc1ccc([N+](=O)[O-])cc1,99-99-0,137.135986328125,algea,2.0476928433652555,log(mg/L),"NITE, ECOTOX, OASIS, VEGA, Literature set",702
948,C8H7NO4,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],96-98-0,181.14547729492188,algea,5.010635294096256,log(mg/L),ECHA,7935
949,C8H9NO4S,Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],1671-49-4,215.2263641357422,algea,4.189654742026425,log(mg/L),ECHA,7936
950,C12H12,Cc1ccc2cc(C)ccc2c1,581-42-0,156.2236785888672,algea,1.6486586255873816,log(mg/L),NITE,7937
951,C12H12,Cc1ccc2ccc(C)cc2c1,582-16-1,156.2236785888672,algea,-0.2744368457017603,log(mg/L),"NITE, VEGA, Literature set",7938
952,C11H10,Cc1ccc2ccccc2c1,91-57-6,142.1970977783203,algea,0.4382549309311552,log(mg/L),"NITE, VEGA, Literature set",750
953,C12H12,Cc1ccc2ccccc2c1C,573-98-8,156.2236785888672,algea,1.4929040961781486,log(mg/L),"NITE, VEGA, Literature set",7939
954,C8H10,Cc1cccc(C)c1,108-38-3,106.1650009155273,algea,2.186051276738094,log(mg/L),"NITE, ECOTOX, VEGA, Literature set",675
955,C9H12,Cc1cccc(C)c1C,526-73-8,120.19158172607422,algea,1.7404661748405046,log(mg/L),"NITE, Literature set",7940
956,C8H11N,Cc1cccc(C)c1N,87-62-7,121.1796417236328,algea,4.02535169073515,log(mg/L),"NITE, Literature set",729
957,C14H14O4S,Cc1cccc(C)c1OS(=O)(=O)c1ccc(O)cc1,1364731-90-7,278.32354736328125,algea,1.8794650496471603,log(mg/L),ECHA,7941
958,C12H18O,Cc1cccc(CC(C)(C)CO)c1,103694-68-4,178.27072143554688,algea,3.2958368660043287,log(mg/L),ECHA,7942
959,C7H7Cl,Cc1cccc(Cl)c1,000108-41-8,126.58348083496094,algea,1.2781522025001877,log(mg/L),"VEGA, Literature set",7943
960,C8H11N,Cc1cccc(N)c1C,87-59-2,121.1796417236328,algea,3.349904087274605,log(mg/L),"NITE, Literature set",733
961,C8H10O,Cc1cccc(O)c1C,526-75-0,122.1644058227539,algea,4.525044141508807,log(mg/L),ECHA,7944
962,C8H8O2,Cc1cccc(C(=O)O)c1,99-04-7,136.14791870117188,algea,2.8332133440562166,log(mg/L),"ECHA, NITE, Literature set",7945
963,C8H10O3S,Cc1cccc(S(=O)(=O)O)c1C,25321-41-9,186.2281951904297,algea,4.290459441148391,log(mg/L),ECHA,7946
964,C11H16O,Cc1cccc(C(C)(C)C)c1O,2219-82-1,164.244140625,algea,1.840549633397487,log(mg/L),"NITE, VEGA, Literature set",7947
965,C11H10,Cc1cccc2ccccc12,90-12-0,142.1970977783203,algea,0.8329091229351039,log(mg/L),"NITE, VEGA, Literature set",654
966,C8H8N2S,Cc1cccc2sc(N)nc12,1477-42-5,164.22752380371094,algea,2.4849066497880004,log(mg/L),ECHA,7948
967,C7H8,Cc1ccccc1,108-88-3,92.13842010498048,algea,3.2958368660043287,log(mg/L),"NITE, ECOTOX, VEGA, Literature set",735
968,C8H10,Cc1ccccc1C,95-47-6,106.1650009155273,algea,1.01160091167848,log(mg/L),"NITE, ECOTOX, VEGA, Literature set",7949
969,C7H7Cl,Cc1ccccc1Cl,95-49-8,126.58348083496092,algea,2.0541237336955462,log(mg/L),"ECHA, NITE, VEGA, Literature set",4165
970,C7H9N,Cc1ccccc1N,95-53-4,107.15306091308592,algea,4.705015520957809,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, VEGA, Literature set",637
971,C15H17N3,Cc1ccccc1NC(=N)Nc1ccccc1C,97-39-2,239.3155822753906,algea,1.9740810260220096,log(mg/L),"ECHA, NITE, Literature set",739
972,C7H9NO2S,Cc1ccccc1S(N)(=O)=O,88-19-7,171.21685791015625,algea,5.135798437050261,log(mg/L),"ECHA, NITE",627
973,C11H10F3N3,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,641571-11-1,241.21241760253903,algea,3.1780538303479458,log(mg/L),ECHA,7950
974,C9H8O2,Cc1coc2ccc(O)cc12,7182-21-0,148.15863037109375,algea,2.3978952727983707,log(mg/L),ECHA,7951
975,C11H11ClN2O,Cc1nc2ccccn2c(=O)c1CCCl,41078-70-0,222.67083740234366,algea,3.49650756146648,log(mg/L),ECHA,7952
976,C6H10N4,Cc1ncc(CN)c(N)n1,95-02-3,138.17039489746094,algea,4.421247347827164,log(mg/L),ECHA,7953
977,C8H9NO3,Cc1ncc(CO)c(C=O)c1O,65-22-5,167.16195678710938,algea,4.290459441148391,log(mg/L),Literature set,7954
978,C8H11NO3,Cc1ncc(CO)c(CO)c1O,58-56-0,169.17784118652344,algea,4.276666119016055,log(mg/L),ECHA,645
979,C6H9N3O3,Cc1ncc([N+](=O)[O-])n1CCO,443-48-1,171.15396118164062,algea,3.698829784967105,log(mg/L),Aquatic ECETOC,769
980,C5H8N2,Cc1nccn1C,1739-84-0,96.1304168701172,algea,4.062165663857866,log(mg/L),ECHA,7955
981,C6H6O3,Cc1occc(=O)c1O,118-71-8,126.11003875732422,algea,1.9740810260220096,log(mg/L),ECHA,643
982,C4H5Cl,C=CC(=C)Cl,126-99-8,88.5354995727539,algea,2.990719731730447,log(mg/L),ECHA,1873
983,CHBr2Cl,ClC(Br)Br,124-48-1,208.27963256835938,algea,2.060513531794317,log(mg/L),"NITE, VEGA, Literature set",1882
984,C14H11ClO,O=C(c1ccccc1)C(Cl)c1ccccc1,447-31-4,230.6895446777344,algea,1.62924053973028,log(mg/L),Literature set,7956
985,C3Cl6O,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,116-16-5,264.74948120117193,algea,4.59511985013459,log(mg/L),Literature set,1884
986,C2Cl4,ClC(Cl)=C(Cl)Cl,127-18-4,165.83340454101562,algea,3.4339872044851463,log(mg/L),"NITE, VEGA, Literature set",1899
987,CHBrCl2,ClC(Cl)Br,75-27-4,163.82864379882812,algea,2.2192034840549946,log(mg/L),"NITE, VEGA, Literature set",1901
988,C2HCl5,ClC(Cl)C(Cl)(Cl)Cl,76-01-7,202.2943420410156,algea,2.1210632163706555,log(mg/L),"VEGA, Literature set",3690
989,C2H2Cl4,ClC(Cl)C(Cl)Cl,79-34-5,167.84927368164062,algea,3.258096538021482,log(mg/L),"Aquatic ECETOC, VEGA, Literature set",1909
990,CHCl3,ClC(Cl)Cl,67-66-3,119.3776397705078,algea,4.143134726391533,log(mg/L),"Aquatic ECETOC, VEGA, Literature set",1911
991,C7H6Cl2,ClC(Cl)c1ccccc1,29797-40-8,161.02853393554688,algea,2.7013612129514133,log(mg/L),"ECHA, NITE, VEGA, Literature set",1910
992,C6Cl4O2,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,118-75-2,245.875,algea,0.7884573603642703,log(mg/L),Literature set,1918
993,C10H4Cl2O2,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,117-80-6,227.04356384277344,algea,-1.5945492999403497,log(mg/L),"ECHA, NITE",1919
994,C6H9ClO,O=C1CCCCC1Cl,822-87-7,132.58805847167972,algea,2.26176309847379,log(mg/L),Literature set,7957
