,chemical_formula,smiles,casnum,molecular_weight,species,algea_EC50,units,source
187,C3H7Br,CC(C)Br,75-26-3,122.99168395996094,algea,5.442417710521793,log(mg/L),"ECHA, NITE"
188,C13H14N2O3S,CC(C)C(=O)Nc1nc(-c2ccc(O)cc2O)cs1,1428450-95-6,278.32687377929693,algea,1.1939224684724346,log(mg/L),ECHA
189,C14H24O2,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,78-35-3,224.33917236328125,algea,0.6931471805599453,log(mg/L),ECHA
190,C12H16O3,CC(C)C(=O)OCCOc1ccccc1,103-60-6,208.25364685058597,algea,2.8903717578961645,log(mg/L),ECHA
191,C12H16O2,CC(C)C(=O)OCCc1ccccc1,103-48-0,192.25424194335938,algea,2.1198634561787513,log(mg/L),ECHA
192,C10H12O,CC(C)C(=O)c1ccccc1,611-70-1,148.20169067382812,algea,3.520460802488973,log(mg/L),ECHA
193,C5H10O,CC(=O)C(C)C,563-80-4,86.1323013305664,algea,3.7887247890836524,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
194,C10H16,CC1=CCC(C(C)C)C=C1,4221-98-1,136.23403930664062,algea,-0.8153148145341529,log(mg/L),ECHA
195,C10H16O,CC1=CC(=O)C(C(C)C)CC1,4573-50-6,152.2334442138672,algea,4.130354999745133,log(mg/L),ECHA
196,C13H24O3,CC1CCC(C(C)C)C2(C1)OCC(CO)O2,63187-91-7,228.32786560058597,algea,4.383275854074314,log(mg/L),ECHA
197,C18H28N2O,CC1CCC(C(C)C)C(C(=O)NCCc2ccccn2)C1,847565-09-7,288.427734375,algea,3.673765816303888,log(mg/L),ECHA
198,C10H20O,CC1CCC(C(C)C)C(O)C1,2216-51-5,156.26519775390625,algea,2.785011242238338,log(mg/L),"ECHA(10), ECHA, ECOTOX, OASIS, EPAFHM"
199,C15H25NO3,CC1CCC(C(C)C)C(OC(=O)C2CCC(=O)N2)C1,64519-44-4,267.3638916015625,algea,2.789015559925315,log(mg/L),ECHA
200,C13H24O4,CC1CCC(C(C)C)C(OC(=O)OCCO)C1,156324-78-6,244.32727050781247,algea,3.6635616461296463,log(mg/L),ECHA
201,C13H26O3,CC1CCC(C(C)C)C(OCC(O)CO)C1,87061-04-9,230.34375,algea,4.941642422609304,log(mg/L),ECHA
202,C9H18O,CC(C)C1CCC(O)CC1,4621-04-9,142.23861694335938,algea,4.143134726391533,log(mg/L),ECHA
203,C8H17NO2,CC(C)C1OCCN1CCO,28770-01-6,159.22608947753906,algea,4.700480365792417,log(mg/L),ECHA
204,C9H18O,CC(C)CC(=O)CC(C)C,108-83-8,142.23861694335938,algea,3.8480176754522337,log(mg/L),ECHA
205,C14H30O2,CC(C)CC(C)(O)CCC(C)(O)CC(C)C,17913-76-7,230.38681030273438,algea,2.322387720290225,log(mg/L),ECHA
206,C18H22O2,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,006807-17-6,270.3660888671875,algea,2.8339777577000005,log(mg/L),"VEGA, Literature set, NITE"
207,C17H20N2O2,CC(CC(C)C)=NNC(=O)c1cc2ccccc2cc1O,214417-91-1,284.3529052734375,algea,0.9162907318741551,log(mg/L),ECHA
208,C9H18O3,CC(C)CC1(C)OCC(CO)O1,5660-53-7,174.2374267578125,algea,6.393590753950631,log(mg/L),ECHA
209,C10H20O,CC(C)CC1CC(C)CCO1,13477-62-8,156.26519775390625,algea,4.378269585796169,log(mg/L),ECHA
210,C16H30O2,CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,68227-33-8,254.408203125,algea,3.784189633918261,log(mg/L),ECHA
211,C9H20O,CC(C)CCC(C)C(C)O,1247790-47-1,144.25450134277344,algea,3.4011973816621555,log(mg/L),ECHA
212,C11H22O,CC(C)CCC1CCC(O)CC1,830322-14-0,170.29177856445312,algea,1.6752256529721035,log(mg/L),ECHA
213,C10H20O,C=CC(C)(O)CCCC(C)C,18479-49-7,156.26519775390625,algea,4.1588830833596715,log(mg/L),ECHA
214,C15H28O,C#CC(C)(O)CCCC(C)CCCC(C)C,1604-35-9,224.38221740722656,algea,-1.1583622930738837,log(mg/L),ECHA
215,C8H19N,CC(C)CCCC(C)N,543-82-8,129.2431640625,algea,3.091042453358316,log(mg/L),Literature set
216,C16H35NO,CC(C)CCCCCCCCCCOCCCN,50977-10-1,257.4552001953125,algea,-1.7719568419318752,log(mg/L),ECHA
217,C10H22O,CC(C)CCCCCCCO,25339-17-7,158.2810821533203,algea,2.041220328859638,log(mg/L),"NITE, VEGA, Literature set"
218,C9H20O,CC(C)CCCCCCO,27458-94-2,144.25450134277344,algea,2.3978952727983707,log(mg/L),ECHA
219,C8H18O,CC(C)CCCCCO,68526-83-0,130.22792053222656,algea,3.1354942159291497,log(mg/L),ECHA
220,C22H34O4,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,41451-28-9,362.5029602050781,algea,6.908465027051378,log(mg/L),"Literature set, NITE"
221,C5H13N,CC(C)CCN,107-85-7,87.16342163085938,algea,5.953243334287785,log(mg/L),Literature set
222,C10H20O2,CC(C)CCOC(=O)CC(C)C,659-70-1,172.2646026611328,algea,1.6992786164338898,log(mg/L),ECHA
223,C13H18O2,CC(C)CCOC(=O)Cc1ccccc1,102-19-2,206.28082275390625,algea,2.028148247292285,log(mg/L),ECHA
224,C12H16O3,CC(C)CCOC(=O)c1ccccc1O,87-20-7,208.25364685058597,algea,0.11332868530700327,log(mg/L),ECHA
225,C6H12OS2,CC(C)CCOC(=S)S,928-70-1,164.28887939453125,algea,2.3523271848888596,log(mg/L),ECHA
226,C20H29N3O3S,CC(C)CN(CC(O)C(N)Cc1ccccc1)S(=O)(=O)c1ccc(N)cc1,169280-56-2,391.5275573730469,algea,3.58351893845611,log(mg/L),ECHA
227,C19H32N2O3,CC(C)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,160232-08-6,336.468994140625,algea,-0.2876820724517809,log(mg/L),ECHA
228,C4H10O,CC(C)CO,78-83-1,74.1216049194336,algea,7.4949862339505335,log(mg/L),"ECHA, VEGA, Literature set"
229,C8H14O2,C=C(C)C(=O)OCC(C)C,97-86-9,142.195556640625,algea,3.4011973816621555,log(mg/L),ECHA
230,C7H12O2,C=CC(=O)OCC(C)C,106-63-8,128.16897583007812,algea,1.6639260977181702,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, ECHA(12)"
231,C12H16O2,CC(C)COC(=O)Cc1ccccc1,102-13-6,192.25424194335938,algea,2.151762203259462,log(mg/L),ECHA
232,C11H14O3,CC(C)COC(=O)c1ccc(O)cc1,4247-02-3,194.22706604003903,algea,2.135349173618132,log(mg/L),ECHA
233,C11H14O3,CC(C)COC(=O)c1ccccc1O,87-19-4,194.22706604003903,algea,-0.29437106060257756,log(mg/L),ECHA
234,C6H12O2,CC(=O)OCC(C)C,110-19-0,116.1582794189453,algea,5.942799375126701,log(mg/L),"ECHA, NITE, Literature set"
235,C6H12O,C=COCC(C)C,109-53-5,100.15888214111328,algea,3.8264651170664994,log(mg/L),ECHA
236,C8H19O2PS2,CC(C)COP(=S)(S)OCC(C)C,53378-51-1,242.33901977539062,algea,5.564520407322694,log(mg/L),ECHA
237,C14H20O,Cc1cc(CC(C)C)ccc1CCC=O,1637294-12-2,204.30799865722656,algea,0.4382549309311553,log(mg/L),ECHA
238,C12H16O,CC(=O)c1ccc(CC(C)C)cc1,38861-78-8,176.2548370361328,algea,1.631199404215613,log(mg/L),ECHA
239,C10H14,CC(C)Cc1ccccc1,538-93-2,134.21817016601562,algea,-0.8675005677047231,log(mg/L),ECHA
240,C14H13F4N3O2S,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,142459-58-3,363.3305358886719,algea,-4.135166556742356,log(mg/L),Literature set
241,C8H20N2,CC(C)N(CCN)C(C)C,121-05-1,144.25779724121094,algea,5.0106352940962555,log(mg/L),ECHA
242,C4H7NS,CC(C)N=C=S,2253-73-8,101.17008209228516,algea,-0.3051673867928005,log(mg/L),Literature set
243,C10H15N,CC(C)NCc1ccccc1,102-97-6,149.23280334472656,algea,1.4816045409242156,log(mg/L),Literature set
244,C12H18O4S2,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,50512-35-1,290.39892578125,algea,1.840549633397487,log(mg/L),"NITE, VEGA, Literature set"
245,C7H13BrO2,CC(C)OC(=O)C(C)(C)Br,51368-55-9,209.08091735839844,algea,3.1354942159291497,log(mg/L),ECHA
246,C5H7F3O2,CC(C)OC(=O)C(F)(F)F,400-38-4,156.10308837890625,algea,2.256541154492639,log(mg/L),ECHA
247,C8H14N2O4,CC(C)OC(=O)N=NC(=O)OC(C)C,2446-83-5,202.207763671875,algea,5.375278407684165,log(mg/L),Literature set
248,C10H12O3,CC(C)OC(=O)c1ccc(O)cc1,4191-73-5,180.2004852294922,algea,3.7612001156935624,log(mg/L),ECHA
249,C6H15NO,CC(C)OCCCN,2906-12-9,117.18939971923828,algea,3.784189633918261,log(mg/L),ECHA
250,C5H12O2,CC(C)OCCO,000109-59-1,104.1475830078125,algea,8.766914796271609,log(mg/L),"VEGA, Literature set"
251,C12H16O4,CC(C)OCCOC(=O)c1ccccc1O,79915-74-5,224.25305175781247,algea,2.2512917986064953,log(mg/L),ECHA
252,C13H21O3PS,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,26087-47-8,288.3428039550781,algea,2.066862759472976,log(mg/L),"NITE, VEGA, Literature set"
253,C3H8S,CC(C)S,75-33-2,76.1606216430664,algea,3.1780538303479458,log(mg/L),ECHA
254,C10H12F3NOS,CC(C)Sc1ncccc1OCC(F)(F)F,256473-05-9,251.2685852050781,algea,1.8245492920510455,log(mg/L),ECHA
255,C10H14,Cc1ccc(C(C)C)cc1,99-87-6,134.21817016601562,algea,1.55814461804655,log(mg/L),"NITE, VEGA, Literature set"
256,C10H14O,Cc1ccc(C(C)C)c(O)c1,89-83-8,150.21755981445312,algea,2.6390573296152584,log(mg/L),"ECHA, NITE, ECOTOX, Literature set"
257,C12H16O,CC(C)c1ccc(CCC=O)cc1,7775-00-0,176.2548370361328,algea,2.3978952727983707,log(mg/L),ECHA
258,C9H13N,CC(C)c1ccc(N)cc1,99-88-7,135.20622253417972,algea,2.740840023925201,log(mg/L),"ECHA, NITE, Literature set"
259,C12H18N2O,CC(C)c1ccc(NC(=O)N(C)C)cc1,34123-59-6,206.28411865234372,algea,-2.2072749131897207,log(mg/L),Literature set
260,C10H11N,CC(C)c1ccc(C#N)cc1,13816-33-6,145.2010498046875,algea,2.188295946591918,log(mg/L),ECHA
261,C12H14O3,CC(C)c1ccc2c(c1)OCC(=O)CO2,950919-28-5,206.23776245117188,algea,4.465908118654584,log(mg/L),ECHA
262,C12H19N,CC(C)c1cccc(C(C)C)c1N,024544-04-5,177.2859649658203,algea,2.9052603703899154,log(mg/L),"VEGA, Literature set"
263,C13H18O,CC(C)c1cccc(C(C)CC=O)c1,125109-85-5,190.2814178466797,algea,2.272125885509337,log(mg/L),ECHA
264,C9H12,CC(C)c1ccccc1,98-82-8,120.19158172607422,algea,0.9555114450274363,log(mg/L),"ECHA, ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
265,C10H10O,CC(C=O)=Cc1ccccc1,101-39-3,146.18580627441406,algea,2.6946271807700692,log(mg/L),ECHA
266,C14H20O2,CC(=O)OC(C)CC(C)(C)c1ccccc1,68083-58-9,220.30740356445312,algea,2.4336133554004498,log(mg/L),ECHA
267,C9H18O2,CC(CC(=O)O)CC(C)(C)C,3302-10-1,158.23802185058594,algea,4.394449154672439,log(mg/L),ECHA
268,C15H24O,CC1=CCC(C(C)CC2CCCC2=O)CC1,95962-14-4,220.3504638671875,algea,1.0647107369924282,log(mg/L),ECHA
269,C10H12O,CC(CC=O)c1ccccc1,16251-77-7,148.20169067382812,algea,2.4849066497880004,log(mg/L),ECHA
270,C10H17N,CC(C)=CCCC(C)CC#N,51566-62-2,151.24868774414062,algea,2.6741486494265287,log(mg/L),ECHA
271,C15H26O,CC(C)=CCCC(C)=CCCC(C)CC=O,194934-66-2,222.3663482666016,algea,-1.7147984280919266,log(mg/L),ECHA
272,C12H20O,C=CC(C)CCC=C(C)CCC=O,71077-31-1,180.2866058349609,algea,0.47000362924573563,log(mg/L),ECHA
273,C13H16O,CC(=Cc1ccc(C)cc1)CCC=O,1226911-69-8,188.2655487060547,algea,0.9555114450274363,log(mg/L),ECHA
274,C10H20O,C=CC(C)CCCC(C)(C)O,18479-58-8,156.26519775390625,algea,4.382026634673881,log(mg/L),ECHA
275,C10H20O2,CC(CC=O)CCCC(C)(C)O,107-75-5,172.2646026611328,algea,4.8147826030179495,log(mg/L),"ECHA, OASIS, Literature set"
276,C12H22O2,C=CC(C)CCCC(C)(C)OC(C)=O,53767-93-4,198.30187988281247,algea,1.6863989535702288,log(mg/L),ECHA
277,C11H20O2,C=CC(C)CCCC(C)(C)OC=O,25279-09-8,184.2752990722656,algea,2.0162354657760435,log(mg/L),ECHA
278,C9H22N2,CC(CCN)CC(C)(C)CN,25513-64-8,158.2843780517578,algea,3.7727609380946383,log(mg/L),ECHA
279,C9H20O,CC(CCO)CC(C)(C)C,3452-97-9,144.25450134277344,algea,2.995732273553991,log(mg/L),"NITE, ECHA, Literature set"
280,C11H20O2,CC(C)=CCCC(C)CCOC=O,105-85-1,184.2752990722656,algea,1.1314021114911006,log(mg/L),ECHA
281,C6H12Cl2O,CC(CCl)OC(C)CCl,108-60-1,171.06488037109375,algea,5.3981627015177525,log(mg/L),Literature set
282,C9H18Cl3O4P,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,13674-84-5,327.569580078125,algea,4.406719247264253,log(mg/L),ECHA
283,C19H31N,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,67306-00-7,273.45614624023443,algea,0.1823215567939546,log(mg/L),Literature set
284,C17H18N2O2,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,94-91-7,282.3370361328125,algea,1.7393251732685227,log(mg/L),ECHA
285,C11H14O,CC(=Cc1ccc(C)cc1)CO,56138-10-4,162.22825622558594,algea,2.4849066497880004,log(mg/L),ECHA
286,C12H18O,CC(CO)CC(C)c1ccccc1,92585-24-5,178.27072143554688,algea,2.995732273553991,log(mg/L),ECHA
287,C13H24O,CC1=CCC(CCC(C)CO)C1(C)C,72089-08-8,196.32907104492188,algea,1.8702625307159986,log(mg/L),ECHA
288,C12H24O,CC(CO)CCCC1CCCCC1,1141487-54-8,184.318359375,algea,0.02955880224154443,log(mg/L),ECHA
289,C14H26O2,CC(CO)COC1CC2CCC1(C)C2(C)C,128119-70-0,226.35504150390625,algea,2.3978952727983707,log(mg/L),ECHA
290,C17H16O4,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,19224-26-1,284.3065490722656,algea,0.4252677354043441,log(mg/L),ECHA
291,C11H12O3,CC(C=O)Cc1ccc2c(c1)OCO2,1205-17-0,192.211181640625,algea,3.332204510175204,log(mg/L),ECHA
292,C12H13N,C=CC(C)(C#N)Cc1ccccc1,97384-48-0,171.2383270263672,algea,3.1780538303479458,log(mg/L),ECHA
293,C2H3Cl3,CC(Cl)(Cl)Cl,71-55-6,133.40422058105472,algea,3.713572066704308,log(mg/L),"ECHA, Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
294,C3H5ClO2,CC(Cl)C(=O)O,598-78-7,108.52359771728516,algea,4.283586561860629,log(mg/L),"ECHA, Literature set"
295,C3H6Cl2,CC(Cl)CCl,78-87-5,112.9857406616211,algea,4.941642422609304,log(mg/L),"NITE, Aquatic ECETOC, VEGA, Literature set"
296,C2H4Cl2,CC(Cl)Cl,000075-34-3,98.9591598510742,algea,4.67292228803891,log(mg/L),"VEGA, Literature set"
297,C4H6N2,CC(N)=CC#N,1118-61-2,82.10384368896484,algea,1.1939224684724346,log(mg/L),"NITE, VEGA, Literature set"
298,C8H11N,CC(N)c1ccccc1,3886-69-9,121.1796417236328,algea,3.4550540544528663,log(mg/L),ECHA
299,C8H8O4,CC1=CC(=O)C(=C(C)O)C(=O)O1,4418-26-2,168.146728515625,algea,3.4688560301359703,log(mg/L),ECHA
300,C11H16O,CC(O)C(C)Cc1ccccc1,56836-93-2,164.244140625,algea,2.995732273553991,log(mg/L),ECHA
301,C12H18O,CC(O)CC(C)(C)c1ccccc1,2035-93-0,178.27072143554688,algea,4.053522567701846,log(mg/L),ECHA
302,C10H20O,CC(O)CCC1CCCCC1,10528-67-3,156.26519775390625,algea,3.2068032436339315,log(mg/L),ECHA
303,C9H21NO3,CC(O)CN(CC(C)O)CC(C)O,122-20-3,191.2679443359375,algea,6.565264970035361,log(mg/L),ECHA
304,C13H21NO2,Cc1ccc(N(CC(C)O)CC(C)O)cc1,38668-48-3,223.31134033203125,algea,5.501258210544727,log(mg/L),ECHA
305,C11H26N2O2,CC(O)CN(CCCN(C)C)CC(C)O,63469-23-8,218.3363494873047,algea,4.02535169073515,log(mg/L),ECHA
306,C13H31N3O,CC(O)CN(CCCN(C)C)CCCN(C)C,67151-63-7,245.4047393798828,algea,3.4965075614664802,log(mg/L),ECHA
307,C14H26O4,CC(O)COC(=O)OC1CC(C)CCC1C(C)C,260781-16-6,258.35385131835943,algea,3.044522437723423,log(mg/L),ECHA
308,C21H28O4,CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,116-37-0,344.44464111328125,algea,3.332204510175204,log(mg/L),"ECHA, ECHA(10)"
309,C6H10N2O,CC(O)Cn1ccnc1,37788-55-9,126.15640258789062,algea,3.925728652484258,log(mg/L),ECHA
310,C20H18O3,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,27955-94-8,306.3551330566406,algea,0.9932517730102834,log(mg/L),"NITE, Literature set"
311,C16H18,Cc1ccc(C)c(C(C)c2ccccc2)c1,6165-51-1,210.31411743164062,algea,0.9932517730102834,log(mg/L),"NITE, Literature set"
312,C14H14O2,CC(c1ccccc1)c1ccc(O)cc1O,85-27-8,214.259765625,algea,1.423108334242607,log(mg/L),ECHA
313,C12H18O,CC1(C)C2CC=C(CCC=O)C1C2,33885-51-7,178.27072143554688,algea,1.4350845252893227,log(mg/L),ECHA
314,C11H18O,CC1(C)C2CC=C(CCO)C1C2,35836-73-8,166.26002502441406,algea,3.051166980442092,log(mg/L),ECHA
315,C10H18O,CC12CCC(C1)C(C)(C)C2O,2217-02-9,154.24932861328125,algea,2.458733775483977,log(mg/L),ECHA
316,C10H16,C=C1C2CCC(C2)C1(C)C,79-92-5,136.23403930664062,algea,0.5596157879354227,log(mg/L),"ECHA, ECOTOX"
317,C13H20O2,C=CC(=O)OC1CC2CCC1(C)C2(C)C,5888-33-5,208.2967071533203,algea,0.6830968447064438,log(mg/L),ECHA
318,C10H18O,CC1(C)C2CCC1(C)C(O)C2,124-76-5,154.24932861328125,algea,2.458733775483977,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM"
319,C15H24O,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,23787-90-8,220.3504638671875,algea,4.886582645426277,log(mg/L),ECHA
320,C9H20N2,CC1(C)CC(N)CC(C)(C)N1,36768-62-4,156.2685089111328,algea,5.5443958891447425,log(mg/L),ECHA
321,C9H19NO,CC1(C)CC(O)CC(C)(C)N1,2403-88-5,157.25326538085938,algea,4.672828834461906,log(mg/L),"ECHA, NITE"
322,C9H18NO2,CC1(C)CC(O)CC(C)(C)N1[O],2226-96-2,172.24472045898438,algea,6.945051063725834,log(mg/L),ECHA
323,C22H40N2O2,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,64338-16-5,364.5652160644531,algea,-0.9213032736976995,log(mg/L),ECHA
324,C8H16O,CC1(C)CCC(C)(C)O1,15045-43-9,128.2120361328125,algea,6.380122536899765,log(mg/L),"NITE, VEGA, Literature set"
325,C13H20O,C=CCCC(=O)C1=CCCC(C)(C)C1,56973-85-4,192.29730224609372,algea,1.2237754316221157,log(mg/L),ECHA
326,C10H18O,C=CC1(C)CCCC(C)(C)O1,7392-19-0,154.24932861328125,algea,4.276666119016055,log(mg/L),ECHA
327,C8H12N2O3S,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,551-16-6,216.25747680664062,algea,3.8918202981106265,log(mg/L),ECHA
328,C15H26O,CC1(CO)CC1CC1CC2CC2(C)C1(C)C,198404-98-7,222.3663482666016,algea,-0.3011050927839216,log(mg/L),ECHA
329,C10H17NO,CC12CCCC(C)(CC1)C2=NO,75147-23-8,167.24807739257812,algea,2.4849066497880004,log(mg/L),ECHA
330,C10H18O,CC12CCC(CC1)C(C)(C)O2,470-82-6,154.24932861328125,algea,5.521460917862246,log(mg/L),"NITE, VEGA, Literature set"
331,C18H24O2,CC12CCC3C4=C(CCC3C1CCC2=O)CC(=O)CC4,3962-66-1,272.3819580078125,algea,-1.4696759700589417,log(mg/L),ECHA
332,C19H24O2,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,897-06-3,284.3926696777344,algea,0.26236426446749106,log(mg/L),ECHA
333,C20H26O2,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,68-22-4,298.41925048828125,algea,-0.6733445532637656,log(mg/L),ECHA
334,C18H24O2,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,734-32-7,272.3819580078125,algea,-1.7921595492493947,log(mg/L),ECHA
335,C19H26O2,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,63-05-8,286.4085388183594,algea,3.2188758248682006,log(mg/L),ECHA
336,C19H28O2,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,58-22-0,288.4244384765625,algea,-0.35667494393873245,log(mg/L),ECHA
337,C23H35NO2,CC12CCC3C(CCC4CC5OC5CC43C)C1CC(N1CCCC1)C2=O,159325-45-8,357.5295104980469,algea,0.3364722366212129,log(mg/L),ECHA
338,C9H14O,CC1=CC(=O)CC(C)(C)C1,78-59-1,138.20686340332028,algea,5.135798437050262,log(mg/L),"NITE, VEGA, Literature set"
339,C11H8O2,CC1=CC(=O)c2ccccc2C1=O,58-27-5,172.18002319335938,algea,-1.9173226922034006,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
340,C10H15N,CC1=CCC(CC#N)C1(C)C,15373-31-6,149.23280334472656,algea,2.72785282839839,log(mg/L),ECHA
341,C10H11N3O3S,CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=N)C1,68083-38-5,253.2776336669922,algea,4.7059200890882344,log(mg/L),ECHA
342,C10H10N2O4S,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,89-36-1,254.2624053955078,algea,3.4210000089583352,log(mg/L),ECHA
343,C10H10N2O,CC1=NN(c2ccccc2)C(=O)C1,89-25-8,174.19920349121094,algea,3.2552077541155913,log(mg/L),ECHA
344,C14H22O,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,33704-61-9,206.32388305664062,algea,2.302585092994046,log(mg/L),ECHA
345,C16H24N2,CC1C(C)(C)C2CCc3cncnc3C2C1(C)C,1392325-86-8,244.3751678466797,algea,1.2237754316221157,log(mg/L),ECHA
346,C11H18O2,CC(=O)OCC1CCC(C)=CC1C,67634-26-8,182.25942993164062,algea,2.3513752571634776,log(mg/L),ECHA
347,C20H30O2,CC1CC(=O)C=C2CCC3C4CCC(O)C4(C)CCC3C21C,604-26-2,302.4510192871094,algea,1.0296194171811581,log(mg/L),ECHA
348,C12H16O,CC1CC(C)(c2ccccc2)CO1,82461-14-1,176.2548370361328,algea,2.8903717578961645,log(mg/L),ECHA
349,C10H16O,CC1=CC(C)C(C=O)C(C)C1,1423-46-7,152.2334442138672,algea,1.0986122886681098,log(mg/L),ECHA
350,C17H34N2,CC1CC(CC2CC(C)C(N)C(C)C2)CC(C)C1N,65962-45-0,266.4652709960937,algea,1.6094379124341003,log(mg/L),ECHA
351,C15H30N2,CC1CC(CC2CCC(N)C(C)C2)CCC1N,6864-37-5,238.412109375,algea,1.9459101490553132,log(mg/L),"ECHA, NITE, Literature set"
352,C9H18O,CC1CC(O)CC(C)(C)C1,933-48-2,142.23861694335938,algea,3.4719664525503626,log(mg/L),ECHA
353,C22H29FO4,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,152-97-6,376.461669921875,algea,4.356708826689592,log(mg/L),ECHA
354,C15H26O,CC1CC=CCCCCCCCCC(=O)C1,259854-70-1,222.3663482666016,algea,0.8329091229351039,log(mg/L),ECHA
355,C10H18O,C=C(C)C1CCC(C)CC1O,89-79-2,154.24932861328125,algea,3.92395157629342,log(mg/L),ECHA
356,C15H26O,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,5986-55-0,222.3663482666016,algea,3.044522437723423,log(mg/L),ECHA
357,C22H34O5,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,125-65-5,378.50238037109375,algea,-0.4620354595965587,log(mg/L),ECHA
358,C17H26O,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,32388-55-9,246.3877410888672,algea,-1.8325814637483102,log(mg/L),"Literature set, ECHA"
359,C9H12O3,CC1CCC2C(=O)OC(=O)C2C1,25550-51-0,168.18978881835938,algea,4.90527477843843,log(mg/L),ECHA
360,C10H18O,CC(C)=CC1CC(C)CCO1,16409-43-1,154.24932861328125,algea,4.378269585796169,log(mg/L),ECHA
361,C12H16O,CC1CCOC(c2ccccc2)C1,94201-73-7,176.2548370361328,algea,2.4849066497880004,log(mg/L),ECHA
362,C11H11Cl2NO2,CC1COc2ccccc2N1C(=O)C(Cl)Cl,98730-04-2,260.11654663085943,algea,2.6026896854443837,log(mg/L),"ECHA, ECHA(10)"
363,C6H8O3,CC1=C(O)C(=O)C(C)O1,3658-77-3,128.12591552734378,algea,5.268012786283181,log(mg/L),ECHA
364,C10H12O2,CC1OCC(c2ccccc2)O1,33941-99-0,164.20108032226562,algea,4.237000862623624,log(mg/L),ECHA
365,C9H12,CC=C1CC2C=CC1C2,16219-75-3,120.19158172607422,algea,1.3217558399823195,log(mg/L),"NITE, VEGA, Literature set"
366,C13H20O,CC=CC(=O)C1C(C)C=CCC1(C)C,71048-82-3,192.29730224609372,algea,1.5129270120532565,log(mg/L),ECHA
367,C13H20O,CC=CC(=O)C1CCC(C)(C)C=C1C,39872-57-6,192.29730224609372,algea,0.8960880245566357,log(mg/L),ECHA
368,C11H20O,CC=CC(C)(O)CCC=C(C)C,89929-57-7,168.27590942382812,algea,4.007333185232471,log(mg/L),ECHA
369,C6H8O2,CC=CC=CC(=O)O,110-44-1,112.12652587890624,algea,4.290459441148391,log(mg/L),"ECHA, NITE, VEGA, Literature set"
370,C2H5NO,CC=NO,107-29-9,59.06719970703125,algea,4.30406509320417,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
371,C2H4O,CC=O,75-07-0,44.05255889892578,algea,3.258096538021482,log(mg/L),"NITE, VEGA, Literature set"
372,C2H5Br,CCBr,74-96-4,108.96510314941406,algea,5.298317366548036,log(mg/L),ECHA
373,C18H20O2,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,56-53-1,268.3502197265625,algea,0.8775499035577244,log(mg/L),"VEGA, Literature set"
374,C14H22O,CCC(=O)C=CC1C(C)=CCCC1(C)C,001335-46-2,206.32388305664062,algea,1.1314021114911006,log(mg/L),"VEGA, Literature set"
375,C21H26N2O,CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,1474-02-8,322.4439392089844,algea,2.6390573296152584,log(mg/L),ECHA
