,chemical_formula,smiles,casnum,molecular_weight,species,algea_EC50,units,source
376,C14H20N2O,CCC(=O)N(c1ccccc1)C1CCNCC1,1609-66-1,232.3214111328125,algea,4.219507705176107,log(mg/L),ECHA
377,C9H9Cl2NO,CCC(=O)Nc1ccc(Cl)c(Cl)c1,709-98-8,218.07986450195312,algea,-2.5383074265151158,log(mg/L),"VEGA, Literature set"
378,C12H22O2,CCC(=O)OC1CCC(C(C)C)CC1,63449-95-6,198.3018798828125,algea,1.33500106673234,log(mg/L),ECHA
379,C5H8O2,C=COC(=O)CC,105-38-4,100.1158218383789,algea,1.6094379124341003,log(mg/L),ECHA
380,C10H12O2,CCC(=O)OCc1ccccc1,122-63-4,164.20108032226562,algea,2.8154087194227095,log(mg/L),ECHA
381,C10H12O,CCC(=O)c1ccc(C)cc1,5337-93-9,148.20169067382812,algea,2.2679936482244267,log(mg/L),ECHA
382,C13H24O2,CCC(C)(C)C1CCCCC1OC(C)=O,67874-72-0,212.32846069335938,algea,1.4350845252893227,log(mg/L),ECHA
383,C6H14O,CCC(C)(C)OC,994-05-8,102.1747589111328,algea,6.659293919683638,log(mg/L),ECHA
384,C5H12O2,CCC(C)(C)OO,3425-61-4,104.1475830078125,algea,1.2237754316221157,log(mg/L),ECHA
385,C5H11O,CCC(C)(C)[O-],53535-81-2,87.14024353027344,algea,3.5975861956675455,log(mg/L),ECHA
386,C22H29N3O,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,25973-55-1,351.48516845703125,algea,-4.135166556742356,log(mg/L),Literature set
387,C16H26O,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,120-95-6,234.37704467773438,algea,0.5306282510621704,log(mg/L),"NITE, VEGA, Literature set"
388,C11H16,CCC(C)(C)c1ccccc1,2049-95-8,148.2447509765625,algea,1.3609765531356006,log(mg/L),ECHA
389,C10H16N4,CCC(C)(C#N)N=NC(C)(C#N)CC,13472-08-7,192.2608337402344,algea,4.204692619390966,log(mg/L),ECHA
390,C11H18O,C#CC(C)(O)CCC=C(C)CC,24173-47-5,166.26002502441406,algea,2.4849066497880004,log(mg/L),ECHA
391,C11H20O,C=CC(C)(O)CCC=C(C)CC,10339-55-6,168.27590942382812,algea,3.2228678461377385,log(mg/L),ECHA
392,C13H22O2,C=CC(C)(CCC=C(C)CC)OC(C)=O,61931-80-4,210.3125915527344,algea,2.0149030205422647,log(mg/L),ECHA
393,C9H16O,CCC(C)=CCCC(C)=O,24199-46-0,140.22274780273438,algea,3.091042453358316,log(mg/L),ECHA
394,C4H9NO,CCC(C)=NO,96-29-7,87.120361328125,algea,2.468099531471619,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
395,C4H8O,CCC(C)=O,78-93-3,72.10572052001953,algea,6.345636360828596,log(mg/L),"NITE, VEGA, Literature set"
396,C12H17NO,CCC(C)C(=O)N(C)c1ccccc1,84434-18-4,191.2694854736328,algea,3.4011973816621555,log(mg/L),ECHA
397,C5H10O2,CCC(C)C(=O)O,116-53-0,102.13169860839844,algea,4.293195420967266,log(mg/L),ECHA
398,C10H18O,CCC(C)C1CCCCC1=O,14765-30-1,154.24932861328125,algea,3.4210000089583352,log(mg/L),ECHA
399,C8H17NO,CCC(CC(C)CC)=NO,22457-23-4,143.2266845703125,algea,4.127134385045092,log(mg/L),ECHA
400,C4H9Cl,CCC(C)Cl,78-86-4,92.5672607421875,algea,4.204692619390966,log(mg/L),ECHA
401,C6H15NO,CCC(C)NCCO,35265-04-4,117.18939971923828,algea,3.3068867021909143,log(mg/L),ECHA
402,C8H19O2PS2,CCC(C)OP(=S)(S)OC(C)CC,33619-92-0,242.33901977539062,algea,5.564520407322694,log(mg/L),ECHA
403,C16H17N3O4S,CCC(C)c1cc(S(=O)(=O)O)cc(-n2nc3ccccc3n2)c1O,92484-48-5,347.3888854980469,algea,3.5263605246161616,log(mg/L),ECHA
404,C10H14O,CCC(C)c1ccc(O)cc1,99-71-8,150.21755981445312,algea,1.5260563034950492,log(mg/L),"NITE, VEGA, Literature set"
405,C10H14O,CCC(C)c1ccccc1O,89-72-5,150.21755981445312,algea,2.134166441369082,log(mg/L),"ECHA, NITE, Literature set, VEGA"
406,C12H17NO2,CCC(C)c1ccccc1OC(=O)NC,3766-81-2,207.26889038085938,algea,3.1354942159291497,log(mg/L),"NITE, VEGA, Literature set"
407,C42H70O11,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1,55721-31-8,750.9985961914062,algea,1.308332819650179,log(mg/L),EFSA
408,C18H34O6,CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,000095-08-9,346.4589538574219,algea,3.4346321577483927,log(mg/L),"VEGA, Literature set"
409,C6H12O2,CCC(CC)C(=O)O,88-09-5,116.1582794189453,algea,4.204692619390966,log(mg/L),"NITE, VEGA, Literature set"
410,C13H19N3O4,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],40487-42-1,281.30767822265625,algea,-2.1541650878757723,log(mg/L),"VEGA, Literature set"
411,C9H18O3,C=CCOCC(CC)(CO)CO,682-11-1,174.2374267578125,algea,6.413458957167357,log(mg/L),ECHA
412,C6H11N3O9,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2921-92-8,269.16622924804693,algea,4.032469158504013,log(mg/L),ECHA
413,C3H6Cl2,CCC(Cl)Cl,78-99-9,112.9857406616211,algea,4.31748811353631,log(mg/L),"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
414,C5H13NO2,CCC(N)(CO)CO,115-70-8,119.16222381591795,algea,3.7376696182833684,log(mg/L),"NITE, Literature set"
415,C5H12O,CCC(O)CC,000584-02-1,88.14817810058594,algea,6.481776190626265,log(mg/L),"VEGA, Literature set"
416,C14H28O2,CCC(O)COC1CCCCC1C(C)(C)C,139504-68-0,228.3709259033203,algea,2.4849066497880004,log(mg/L),ECHA
417,C10H18O2,CC=CC(=O)OC(CC)C(C)C,1370711-06-0,170.24871826171875,algea,2.995732273553991,log(mg/L),ECHA
418,C12H12N2O3,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,000050-06-6,232.23529052734372,algea,4.605819974829588,log(mg/L),"VEGA, Literature set"
419,C20H24O3,CCC1(CC=C2CCCc3cc(OC)ccc32)C(=O)CCC1=O,850-92-0,312.40277099609375,algea,1.1969481893889715,log(mg/L),ECHA
420,C20H26O3,CCC1(CC=C2CCCc3cc(OC)ccc32)C(=O)CCC1O,51773-49-0,314.41864013671875,algea,2.312535423847214,log(mg/L),ECHA
421,C10H16O4,C=CC(=O)OCC1(CC)COCOC1,66492-51-1,200.2316436767578,algea,3.5263605246161616,log(mg/L),ECHA
422,C12H24O,CCC1(O)CCCC1CCC(C)C,1465004-85-6,184.318359375,algea,2.2300144001592104,log(mg/L),ECHA
423,C10H18O,CCC1CC2CC1CC2OC,122795-41-9,154.24932861328125,algea,3.2188758248682006,log(mg/L),ECHA
424,C6H10O2,CCC=C(C)C(=O)O,16957-70-3,114.14240264892578,algea,3.8066624897703196,log(mg/L),ECHA
425,C11H16O,CCC=CCC1=C(C)CCC1=O,488-10-8,164.244140625,algea,3.6375861597263857,log(mg/L),ECHA
426,C10H18O2,CCC=CCCOC(=O)C(C)C,41519-23-7,170.24871826171875,algea,1.667706820558076,log(mg/L),ECHA
427,C10H16O2,CCC=CCCOC(=O)C1CC1,188570-78-7,168.23284912109375,algea,2.772588722239781,log(mg/L),ECHA
428,C13H16O3,CCC=CCCOC(=O)c1ccccc1O,65405-77-8,220.26434326171875,algea,-0.4942963218147801,log(mg/L),ECHA
429,C8H14O2,CCC=CCCOC(C)=O,3681-71-8,142.195556640625,algea,4.677490847567717,log(mg/L),ECHA
430,C10H18O,C=C(C)COCCC=CCC,292605-05-1,154.24932861328125,algea,2.4849066497880004,log(mg/L),ECHA
431,C7H14O,CCCC(=O)CCC,123-19-3,114.18546295166016,algea,5.365976015021851,log(mg/L),Literature set
432,C9H18O2,CCCC(=O)OCCC(C)C,106-27-4,158.23802185058594,algea,1.5432981099295553,log(mg/L),ECHA
433,C5H11NO,CCCC(C)=NO,623-40-5,101.14694213867188,algea,4.477336814478207,log(mg/L),ECHA
434,C13H26O2,CCCC(C)C1OCC(C)(CCC)CO1,80480-24-6,214.34434509277344,algea,1.1600209167967532,log(mg/L),ECHA
435,C5H8Cl2O2,CCCC(Cl)(Cl)C(=O)O,18240-68-1,171.02182006835938,algea,5.823045895483019,log(mg/L),Literature set
436,C10H16O,CCCC1CC(=O)C=C(C)C1,3720-16-9,152.2334442138672,algea,3.1354942159291497,log(mg/L),ECHA
437,C10H16O,CCCC1CC=C(C)C(=O)C1,1447712-18-6,152.2334442138672,algea,3.3775875160230218,log(mg/L),ECHA
438,C5H10O,CCCC1CO1,1003-14-1,86.1323013305664,algea,4.5591262474866845,log(mg/L),ECHA
439,C5H10,C=CCCC,109-67-1,70.13290405273439,algea,4.3694478524670215,log(mg/L),ECHA
440,C4H8O,CCCC=O,000123-72-8,72.10572052001953,algea,3.9569963710708773,log(mg/L),"VEGA, Literature set"
441,C5H12,CCCCC,109-66-0,72.1487808227539,algea,2.3702437414678603,log(mg/L),ECHA
442,C12H15N,CCCCC(C#N)c1ccccc1,3508-98-3,173.2541961669922,algea,0.9477893989335261,log(mg/L),ECHA
443,C6H12O,CCCCC(C)=O,000591-78-6,100.15888214111328,algea,6.413458957167357,log(mg/L),"VEGA, Literature set"
444,C37H68O8,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,7299-99-2,640.9310302734375,algea,-3.912023005428146,log(mg/L),Literature set
445,C8H16O2,CCCCC(CC)C(=O)O,19766-89-3,144.21144104003906,algea,5.953243334287785,log(mg/L),"NITE, ECHA"
446,C10H20O2,CCCCC(CC)C1OCCO1,4359-47-1,172.2646026611328,algea,3.4657359027997265,log(mg/L),ECHA
447,C8H16O,CCCCC(C=O)CC,123-05-7,128.2120361328125,algea,1.9315214116032138,log(mg/L),"ECHA, OASIS, ECOTOX, Literature set"
448,C8H19N,CCCCC(CC)CN,104-75-6,129.2431640625,algea,2.3933394562625097,log(mg/L),ECHA
449,C15H26O3,CCCCC(CC)COC(=O)C1CCC2OC2C1,62256-00-2,254.3651428222656,algea,0.9555114450274363,log(mg/L),ECHA
450,C11H20O2,C=CC(=O)OCC(CC)CCCC,103-11-7,184.2752990722656,algea,1.6639260977181702,log(mg/L),"ECHA, ECHA(12)"
451,C11H19NO2,CCCCC(CC)COC(=O)CC#N,13361-34-7,197.27406311035156,algea,1.5040773967762742,log(mg/L),ECHA
452,C20H38O7S,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,000577-11-7,422.57653808593744,algea,5.240465771336914,log(mg/L),"VEGA, Literature set"
453,C11H22O2S,CCCCC(CC)COC(=O)CCS,50448-95-8,218.3561859130859,algea,-0.6481738149172142,log(mg/L),ECHA
454,C16H35O3P,CCCCC(CC)COP(=O)(O)CC(CC)CCCC,14802-03-0,306.4210510253906,algea,4.5217885770490405,log(mg/L),"NITE, VEGA, Literature set"
455,C11H22O2,CCCCC1OC(C)CC(C)(C)O1,54546-26-8,186.2911834716797,algea,4.23410650459726,log(mg/L),ECHA
456,C5H10O,CCCCC=O,110-62-3,86.1323013305664,algea,3.367295829986474,log(mg/L),"NITE, VEGA, Literature set"
457,C5H11Br,CCCCCBr,110-53-2,151.0448455810547,algea,4.0163830207523885,log(mg/L),ECHA
458,C8H16O,CCCCCC(=O)CC,106-68-3,128.2120361328125,algea,4.448516375942715,log(mg/L),Literature set
459,C7H14O2,CCCCCC(=O)OC,106-70-7,130.18486022949222,algea,3.58351893845611,log(mg/L),ECHA
460,C8H16O2,CCCCCC(=O)OCC,123-66-0,144.21144104003906,algea,2.468099531471619,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
461,C7H14O,CCCCCC(C)=O,110-43-0,114.18546295166016,algea,4.58700621536042,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
462,C7H17N,CCCCCC(C)N,123-82-0,115.21658325195312,algea,3.7612001156935624,log(mg/L),Literature set
463,C14H18O,CCCCCC(C=O)=Cc1ccccc1,000122-40-7,202.2921295166016,algea,0.40613155265132483,log(mg/L),"VEGA, Literature set, NITE, ECHA"
464,C10H22O,CCCCCC(CO)CCC,10042-59-8,158.2810821533203,algea,1.692859520573173,log(mg/L),ECHA
465,C14H22O,CCCCCC(CO)Cc1ccccc1,92368-90-6,206.32388305664062,algea,1.665818245870208,log(mg/L),ECHA
466,C12H20O3,CCCCCC1C(=O)CCC1C(=O)OC,1271488-66-4,212.285400390625,algea,3.9512437185814275,log(mg/L),ECHA
467,C9H16O2,CCCCCC1CCC(=O)O1,104-61-0,156.22213745117188,algea,4.151039905898646,log(mg/L),ECHA
468,C10H18O2,CCCCCC1CCCC(=O)O1,705-86-2,170.24871826171875,algea,3.0204248861443626,log(mg/L),ECHA
469,C12H22O3,CCCCCC1COCCC1OC(C)=O,18871-14-2,214.30128479003903,algea,4.060443010546419,log(mg/L),ECHA
470,C6H12O,CCCCCC=O,66-25-1,100.15888214111328,algea,3.1179499062782403,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
471,C10H16O2,CCCCCCC#CC(=O)OC,111-80-8,168.23284912109375,algea,-0.18632957819149348,log(mg/L),ECHA
472,C13H26O,CCCCCCC(=O)CCCCCC,462-18-0,198.34494018554688,algea,0.131028262406404,log(mg/L),Literature set
473,C8H16O2,CCCCCCC(=O)CO,7019-19-4,144.21144104003906,algea,4.6549122778829055,log(mg/L),ECHA
474,C8H18O,CCCCCCC(C)O,123-96-6,130.22792053222656,algea,3.871201010907891,log(mg/L),"ECHA, ECOTOX"
475,C7H14O2,CCCCCCC(=O)O,111-14-8,130.18486022949222,algea,4.104294893075269,log(mg/L),"ECHA, NITE, VEGA, Literature set"
476,C8H18O2,CCCCCCC(O)CO,1117-86-8,146.22732543945312,algea,3.5553480614894135,log(mg/L),ECHA
477,C11H20O2,CCCCCCC1(C)CCC(=O)O1,7011-83-8,184.2752990722656,algea,3.3843902633457743,log(mg/L),ECHA
478,C13H22O3,CCCCCCC1C(=O)CCC1C(=O)OC,37172-53-5,226.31198120117188,algea,2.4849066497880004,log(mg/L),ECHA
479,C10H18O2,CCCCCCC1CCC(=O)O1,706-14-9,170.24871826171875,algea,3.616308761279101,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
480,C7H14O,CCCCCCC=O,111-71-7,114.18546295166016,algea,2.33214389523559,log(mg/L),"ECHA, OASIS"
481,C16H22O2,CCCCCCCC(=O)CC(=O)c1ccccc1,68892-13-7,246.3446807861328,algea,-2.3025850929940455,log(mg/L),ECHA
482,C10H21NO,CCCCCCCC(=O)N(C)C,1118-92-9,171.27984619140625,algea,2.7763317085186157,log(mg/L),ECHA
483,C15H30N2O4,CCCCCCCC(=O)NCCN(CCO)CCC(=O)O,64265-45-8,302.4096984863281,algea,4.174387269895637,log(mg/L),ECHA
484,C10H20O2,CCCCCCCC(=O)OCC,106-32-1,172.2646026611328,algea,1.7173950539391927,log(mg/L),ECHA
485,C8H16O2,CCCCCCCC(=O)O,124-07-2,144.21144104003906,algea,3.778034365424829,log(mg/L),"ECHA, NITE, Literature set, VEGA"
486,C11H20O2,CCCCCCCC1CCC(=O)O1,104-67-6,184.2752990722656,algea,1.9765779062205968,log(mg/L),ECHA
487,C8H16O,CCCCCCCC=O,124-13-0,128.2120361328125,algea,2.0014800002101243,log(mg/L),"ECHA, OASIS"
488,C11H23NO,CCCCCCCCC(=O)N(C)C,6225-08-7,185.30642700195312,algea,3.3603753871419,log(mg/L),ECHA
489,C10H20O,CCCCCCCCC(C)=O,693-54-9,156.26519775390625,algea,1.589235205116581,log(mg/L),"NITE, VEGA, Literature set"
490,C11H21N,CCCCCCCCC(C)C#N,69300-15-8,167.2911376953125,algea,0.47000362924573563,log(mg/L),ECHA
491,C9H18O2,CCCCCCCCC(=O)O,68937-75-7,158.23802185058594,algea,3.3798034889744826,log(mg/L),"ECHA, VEGA, Literature set"
492,C10H22O2,CCCCCCCCC(O)CO,1119-86-4,174.28048706054688,algea,3.720862499966987,log(mg/L),ECHA
493,C18H35N2O3,CCCCCCCCC=CC(=O)NCCC[N+](C)(C)CC(=O)O,98510-75-9,327.48211669921875,algea,2.6878474937846906,log(mg/L),ECHA
494,C22H43NO3,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,000093-83-4,369.5817260742188,algea,4.008023855755574,log(mg/L),"VEGA, Literature set, ECHA, NITE"
495,C21H40O4,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,111-03-5,356.5399169921875,algea,3.1780538303479458,log(mg/L),"NITE, Literature set"
496,C22H45NO2,CCCCCCCCC=CCCCCCCCCN(CCO)CCO,25307-17-9,355.59820556640625,algea,-2.6556949707682818,log(mg/L),ECHA
497,C21H44N2,CCCCCCCCC=CCCCCCCCCNCCCN,7173-62-8,324.58746337890625,algea,-0.6792442753909539,log(mg/L),ECHA
498,C24H51N3,CCCCCCCCC=CCCCCCCCCNCCCNCCCN,28872-01-7,381.6818542480469,algea,0.08617769624105241,log(mg/L),"ECHA, ECHA(14)"
499,C27H58N4,CCCCCCCCC=CCCCCCCCCNCCCNCCCNCCCN,67228-83-5,438.7762145996094,algea,0.08617769624105241,log(mg/L),"ECHA, ECHA(14)"
500,C23H48NO2,CCCCCCCCC=CCCCCCCCC[N+](C)(CCO)CCO,18448-65-2,370.6327209472656,algea,-0.8800793499115832,log(mg/L),ECHA
501,C9H18O,CCCCCCCCC=O,124-19-6,142.23861694335938,algea,1.5040773967762742,log(mg/L),ECHA
502,C16H32O,CCCCCCCCCC(=O)CCCCCC,45206-91-5,240.4246826171875,algea,-4.135166556742356,log(mg/L),Literature set
503,C14H28O2,CCCCCCCCCC(=O)OCCCC,30673-36-0,228.3709259033203,algea,-0.3133418192323586,log(mg/L),ECHA
504,C11H22O,CCCCCCCCCC(C)=O,112-12-9,170.29177856445312,algea,0.6418538861723947,log(mg/L),"NITE, VEGA, Literature set"
505,C12H24O,CCCCCCCCCC(C)C=O,110-41-8,184.318359375,algea,-1.7147984280919266,log(mg/L),ECHA
506,C10H20O2,CCCCCCCCCC(=O)O,334-48-5,172.2646026611328,algea,2.6026896854443837,log(mg/L),"ECHA, NITE, ECOTOX"
507,C10H20O,CCCCCCCCCC=O,112-31-2,156.26519775390625,algea,1.5040773967762742,log(mg/L),"ECHA, OASIS"
508,C10H21Br,CCCCCCCCCCBr,112-29-8,221.177734375,algea,-0.7444404749474959,log(mg/L),Literature set
509,C16H26O3,CCCCCCCCCCC=CC1CC(=O)OC1=O,025377-73-5,266.3758544921875,algea,0.18315454309784637,log(mg/L),"VEGA, Literature set, NITE"
510,C14H29NO,CCCCCCCCCCCC(=O)N(C)C,3007-53-2,227.38616943359372,algea,-0.21691300156357363,log(mg/L),ECHA
511,C16H33NO,CCCCCCCCCCCC(=O)N(CC)CC,3352-87-2,255.4393310546875,algea,-2.1037342342488805,log(mg/L),Literature set
512,C20H40N4O3,CCCCCCCCCCCC(=O)NC(CCCNC(=N)N)C(=O)OCC,60372-77-2,384.5566101074218,algea,-0.3243460568233724,log(mg/L),ECHA
513,C21H41NO2,CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,101238-01-1,339.5557556152344,algea,-0.46840490788203853,log(mg/L),ECHA
514,C18H28O,CCCCCCCCCCCC(=O)c1ccccc1,1674-38-0,260.41433715820307,algea,-4.017383521085972,log(mg/L),Literature set
515,C13H26O,CCCCCCCCCCCC(C)=O,593-08-8,198.34494018554688,algea,-2.120263536200091,log(mg/L),"NITE, VEGA, Literature set"
516,C12H24O2,CCCCCCCCCCCC(=O)O,143-07-7,200.31776428222656,algea,1.8251942453142924,log(mg/L),"VEGA, Literature set"
517,C25H46N2O2,CCCCCCCCCCCCC1CC(=O)N(C2CC(C)(C)NC(C)(C)C2)C1=O,79720-19-7,406.64495849609375,algea,-0.9834994815676051,log(mg/L),ECHA
518,C19H35NO5,CCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,72716-26-8,357.4848937988281,algea,3.125443880075648,log(mg/L),ECHA
519,C14H28O2,CCCCCCCCCCCCCC(=O)O,544-63-8,228.3709259033203,algea,0.7424134218628634,log(mg/L),Literature set
520,C22H47N2O,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)C,51277-96-4,355.62139892578125,algea,-0.898942093539542,log(mg/L),ECHA
521,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,57-10-3,256.424072265625,algea,-0.5108256237659907,log(mg/L),Literature set
522,C23H48N2O,CCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,7651-02-7,368.6400146484375,algea,0.5933268452777344,log(mg/L),ECHA
523,C27H56N2O,CCCCCCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,60270-33-9,424.746337890625,algea,0.6497176226326093,log(mg/L),ECHA
524,C21H42O2S,CCCCCCCCCCCCCCCCCCOC(=O)CCS,31778-15-1,358.6219787597656,algea,-0.6481738149172142,log(mg/L),ECHA
525,C24H52NO,CCCCCCCCCCCCCCCCCCOCCC[N+](C)(C)C,23328-71-4,370.67578125,algea,-2.551046452292545,log(mg/L),ECHA
526,C21H46N,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,1120-02-1,312.5966491699219,algea,-2.5902671654458262,log(mg/L),ECHA
527,C17H37N,CCCCCCCCCCCCCCCCCN,4200-95-7,255.48239135742188,algea,-2.7646205525906042,log(mg/L),Literature set
528,C18H39N,CCCCCCCCCCCCCCCCN(C)C,112-69-6,269.50897216796875,algea,-4.615220521841593,log(mg/L),"ECHA, ECHA(14)"
529,C19H42N,CCCCCCCCCCCCCCCC[N+](C)(C)C,57-09-0,284.5434875488281,algea,-5.4943322504739935,log(mg/L),"ECHA, NITE, ECOTOX"
530,C20H44N,CCCCCCCCCCCCCCCC[N+](C)(C)CC,124-03-8,298.570068359375,algea,-2.577021938695806,log(mg/L),Literature set
531,C21H38N,CCCCCCCCCCCCCCCC[n+]1ccccc1,123-03-5,304.53314208984375,algea,-3.6156289923743437,log(mg/L),"ECHA, ECOTOX"
532,C17H37NO,CCCCCCCCCCCCCCC[N+](C)(C)[O-],68955-55-5,271.48178100585943,algea,-0.6539264674066639,log(mg/L),ECHA
533,C16H35NO,CCCCCCCCCCCCCC[N+](C)(C)[O-],3332-27-2,257.4552001953125,algea,-0.6931471805599453,log(mg/L),ECHA
534,C13H29N,CCCCCCCCCCCCCN,002869-34-3,199.37606811523438,algea,-2.9187712324178627,log(mg/L),"VEGA, Literature set"
535,C13H28O,CCCCCCCCCCCCCO,112-70-9,200.3608245849609,algea,-2.9759296462578115,log(mg/L),"NITE, VEGA, Literature set"
536,C34H58O4,CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,119-06-2,530.8218994140625,algea,3.912762731763146,log(mg/L),Literature set
537,C12H27O4P,CCCCCCCCCCCCOP(=O)(O)O,50957-96-5,266.31414794921875,algea,2.772588722239781,log(mg/L),NITE
538,C15H34N,CCCCCCCCCCCC[N+](C)(C)C,1119-94-4,228.43716430664062,algea,-2.8150787738607335,log(mg/L),ECHA
539,C16H34NO2,CCCCCCCCCCCC[N+](C)(C)CC(=O)O,683-10-3,272.4466552734375,algea,0.9555114450274363,log(mg/L),"NITE, VEGA, Literature set"
540,C21H38N,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,7281-04-1,304.53314208984375,algea,-0.6931471805599453,log(mg/L),Literature set
541,C14H31NO,CCCCCCCCCCCC[N+](C)(C)[O-],1643-20-5,229.40203857421875,algea,-1.6607312068216509,log(mg/L),"ECHA, NITE, VEGA, Literature set"
542,C18H31N,CCCCCCCCCCCCc1ccc(N)cc1,104-42-7,261.4454345703125,algea,-2.4418471603275536,log(mg/L),Literature set
543,C10H22O,CCCCCCCCCCO,112-30-1,158.2810821533203,algea,-0.4462871026284195,log(mg/L),"NITE, VEGA, Literature set"
544,C12H24O2,CCCCCCCCCCOC(C)=O,112-17-4,200.31776428222656,algea,-2.1803674602697964,log(mg/L),ECHA
545,C10H22O4S,CCCCCCCCCCOS(=O)(=O)O,142-87-0,238.3442840576172,algea,2.1564025828159643,log(mg/L),ECHA
546,C16H27N,CCCCCCCCCCc1ccc(N)cc1,037529-30-9,233.3922882080078,algea,-2.8302178350764176,log(mg/L),"VEGA, Literature set"
547,C9H21N,CCCCCCCCCN,000112-20-9,143.26974487304688,algea,-0.8209805520698302,log(mg/L),"VEGA, Literature set"
548,C9H20O,CCCCCCCCCO,143-08-8,144.25450134277344,algea,0.6151856390902335,log(mg/L),"NITE, VEGA, Literature set"
549,C11H22O2,CCCCCCCCCOC(C)=O,143-13-5,186.2911834716797,algea,0.5877866649021191,log(mg/L),ECHA
550,C17H26O3,CCCCCCCCCc1ccc(OCC(=O)O)cc1,3115-49-9,278.38653564453125,algea,3.303584552795155,log(mg/L),ECHA
551,C30H46O,CCCCCCCCCc1ccccc1Oc1ccccc1CCCCCCCCC,9014-90-8,422.6856384277344,algea,5.310739886546594,log(mg/L),"NITE, VEGA, Literature set"
552,C8H19N,CCCCCCCCN,000111-86-4,129.2431640625,algea,0.5877866649021191,log(mg/L),"VEGA, Literature set"
553,C17H37N,CCCCCCCCN(C)CCCCCCCC,4455-26-9,255.48239135742188,algea,-2.5257286443082556,log(mg/L),Literature set
554,C12H27NO2,CCCCCCCCN(CCO)CCO,15520-05-5,217.3482818603516,algea,0.30010459245033816,log(mg/L),ECHA
555,C12H23NO,CCCCCCCCN1CCCC1=O,2687-94-7,197.31712341308597,algea,2.9444389791664403,log(mg/L),ECHA
556,C8H18O,CCCCCCCCO,000111-87-5,130.22792053222656,algea,3.3221541743217022,log(mg/L),"VEGA, Literature set"
557,C15H23NO2,CCCCCCCCOC(=O)c1ccc(N)cc1,14309-41-2,249.3486175537109,algea,-1.2909841813155656,log(mg/L),Literature set
558,C10H22O2,CCCCCCCCOCCO,27252-75-1,174.28048706054688,algea,2.8903717578961645,log(mg/L),ECHA
559,C8H19O3P,CCCCCCCCP(=O)(O)O,4724-48-5,194.2084197998047,algea,3.6888794541139363,log(mg/L),ECHA
560,C10H23NO,CCCCCCCC[N+](C)(C)[O-],2605-78-9,173.29571533203125,algea,3.8918202981106265,log(mg/L),ECHA
561,C25H54N,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,5137-55-3,368.7029724121094,algea,-2.659260036932778,log(mg/L),Literature set
562,C14H22O,CCCCCCCCc1ccc(O)cc1,1806-26-4,206.32388305664062,algea,-1.8018098050815563,log(mg/L),"NITE, VEGA, Literature set"
563,C14H22O3S,CCCCCCCCc1ccc(S(=O)(=O)O)cc1,6149-03-7,270.3876953125,algea,4.68213122712422,log(mg/L),Literature set
564,C7H17N,CCCCCCCN,000111-68-2,115.21658325195312,algea,1.7227665977411035,log(mg/L),"VEGA, Literature set"
565,C7H16O,CCCCCCCO,111-70-6,116.20133972167969,algea,3.487375077903208,log(mg/L),"ECHA, NITE, OASIS, ECOTOX, EPAFHM, Literature set"
566,C12H24O2,CCCCCCCOCC(C)CC=O,1093653-57-6,200.31776428222656,algea,1.169381359556317,log(mg/L),ECHA
567,C6H15N,CCCCCCN,000111-26-2,101.19000244140624,algea,3.2188758248682006,log(mg/L),"VEGA, Literature set"
