,chemical_formula,smiles,casnum,molecular_weight,species,fish_LC50,units,source
173,C16H26O2,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,9002-93-1,250.3764495849609,fish,2.4849066497880004,log(mg/L),"NITE, VEGA, Literature set, ECOTOX"
174,C6H15N,CC(C)(C)CCN,15673-00-4,101.19000244140624,fish,6.400257445308821,log(mg/L),"ECOTOX, OASIS, Literature set, VEGA"
175,C5H13N,CC(C)(C)CN,5813-64-9,87.16342163085938,fish,6.165666266240418,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
176,C11H16O,CC(C)(C)Cc1ccc(O)cc1,2316-92-9,164.244140625,fish,0.9336317318228152,log(mg/L),OASIS
177,C4H11N,CC(C)(C)N,75-64-9,73.1368408203125,fish,5.003946305945459,log(mg/L),ECOTOX
178,C14H26N2O,CC(C)(C)NC(=O)C1CC2CCCCC2CN1,136465-81-1,238.3690490722656,fish,4.219507705176107,log(mg/L),ECHA
179,C4H10O,CC(C)(C)O,75-65-0,74.1216049194336,fish,8.765614549914716,log(mg/L),"VEGA, Literature set"
180,C7H12O2,C=CC(=O)OC(C)(C)C,1663-39-4,128.16897583007812,fish,0.7419373447293773,log(mg/L),"ECHA, ECHA(10), ECHA(14)"
181,C7H14O2,CC(C)(C)OCC1CO1,7665-72-7,130.18486022949222,fish,5.147494476813453,log(mg/L),ECHA
182,C4H10O2,CC(C)(C)OO,75-91-2,90.12100219726562,fish,4.040943785494986,log(mg/L),"ECHA, NITE, Literature set"
183,C13H20O2,CC(C)(C)OOC(C)(C)c1ccccc1,3457-61-2,208.2967071533203,fish,0.7747271675523681,log(mg/L),ECHA
184,C4H10S,CC(C)(C)S,75-66-1,90.18720245361328,fish,3.5263605246161616,log(mg/L),ECHA
185,C8H18S,CC(C)(C)SC(C)(C)C,107-47-1,146.29351806640625,fish,3.370738174177447,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
186,C8H18S2,CC(C)(C)SSC(C)(C)C,110065,178.3585205078125,fish,0.3148107398400336,log(mg/L),"ECOTOX, EPAFHM, Literature set, VEGA"
187,C15H22O3,CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,19715-19-6,250.33338928222656,fish,0.9932517730102834,log(mg/L),"NITE, VEGA, Literature set"
188,C18H30O,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,000732-26-3,262.43020629882807,fish,-2.7985221042662856,log(mg/L),"VEGA, Literature set"
189,C10H12N2O5,CC(C)(C)c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,4097-49-8,240.21267700195312,fish,-0.620314975156318,log(mg/L),"OASIS, Literature set"
190,C12H16,C=Cc1ccc(C(C)(C)C)cc1,1746-23-2,160.2554473876953,fish,-0.7133498878774648,log(mg/L),"OASIS, EPAFHM, Literature set, VEGA"
191,C20H22N2O,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,120928-09-8,306.4014892578125,fish,-3.3784578946926658,log(mg/L),"EFSA, Literature set"
192,C19H25ClN2OS,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,96489-71-3,364.9326171875,fish,-5.817511239984544,log(mg/L),"EFSA, VEGA, Literature set"
193,C14H22O,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,96-76-4,206.32388305664062,fish,-0.3856624808119846,log(mg/L),"ECHA, NITE, VEGA, Literature set"
194,C10H14O,CC(C)(C)c1ccc(O)cc1,98-54-4,150.21755981445312,fish,1.6389967146756448,log(mg/L),"ECHA, OASIS, ECOTOX, EPAFHM, Literature set, VEGA"
195,C13H18O2,CC(C)(C)c1ccc(OCC2CO2)cc1,3101-60-8,206.28082275390625,fish,2.0149030205422647,log(mg/L),ECHA
196,C17H18O2,CC(C)(C)c1ccc(Oc2cccc(C=O)c2)cc1,69770-23-6,254.32362365722656,fish,-1.0007761868311154,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
197,C11H15NO,CC(C)(C)c1ccc(C(N)=O)cc1,56108-12-4,177.24290466308594,fish,3.462606009790799,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
198,C10H14O,CC(C)(C)c1cccc(O)c1,585342,150.21755981445312,fish,1.9726911717329554,log(mg/L),Literature set
199,C10H14O,CC(C)(C)c1ccccc1O,88-18-6,150.21755981445312,fish,1.308332819650179,log(mg/L),"ECHA, NITE, VEGA, Literature set"
200,C15H28O2,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,80-04-6,240.3816223144531,fish,2.9444389791664403,log(mg/L),"NITE, VEGA, Literature set"
201,C14H22O,CC(C)(C=O)CC1=CCC2CC1C2(C)C,33885-52-8,206.32388305664062,fish,0.4054651081081644,log(mg/L),ECHA
202,C17H28O6,C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C,84170-74-1,328.400634765625,fish,0.9932517730102834,log(mg/L),ECHA
203,C7H13NO4S,C=CC(=O)NC(C)(C)CS(=O)(=O)O,58374-69-9,207.24742126464844,fish,7.24422751560335,log(mg/L),ECHA
204,C10H22N2,CC1(N)CCC(C(C)(C)N)CC1,80-52-4,170.29507446289062,fish,4.178992036282385,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
205,C12H11Cl2NO,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,23950-58-5,256.12783813476557,fish,4.276666119016055,log(mg/L),"NITE, Literature set"
206,C5H8O,C#CC(C)(C)O,115-19-5,84.11642456054688,fish,8.098642843759418,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
207,C7H12O3,C=CCOC(=O)C(C)(C)O,19444-21-4,144.1683807373047,fish,1.1474024528375417,log(mg/L),ECHA
208,C12H16O4,CC(C)(O)C(=O)c1ccc(OCCO)cc1,106797-53-9,224.2530517578125,fish,5.495116942522644,log(mg/L),ECHA
209,C4H7Cl3O,CC(C)(O)C(Cl)(Cl)Cl,57-15-8,177.45677185058594,fish,4.90527477843843,log(mg/L),"ECHA, ECOTOX, OASIS, Literature set"
210,C5H8F4O,CC(C)(O)C(F)(F)C(F)F,29553-26-2,160.1100311279297,fish,6.366470447731438,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
211,C11H16O,CC(C)(O)CCc1ccccc1,103-05-9,164.244140625,fish,4.1956970564823886,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set"
212,C14H16ClNO4,C=CCOC(=O)C(C)(C)OC(=O)c1cc(N)ccc1Cl,174489-43-1,297.734130859375,fish,-0.3856624808119848,log(mg/L),ECHA
213,C14H14ClNO6,C=CCOC(=O)C(C)(C)OC(=O)c1cc([N+](=O)[O-])ccc1Cl,174489-76-0,327.7170715332031,fish,-0.7339691750802004,log(mg/L),ECHA
214,C9H12O2,CC(C)(OO)c1ccccc1,80-15-9,152.1903839111328,fish,1.3609765531356006,log(mg/L),ECHA
215,C18H22O2,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,000080-43-3,270.3660888671875,fish,-0.7550225842780328,log(mg/L),"VEGA, Literature set"
216,C15H12Cl4O2,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,79-95-8,366.0665893554688,fish,0.28481424498849156,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
217,C21H24O2,C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,1745-89-7,308.4140625,fish,-1.5606477482646683,log(mg/L),ECHA
218,C15H16O2,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,80-05-7,228.28634643554688,fish,1.547562508716013,log(mg/L),"NITE, VEGA, Literature set"
219,C21H24O4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1675-54-3,340.4128723144531,fish,0.6151856390902335,log(mg/L),"ECHA(10), ECHA(22)"
220,C19H24O4,CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,901-44-0,316.3914794921875,fish,3.042195191651036,log(mg/L),"NITE, Literature set, ECHA"
221,C15H16O,CC(C)(c1ccccc1)c1ccc(O)cc1,599-64-4,212.2869415283203,fish,0.047834003064695554,log(mg/L),"ECHA, NITE, Literature set"
222,C10H16,CC1=CCC(=C(C)C)CC1,586-62-9,136.23403930664062,fish,0.0074720148387010564,log(mg/L),"ECHA, ECOTOX, OASIS"
223,C20H30O2,CC(C)=C1C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,471-77-2,302.4510192871094,fish,0.41593124519235086,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
224,C6H10O,CC(=O)C=C(C)C,141-79-7,98.14300537109376,fish,4.289500076996142,log(mg/L),ECHA
225,C24H25NO3,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,39515-40-7,375.460205078125,fish,-7.929542000185465,log(mg/L),"VEGA, Literature set"
226,C19H26O3,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,584-79-2,302.407958984375,fish,-3.137295837875778,log(mg/L),"ECOTOX(31), ECOTOX-EPA(30), Literature set"
227,C19H25NO4,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,7696-12-0,331.4060974121094,fish,-3.912023005428146,log(mg/L),"VEGA, Literature set"
228,C17H22N2O4,C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,72963-72-5,318.3675842285156,fish,-2.659260036932778,log(mg/L),"VEGA, Literature set"
229,C19H26O2,CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,70-38-2,286.4085388183594,fish,-3.5702079243964375,log(mg/L),"ECOTOX(15), ECOTOX-EPA(15), Literature set"
230,C23H26O3,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,26002802,350.45074462890625,fish,-4.119662370206391,log(mg/L),"ECOTOX, VEGA, Literature set"
231,C22H26O3,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,10453-86-8,338.4400329589844,fish,-5.944580961209131,log(mg/L),"ECOTOX(10), OASIS, ECOTOX-EPA(16), EPAFHM, Literature set, VEGA"
232,C8H14,CC(C)=CC=C(C)C,764-13-6,110.19676208496094,fish,1.3297240096314962,log(mg/L),"NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
233,C10H16,C=CC(=C)CCC=C(C)C,123-35-3,136.23403930664062,fish,-0.08338160893905101,log(mg/L),"ECHA, NITE, Literature set"
234,C10H18O,C=CC(C)(O)CCC=C(C)C,78-70-6,154.24932861328125,fish,3.522261490848821,log(mg/L),"NITE, VEGA, Literature set, ECHA, ECOTOX"
235,C10H16O,CC(C)=CCCC(C)=CC=O,141-27-5,152.2334442138672,fish,1.9859607678680076,log(mg/L),"OASIS, Literature set"
236,C15H26O,C=CC(C)(O)CCC=C(C)CCC=C(C)C,7212-44-4,222.3663482666016,fish,0.3576744442718159,log(mg/L),"ECHA, VEGA, Literature set"
237,C15H26O,CC(C)=CCCC(C)=CCCC(C)=CCO,4602-84-0,222.3663482666016,fish,0.5877866649021191,log(mg/L),"ECHA, ECOTOX"
238,C22H39NO,CC(C)=CCCC(C)=CCN(CC=C(C)CCC=C(C)C)CCO,19902-04-6,333.5511779785156,fish,-2.1892564076870427,log(mg/L),"ECOTOX, Literature set"
239,C10H18O,CC(C)=CCCC(C)=CCO,106-24-1,154.24932861328125,fish,1.6094379124341003,log(mg/L),"ECHA, EFSA, ECOTOX"
240,C12H20O2,CC(=O)OCC=C(C)CCC=C(C)C,105-87-3,196.2860107421875,fish,2.3978952727983707,log(mg/L),ECHA
241,C8H14O,CC(=O)CCC=C(C)C,110-93-0,126.19615936279295,fish,4.450852825603734,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
242,C5H10O,CC(C)=CCO,556-82-1,86.1323013305664,fish,3.8501476017100584,log(mg/L),"NITE, VEGA, Literature set"
243,C7H12O2,CC(=O)OCC=C(C)C,1191-16-8,128.16897583007812,fish,3.188416617383492,log(mg/L),ECHA
244,C3H7NO,CC(C)=NO,127-06-0,73.09378051757812,fish,6.321205858772813,log(mg/L),"ECOTOX, OASIS, Literature set"
245,C19H19NO2,CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc1ccccc1,125971-57-5,293.35968017578125,fish,0.4731237565819792,log(mg/L),ECHA
246,C11H11F3N2O3,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,13311847,276.2118530273437,fish,0.6523251860396901,log(mg/L),ECOTOX
247,C12H16O3,CC(C)C(=O)OCCOc1ccccc1,103-60-6,208.25364685058597,fish,2.5877640352277083,log(mg/L),ECHA
248,C12H16O2,CC(C)C(=O)OCCc1ccccc1,103-48-0,192.25424194335938,fish,2.4849066497880004,log(mg/L),ECHA
249,C8H16O3,CC(C)C(=O)OOC(C)(C)C,109-13-7,160.21084594726562,fish,2.451005098112319,log(mg/L),ECHA
250,C25H22ClNO3,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,51630581,419.9000854492187,fish,-7.182192124683898,log(mg/L),"ECOTOX-EPA(21), ECOTOX(21), Aquatic ECETOC, OASIS, EFSA, VEGA, Literature set"
251,C26H23F2NO4,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,70124-77-5,451.4619445800781,fish,-7.641724454062338,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
252,C12H26S,CC(C)C(C)(C)C(C)(C)C(C)(C)S,25103-58-6,202.39984130859372,fish,-0.9675840262617056,log(mg/L),"NITE, Literature set"
253,C7H12O,C#CC(C)(O)C(C)C,1482-15-1,112.16958618164062,fish,5.3230099791384085,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
254,C5H10O,CC(=O)C(C)C,563-80-4,86.1323013305664,fish,6.761572768804055,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
255,C5H13N,CC(C)C(C)N,598-74-3,87.16342163085938,fish,5.645543449687976,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
256,C4H7ClO,CC(C)C(=O)Cl,79-30-1,106.55078125,fish,5.698015879761864,log(mg/L),ECHA
257,C15H15F3N2O2,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,56425-91-3,312.2870178222656,fish,2.8039662579320366,log(mg/L),"EFSA, Literature set, ECOTOX"
258,C4H8O2,CC(C)C(=O)O,79-31-2,88.10511779785156,fish,5.655991810819852,log(mg/L),ECHA
259,C7H16O,CC(C)C(O)C(C)C,600-36-2,116.20133972167969,fish,5.093750200806762,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
260,C16H30O4,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,6846500,286.4070129394531,fish,0.43048287108345223,log(mg/L),Literature set
261,C20H26O2,Cc1cc(C)c(O)c(C(c2cc(C)cc(C)c2O)C(C)C)c1,33145-10-7,298.41925048828125,fish,-2.7488721956224653,log(mg/L),ECHA
262,C17H17N3O3,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,81335-37-7,311.3351745605469,fish,5.857933154483459,log(mg/L),"Literature set, ECOTOX"
263,C25H35NO9,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,15662-33-6,493.54669189453125,fish,1.2237754316221157,log(mg/L),ECOTOX
264,C20H30O2,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,514-10-3,302.4510192871094,fish,0.8671004876833833,log(mg/L),"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
265,C10H16,CC1=CC=C(C(C)C)CC1,99-86-5,136.23403930664062,fish,1.1474024528375417,log(mg/L),"ECHA, ECOTOX, OASIS, Literature set"
266,C10H16,CC1=CCC(C(C)C)C=C1,4221-98-1,136.23403930664062,fish,2.670694414558441,log(mg/L),ECHA
267,C10H20,CC1CCC(C(C)C)CC1,99-82-1,140.26580810546878,fish,-1.6607312068216509,log(mg/L),"NITE, Literature set"
268,C13H24O3,CC1CCC(C(C)C)C2(C1)OCC(CO)O2,63187-91-7,228.32786560058597,fish,3.1780538303479458,log(mg/L),ECHA
269,C10H20O,CC1CCC(C(C)C)C(O)C1,2216-51-5,156.26519775390625,fish,2.933135321476075,log(mg/L),"ECHA(10), ECHA, ECOTOX, OASIS, EPAFHM"
270,C13H24O3,CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,61597-98-6,228.32786560058597,fish,3.091042453358316,log(mg/L),ECHA
271,C13H24O4,CC1CCC(C(C)C)C(OC(=O)OCCO)C1,156324-78-6,244.32727050781247,fish,2.4423470353692043,log(mg/L),ECHA
272,C12H22O2,CC(=O)OC1CC(C)CCC1C(C)C,2623-23-6,198.3018798828125,fish,2.412335956953165,log(mg/L),ECHA
273,C18H24ClN3O,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,125225-28-7,333.85565185546875,fish,0.4252677354043441,log(mg/L),"EFSA, ECOTOX"
274,C4H8O,CC(C)C=O,78-84-2,72.10572052001953,fish,3.287991274193582,log(mg/L),OASIS
275,C9H18O,CC(C)CC(=O)CC(C)C,108-83-8,142.23861694335938,fish,3.4011973816621555,log(mg/L),ECHA
276,C12H16O2,CC(C)CC(=O)OCc1ccccc1,103-38-8,192.25424194335938,fish,2.5257286443082556,log(mg/L),ECHA
277,C14H24N4,CC(C)CC(C)(C#N)N=NC(C)(C#N)CC(C)C,4419-11-8,248.36715698242188,fish,0.7466879474879751,log(mg/L),ECHA
278,C14H30O2,CC(C)CC(C)(O)CCC(C)(O)CC(C)C,17913-76-7,230.38681030273438,fish,3.9740583963475986,log(mg/L),ECHA
279,C18H22O2,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,006807-17-6,270.3660888671875,fish,0.9922903381212747,log(mg/L),"VEGA, Literature set, NITE"
280,C17H20N2O2,CC(CC(C)C)=NNC(=O)c1cc2ccccc2cc1O,214417-91-1,284.3529052734375,fish,0.7178397931503168,log(mg/L),ECHA
281,C6H12O,CC(=O)CC(C)C,108-10-1,100.15888214111328,fish,6.275751843434037,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
282,C18H24N2,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,000793-24-8,268.39657592773443,fish,-3.540459448995663,log(mg/L),"VEGA, Literature set"
283,C6H14O,CC(C)CC(C)O,108-11-2,102.1747589111328,fish,5.883322388488279,log(mg/L),ECHA
284,C16H20F3N3OS,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,183675823,359.40972900390625,fish,-0.9519179095173061,log(mg/L),ECOTOX
285,C10H20O,CC(C)CC1CC(C)CCO1,13477-62-8,156.26519775390625,fish,4.351567427189173,log(mg/L),ECHA
286,C5H10O,CC(C)CC=O,590-86-3,86.1323013305664,fish,1.1786549963416462,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
287,C9H16O,C#CC(C)(O)CCC(C)C,19549-98-5,140.22274780273438,fish,3.8918202981106265,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
288,C16H30O2,CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,68227-33-8,254.408203125,fish,1.840549633397487,log(mg/L),ECHA
289,C7H14O,CC(=O)CCC(C)C,110-12-3,114.18546295166016,fish,5.0689042022202315,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
290,C9H20O,CC(C)CCCC(C)(C)O,13254-34-7,144.25450134277344,fish,3.3232358401924436,log(mg/L),ECHA
291,C12H24O2,CC(=O)OCCC(C)CCCC(C)C,20780-49-8,200.31776428222656,fish,2.8094026953624978,log(mg/L),ECHA
292,C9H18O2,CC(C)CCCCCC(=O)O,26896184,158.23802185058594,fish,1.8634597833932462,log(mg/L),Literature set
293,C26H55N,CC(C)CCCCCCCCCCNCCCCCCCCCCC(C)C,57157809,381.72161865234375,fish,-0.11653381625595151,log(mg/L),"ECOTOX, VEGA, Literature set"
294,C10H22O,CC(C)CCCCCCCO,25339-17-7,158.2810821533203,fish,1.1631508098056809,log(mg/L),"NITE, VEGA, Literature set"
295,C24H46O7S,CC(C)CCCCCCCOC(=O)CC(C(=O)OCCCCCCCC(C)C)S(=O)(=O)O,29857-13-4,478.682861328125,fish,-0.12783337150988489,log(mg/L),ECHA
296,C9H20O,CC(C)CCCCCCO,27458-94-2,144.25450134277344,fish,2.3561258599220753,log(mg/L),ECHA
297,C14H20N2O5,CC(C)CCCCCc1c([N+](=O)[O-])cc(O)cc1[N+](=O)[O-],37224-61-6,296.3190002441406,fish,-2.7333680090865,log(mg/L),ECHA
298,C10H20O2,CC(C)CCOC(=O)CC(C)C,659-70-1,172.2646026611328,fish,1.244154593958768,log(mg/L),ECHA
299,C10H22O,CC(C)CCOCCC(C)C,544-01-4,158.2810821533203,fish,1.916922612182061,log(mg/L),"ECHA, NITE, Literature set"
300,C19H32N2O3,CC(C)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,160232-08-6,336.468994140625,fish,3.6109179126442243,log(mg/L),ECHA
301,C4H10O,CC(C)CO,78-83-1,74.1216049194336,fish,7.276012076365605,log(mg/L),"ECHA, VEGA, Literature set"
302,C8H14O2,C=C(C)C(=O)OCC(C)C,97-86-9,142.195556640625,fish,2.995732273553991,log(mg/L),ECHA
303,C8H16O2,CC(C)COC(=O)C(C)C,97-85-8,144.21144104003906,fish,2.5922651681085,log(mg/L),ECHA
304,C16H28O4,CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,70969-58-3,284.39111328125,fish,1.0834986508580615,log(mg/L),ECHA
305,C7H12O2,C=CC(=O)OCC(C)C,106-63-8,128.16897583007812,fish,0.7371640659767196,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, ECHA(12)"
306,C16H22O4,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,84-69-5,278.34347534179693,fish,0.6678293725756554,log(mg/L),"NITE, VEGA, Literature set"
307,C8H18O,CC(C)COC(C)(C)C,33021-02-2,130.22792053222656,fish,4.163559631243574,log(mg/L),ECHA
308,C6H12O2,CC(=O)OCC(C)C,110-19-0,116.1582794189453,fish,2.830956470399138,log(mg/L),"ECHA, NITE, Literature set"
309,C6H12O,C=COCC(C)C,109-53-5,100.15888214111328,fish,3.4995332823830174,log(mg/L),ECHA
310,C8H15NO2,C=CC(=O)NCOCC(C)C,16669-59-3,157.210205078125,fish,4.0943445622221,log(mg/L),"NITE, Literature set, VEGA"
311,C12H25O4PS2,CC(C)COP(=S)(OCC(C)C)SCC(C)C(=O)O,268567-32-4,328.4282531738281,fish,3.169685580677429,log(mg/L),ECHA
312,C8H19O3PS,CC(C)COP(O)(=S)OCC(C)C,53378-52-2,226.2734222412109,fish,3.58351893845611,log(mg/L),ECHA
313,C3H7Cl,CC(C)Cl,75-29-6,78.54067993164062,fish,4.73444252169223,log(mg/L),ECHA
314,C3H9N,CC(C)N,75-31-0,59.11026000976562,fish,3.6888794541139363,log(mg/L),ECHA
315,C11H14FNO2,CC(C)N(C(=O)CO)c1ccc(F)cc1,54041-17-7,211.23277282714844,fish,3.1354942159291497,log(mg/L),ECHA
316,C14H13F4N3O2S,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,142459-58-3,363.3305358886719,fish,1.0612565021243408,log(mg/L),Literature set
317,C10H16Cl3NOS,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2303-17-5,304.66412353515625,fish,0.1823215567939546,log(mg/L),"EFSA, VEGA, Literature set"
318,C8H19NO,CC(C)N(CCO)C(C)C,96-80-0,145.24256896972656,fish,5.303304908059076,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
319,C10H12N2O3S,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,50723803,240.2788848876953,fish,6.4337436283388625,log(mg/L),ECOTOX
320,C13H13Cl2N3O3,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,36734-19-7,330.1666259765625,fish,1.763017000362401,log(mg/L),"EFSA, ECOTOX"
321,C6H15N,CC(C)NC(C)C,4111-54-0,101.19000244140624,fish,6.173786103901937,log(mg/L),"ECHA, OASIS, ECOTOX"
322,C9H14ClN5,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,22936-86-3,227.69395446777344,fish,2.624668592163159,log(mg/L),"ECOTOX, Literature set"
323,C12H18O4S2,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,50512-35-1,290.39892578125,fish,2.2300144001592104,log(mg/L),"NITE, VEGA, Literature set"
324,C7H12O2,C=C(C)C(=O)OC(C)C,4655-34-9,128.16897583007812,fish,3.6375861597263857,log(mg/L),"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
325,C11H12Cl2O3,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,94-11-1,263.1171875,fish,-0.6931471805599453,log(mg/L),"Literature set, ECOTOX"
326,C10H12ClNO2,CC(C)OC(=O)Nc1cccc(Cl)c1,101-21-3,213.6607818603516,fish,1.791759469228055,log(mg/L),"Literature set, ECOTOX"
327,C10H13NO2,CC(C)OC(=O)Nc1ccccc1,122-42-9,179.21572875976562,fish,3.5115454388310208,log(mg/L),ECOTOX
328,C10H12O3,CC(C)OC(=O)c1ccc(O)cc1,4191-73-5,180.2004852294922,fish,1.1394342831883648,log(mg/L),ECHA
329,C5H10O2,CC(=O)OC(C)C,108214,102.13169860839844,fish,6.284124832669083,log(mg/L),Literature set
330,C6H14O,CC(C)OC(C)C,108-20-3,102.1747589111328,fish,6.666956792429207,log(mg/L),"ECOTOX, OASIS, EPAFHM, ECHA"
331,C6H12O2,CC(C)OCC1CO1,4016-14-2,116.15827941894531,fish,4.2626798770413155,log(mg/L),ECHA
332,C5H12O2,CC(C)OCCO,000109-59-1,104.1475830078125,fish,8.60363048698599,log(mg/L),"VEGA, Literature set"
333,C12H16O4,CC(C)OCCOC(=O)c1ccccc1O,79915-74-5,224.25305175781247,fish,1.308332819650179,log(mg/L),ECHA
334,C7H14O3,CC(=O)OCCOC(C)C,19234-20-9,146.18426513671875,fish,3.7376696182833684,log(mg/L),ECHA
335,C13H21O3PS,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,26087-47-8,288.3428039550781,fish,1.2237754316221157,log(mg/L),"NITE, VEGA, Literature set"
336,C14H24NO4PS3,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,741-58-2,397.513427734375,fish,-0.2678794451556012,log(mg/L),"Literature set, ECOTOX"
337,C7H17O3P,CC(C)OP(C)(=O)OC(C)C,1445756,180.1818389892578,fish,6.139884552226255,log(mg/L),"ECOTOX, VEGA, Literature set"
338,C15H18Cl2N2O3,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,19666-30-9,345.22100830078125,fish,0.1823215567939546,log(mg/L),"Literature set, ECOTOX"
339,C17H16F3NO2,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,66332965,323.3096618652344,fish,1.564272357039205,log(mg/L),"ECOTOX, Literature set"
340,C3H8S,CC(C)S,75-33-2,76.1606216430664,fish,2.8707357833793057,log(mg/L),ECHA
