id,comp_id,species,daphnia_ec50,fish_lc50,algea_ec50,units,source
375,4404,fish,"",66.4,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
376,7623,"alga, daphnia, fish",11.0,0.68,20.7,mg/L,ECHA
377,7624,"alga, daphnia, fish",0.89,0.48,1.64,mg/L,ECHA
378,307,"daphnia, fish",18.84,3.9,"",mg/L,ECHA
379,308,"alga, daphnia, fish",0.26,0.47,15.011,mg/L,"VEGA, Literature set"
380,7625,daphnia,30.3,"","",mg/L,ECOTOX
381,7626,daphnia,141.2,"","",mg/L,ECOTOX
382,7627,alga,"","",24.0,mg/L,"Literature set"
383,7628,daphnia,0.96,"","",mg/L,"ECOTOX, NITE, VEGA, Literature set"
384,3797,fish,"",1.32951504110089,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
385,7629,"alga, daphnia, fish",0.64,0.21,1.4,mg/L,ECHA
386,290,"alga, daphnia, fish",10.2,4.7,3.8,mg/L,"NITE, VEGA, Literature set"
387,7630,daphnia,0.0085,"","",mg/L,ECHA
388,291,"daphnia, fish",1.1,1.85,"",mg/L,"ECHA(10), ECHA(22)"
389,7631,"alga, fish","",20.9511846571696,10.1,mg/L,"NITE, Literature set, ECHA"
390,7632,"alga, daphnia, fish",0.9,1.04899651066522,1.2,mg/L,"ECHA, NITE, Literature set"
391,7633,"alga, daphnia, fish",0.634,1.0075,0.692,mg/L,"ECHA, ECOTOX, OASIS"
392,7634,fish,"",1.51578164801212,"",mg/L,"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
393,7635,"daphnia, fish",89.1,72.93,"",mg/L,ECHA
394,5562,"daphnia, fish",0.0,0.000359951232782,"",mg/L,"VEGA, Literature set"
395,7636,daphnia,0.001,"","",mg/L,"VEGA, Literature set"
396,7637,fish,"",0.0434,"",mg/L,"ECOTOX(31), ECOTOX-EPA(30), Literature set"
397,7638,daphnia,0.012,"","",mg/L,EFSA
398,4031,"daphnia, fish",0.013,0.02,"",mg/L,"VEGA, Literature set"
399,7639,"daphnia, fish",0.051,0.07,"",mg/L,"VEGA, Literature set"
400,3611,fish,"",0.02815,"",mg/L,"ECOTOX(15), ECOTOX-EPA(15), Literature set"
401,7640,fish,"",0.01625,"",mg/L,"ECOTOX, VEGA, Literature set"
402,4361,fish,"",0.00262,"",mg/L,"ECOTOX(10), OASIS, ECOTOX-EPA(16), EPAFHM, Literature set, VEGA"
403,7641,"daphnia, fish",4.2,3.78,"",mg/L,"NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
404,7642,daphnia,13.5,"","",mg/L,ECHA
405,7643,daphnia,1.47,"","",mg/L,ECHA
406,7644,"alga, daphnia, fish",1.47,0.92,0.342,mg/L,"ECHA, NITE, Literature set"
407,7645,"alga, daphnia",2.2,"",3.8,mg/L,ECHA
408,7646,"alga, daphnia, fish",52.0,33.8609180973568,28.0,mg/L,"NITE, VEGA, Literature set, ECHA, ECOTOX"
409,7647,alga,"","",2.0,mg/L,ECHA
410,319,fish,"",7.28604422092019,"",mg/L,"OASIS, Literature set"
411,7648,daphnia,0.677,"","",mg/L,ECHA
412,7649,"alga, daphnia, fish",0.758,1.43,2.0,mg/L,"ECHA, VEGA, Literature set"
413,320,"alga, daphnia, fish",0.568,1.8,1.49,mg/L,"ECHA, ECOTOX"
414,7650,"alga, daphnia",0.73,"",2.9,mg/L,ECHA
415,7651,fish,"",0.112,"",mg/L,"ECOTOX, Literature set"
416,321,"alga, daphnia, fish",10.8,5.0,13.1,mg/L,"ECHA, EFSA, ECOTOX"
417,7652,"alga, daphnia, fish",9.06,11.0,3.72,mg/L,ECHA
418,7653,"alga, daphnia",2.3,"",0.23,mg/L,ECHA
419,7654,fish,"",85.7,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
420,7655,daphnia,1.01,"","",mg/L,ECHA
421,323,"alga, fish","",47.0,680.0,mg/L,"NITE, VEGA, Literature set"
422,7656,"daphnia, fish",64.3,24.25,"",mg/L,ECHA
423,7657,fish,"",556.243339108758,"",mg/L,"ECOTOX, OASIS, Literature set"
424,7658,"alga, daphnia",23.0,"",231.0,mg/L,"ECHA, NITE"
425,7659,fish,"",1.605,"",mg/L,ECHA
426,7660,daphnia,44.9,"","",mg/L,ECHA
427,7661,fish,"",1.92,"",mg/L,ECOTOX
428,7662,"alga, daphnia",16.0,"",3.3,mg/L,ECHA
429,7663,"alga, daphnia",1.4,"",2.0,mg/L,ECHA
430,7664,"alga, daphnia, fish",24.0,13.3,18.0,mg/L,ECHA
431,4428,"alga, daphnia, fish",16.6,12.0,8.33,mg/L,ECHA
432,330,daphnia,16.6,"","",mg/L,ECHA
433,7665,"daphnia, fish",72.5,11.6,"",mg/L,ECHA
434,7666,alga,"","",33.8,mg/L,ECHA
435,335,"daphnia, fish",0.00018,0.00076,"",mg/L,"ECOTOX-EPA(21), ECOTOX(21), Aquatic ECETOC, OASIS, EFSA, VEGA, Literature set"
436,336,fish,"",0.00048,"",mg/L,"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
437,7667,"daphnia, fish",0.075,0.38,"",mg/L,"NITE, Literature set"
438,7668,fish,"",205.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
439,7669,"alga, fish","",864.0,44.2,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
440,5838,fish,"",283.027325547808,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
441,7670,fish,"",298.275,"",mg/L,ECHA
442,7671,daphnia,0.009,"","",mg/L,"Literature set"
443,6678,"daphnia, fish",11.8,16.51,"",mg/L,"EFSA, Literature set, ECOTOX"
444,7672,fish,"",286.0,"",mg/L,ECHA
445,7673,fish,"",163.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
446,7674,fish,"",1.538,"",mg/L,"Literature set"
447,7675,fish,"",0.064,"",mg/L,ECHA
448,7676,"daphnia, fish",271.162,350.0,"",mg/L,"Literature set, ECOTOX"
449,7677,fish,"",3.4,"",mg/L,ECOTOX
450,7678,daphnia,840.0,"","",mg/L,ECHA
451,7679,daphnia,2.072,"","",mg/L,"Literature set"
452,7680,fish,"",2.38,"",mg/L,"ECOTOX, OASIS, EPAFHM, VEGA, Literature set"
453,7681,"daphnia, fish",1.7,3.15,"",mg/L,"ECHA, ECOTOX, OASIS, Literature set"
454,7682,daphnia,0.044,"","",mg/L,"Literature set"
455,7683,daphnia,2.7,"","",mg/L,ECHA
456,7684,"alga, daphnia, fish",0.513,14.45,0.4425,mg/L,ECHA
457,7685,daphnia,0.292,"","",mg/L,ECHA
458,7686,alga,"","",62.2,mg/L,ECHA
459,7687,"daphnia, fish",0.12,0.19,"",mg/L,"NITE, Literature set"
460,7688,"alga, daphnia, fish",63.7,24.0,80.1,mg/L,ECHA
461,7689,daphnia,30.6,"","",mg/L,ECHA
462,7690,"alga, daphnia",24.5,"",39.4,mg/L,ECHA
463,7691,"alga, daphnia, fish",26.6,18.7864397835995,16.2,mg/L,"ECHA(10), ECHA, ECOTOX, OASIS, EPAFHM"
464,7692,fish,"",22.0,"",mg/L,ECHA
465,7693,alga,"","",16.265,mg/L,ECHA
466,7694,"alga, daphnia, fish",42.0,11.5,39.0,mg/L,ECHA
467,7695,"daphnia, fish",9.1,11.16,"",mg/L,ECHA
468,7696,"alga, daphnia",70.0,"",140.0,mg/L,ECHA
469,7697,"daphnia, fish",1.7,1.53,"",mg/L,"EFSA, ECOTOX"
470,364,"alga, daphnia",42.0,"",63.0,mg/L,ECHA
471,7698,alga,"","",110.0,mg/L,ECHA
472,3756,fish,"",26.7889978219125,"",mg/L,OASIS
473,365,"alga, daphnia, fish",37.2,30.0,46.9,mg/L,ECHA
474,7699,"daphnia, fish",15.5,12.5,"",mg/L,ECHA
475,7700,fish,"",2.11,"",mg/L,ECHA
476,7701,"alga, daphnia, fish",127.0,53.2,10.2,mg/L,ECHA
477,7702,"alga, fish","",2.69740537328186,17.013,mg/L,"VEGA, Literature set, NITE"
478,7703,"alga, fish","",2.05,2.5,mg/L,ECHA
479,7704,fish,"",531.525855792937,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
480,370,daphnia,4.44,"","",mg/L,ECHA
481,6238,"daphnia, fish",0.23,0.029,"",mg/L,"VEGA, Literature set"
482,372,"daphnia, fish",337.0,359.0,"",mg/L,ECHA
483,7705,fish,"",0.386,"",mg/L,ECOTOX
484,7706,daphnia,3.3,"","",mg/L,ECHA
485,7707,alga,"","",598.0,mg/L,ECHA
486,7708,"alga, daphnia, fish",33.2,77.6,79.7,mg/L,ECHA
487,380,fish,"",3.25,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
488,7709,fish,"",49.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
489,7710,"alga, daphnia, fish",6.6,6.3,44.0,mg/L,ECHA
490,7711,fish,"",159.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
491,7712,"alga, daphnia",13.0,"",30.0,mg/L,ECHA
492,3980,daphnia,0.69,"","",mg/L,ECHA
493,3976,daphnia,0.29,"","",mg/L,ECHA(10)
494,7713,daphnia,0.17516149872,"","",mg/L,"ECOTOX, Literature set"
495,7714,"alga, daphnia",7.81,"",5.34,mg/L,ECHA
496,5901,fish,"",27.75,"",mg/L,ECHA
497,7715,"alga, daphnia",39.0,"",64.0,mg/L,ECHA
498,7716,daphnia,1.121242196,"","",mg/L,ECOTOX
499,7717,daphnia,0.011,"","",mg/L,"Literature set"
500,7718,daphnia,1.17,"","",mg/L,ECHA
501,7719,"alga, daphnia",0.233,"",0.314,mg/L,ECHA
502,7720,daphnia,0.13,"","",mg/L,"ECHA, NITE"
503,7721,daphnia,3.6,"","",mg/L,ECHA
504,7722,fish,"",16.6,"",mg/L,ECHA
505,389,alga,"","",22.0,mg/L,"Literature set"
506,7723,daphnia,3.0,"","",mg/L,ECHA
507,7724,fish,"",6.446,"",mg/L,"Literature set"
508,7725,daphnia,0.618,"","",mg/L,"ECOTOX, Literature set"
509,7726,"daphnia, fish",0.052,0.89,"",mg/L,"ECOTOX, VEGA, Literature set"
510,7727,"alga, daphnia",0.348,"",0.17,mg/L,ECHA
511,3945,"alga, daphnia, fish",3.5,3.2,7.7,mg/L,"NITE, VEGA, Literature set"
512,7728,fish,"",0.88,"",mg/L,ECHA
513,390,"alga, daphnia, fish",9.0,10.55,11.0,mg/L,ECHA
514,7729,alga,"","",23.0,mg/L,ECHA
515,7730,fish,"",0.065,"",mg/L,ECHA
516,7731,"alga, daphnia",0.39,"",1000.71,mg/L,"Literature set, NITE"
517,7732,alga,"","",385.0,mg/L,"Literature set"
518,7733,"alga, daphnia, fish",6.1,3.47,5.47,mg/L,ECHA
519,7734,"alga, daphnia",16.6,"",7.6,mg/L,ECHA
520,3917,"alga, daphnia",1.97,"",1.12,mg/L,ECHA
521,7735,"alga, daphnia",3.67,"",10.51,mg/L,ECHA
522,7736,"daphnia, fish",2.3,6.8,"",mg/L,"ECHA, NITE, Literature set"
523,7737,daphnia,5.2,"","",mg/L,ECHA
524,7738,"alga, daphnia",13.0,"",36.0,mg/L,ECHA
525,7739,"alga, daphnia, fish",23.0,37.0,0.75,mg/L,ECHA
526,403,"alga, fish","",1445.21311827307,1799.0,mg/L,"ECHA, VEGA, Literature set"
527,7740,"alga, fish","",20.0,30.0,mg/L,ECHA
528,4250,"daphnia, fish",55.8,13.36,"",mg/L,ECHA
529,7741,daphnia,73.0,"","",mg/L,ECHA
530,7742,fish,"",2.955,"",mg/L,ECHA
531,7743,"alga, daphnia, fish",1.3,2.09,5.28,mg/L,"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, ECHA(12)"
532,7744,"alga, daphnia",14.0,"",8.6,mg/L,ECHA
533,7745,daphnia,13.1,"","",mg/L,ECHA
534,7746,alga,"","",8.46,mg/L,ECHA
535,406,"daphnia, fish",6.7,1.95,"",mg/L,"NITE, VEGA, Literature set"
536,407,"alga, daphnia",3.96,"",0.745,mg/L,ECHA
537,7747,"daphnia, fish",4.11,64.3,"",mg/L,ECHA
538,7748,"alga, daphnia, fish",24.6,16.9616764098469,381.0,mg/L,"ECHA, NITE, Literature set"
539,7749,"alga, daphnia, fish",52.0,33.1,45.9,mg/L,ECHA
540,7750,fish,"",60.0,"",mg/L,"NITE, Literature set, VEGA"
541,7751,daphnia,24.0,"","",mg/L,ECHA
542,7752,fish,"",23.8,"",mg/L,ECHA
543,7753,fish,"",36.0,"",mg/L,ECHA
544,7754,alga,"","",261.0,mg/L,ECHA
545,7269,daphnia,0.34,"","",mg/L,ECHA
546,7755,"alga, daphnia",1.01,"",1.55,mg/L,ECHA
547,7756,"alga, daphnia",4.92,"",5.11,mg/L,ECHA
548,7757,"alga, daphnia",0.6,"",0.42,mg/L,ECHA
549,3645,fish,"",113.8,"",mg/L,ECHA
550,413,fish,"",40.0,"",mg/L,ECHA
551,415,daphnia,2.4,"","",mg/L,"ECOTOX, Literature set"
552,7758,fish,"",23.0,"",mg/L,ECHA
553,7759,"alga, fish","",2.89,0.016,mg/L,"Literature set"
554,7760,"daphnia, fish",0.091,1.2,"",mg/L,"EFSA, VEGA, Literature set"
555,7761,alga,"","",150.0,mg/L,ECHA
556,419,fish,"",201.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
557,422,fish,"",622.5,"",mg/L,ECOTOX
558,7762,daphnia,0.42,"","",mg/L,EFSA
559,7763,daphnia,136.0,"","",mg/L,ECHA
560,7764,alga,"","",0.737,mg/L,"Literature set"
561,7765,"daphnia, fish",0.66,5.83,"",mg/L,"EFSA, ECOTOX"
562,4584,"daphnia, fish",19.1,480.0,"",mg/L,"ECHA, OASIS, ECOTOX"
563,435,daphnia,755.0,"","",mg/L,ECOTOX
564,433,daphnia,1.6,"","",mg/L,ECOTOX
565,7766,alga,"","",4.4,mg/L,"Literature set"
566,428,daphnia,0.69,"","",mg/L,ECHA
567,3593,fish,"",13.8,"",mg/L,"ECOTOX, Literature set"
568,443,"alga, fish","",9.3,6.3,mg/L,"NITE, VEGA, Literature set"
569,7767,"alga, daphnia",23.0,"",23.0,mg/L,ECHA
570,7768,fish,"",38.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
571,7769,alga,"","",9.55,mg/L,ECHA
572,448,"daphnia, fish",0.708,0.5,"",mg/L,"Literature set, ECOTOX"
573,7770,alga,"","",216.0,mg/L,"Literature set"
574,450,"daphnia, fish",1.202,6.0,"",mg/L,"Literature set, ECOTOX"
575,451,fish,"",33.5,"",mg/L,ECOTOX
576,7771,"alga, daphnia, fish",3.87,3.125,43.0,mg/L,ECHA
577,7772,fish,"",535.995,"",mg/L,"Literature set"
578,453,fish,"",786.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, ECHA"
579,456,fish,"",71.0,"",mg/L,ECHA
580,7773,"alga, daphnia",65.0,"",44.0,mg/L,ECHA
581,458,"alga, fish","",5451.415,6418.34,mg/L,"VEGA, Literature set"
582,7774,"alga, daphnia, fish",24.0,3.7,9.5,mg/L,ECHA
583,7775,fish,"",42.0,"",mg/L,ECHA
584,460,"alga, daphnia, fish",0.86,3.4,7.9,mg/L,"NITE, VEGA, Literature set"
585,465,"daphnia, fish",0.093,0.765,"",mg/L,"Literature set, ECOTOX"
586,467,"daphnia, fish",267.0,464.0,"",mg/L,"ECOTOX, VEGA, Literature set"
587,7776,"daphnia, fish",0.535,1.2,"",mg/L,"Literature set, ECOTOX"
588,4014,fish,"",4.77919612196512,"",mg/L,"ECOTOX, Literature set"
589,7777,"alga, fish","",17.65,24.0,mg/L,ECHA
590,7778,fish,"",8.2845567699738,"",mg/L,"OASIS, ECOTOX, EPAFHM, Literature set, VEGA"
591,7779,"alga, fish","",2.85,6.2,mg/L,ECHA
592,7780,"daphnia, fish",19.0,620.0,"",mg/L,ECHA
593,7781,fish,"",0.91,"",mg/L,ECOTOX
594,7782,daphnia,2.072,"","",mg/L,"Literature set"
595,7783,"alga, daphnia",1.9,"",4.75,mg/L,"NITE, VEGA, Literature set"
596,7784,"alga, daphnia, fish",4.5,3.2,14.0,mg/L,"ECHA, NITE, ECOTOX, Literature set"
597,350,fish,"",6.62,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
598,7785,"alga, daphnia",0.43,"",11.0,mg/L,ECHA
599,7786,"alga, daphnia, fish",0.9,46.0,15.5,mg/L,"ECHA, NITE, Literature set"
600,354,"alga, daphnia",0.58,"",0.11,mg/L,"Literature set"
601,7787,daphnia,9.23,"","",mg/L,ECHA
602,7788,"alga, daphnia",6.13,"",8.92,mg/L,ECHA
603,7789,daphnia,54.0,"","",mg/L,ECHA
604,7790,"alga, fish","",53.7,87.0,mg/L,ECHA
605,7791,"daphnia, fish",0.71,2.0892073266566,"",mg/L,"ECOTOX, VEGA, Literature set"
606,7792,fish,"",1.03,"",mg/L,ECOTOX
607,7793,daphnia,0.035,"","",mg/L,NITE
608,7794,daphnia,1.8,"","",mg/L,NITE
609,355,"alga, fish","",14.5515442549203,18.27,mg/L,"VEGA, Literature set"
610,7795,"alga, daphnia, fish",5.48,1.082,9.7,mg/L,ECHA
611,357,"alga, daphnia, fish",2.04103888879337,5.8,2.6,mg/L,"ECHA, ECOTOX, Aquatic ECETOC, OASIS, VEGA, Literature set"
612,7796,fish,"",8.397,"",mg/L,"Literature set"
613,7797,daphnia,2.44,"","",mg/L,ECOTOX
614,7798,fish,"",10.7,"",mg/L,ECOTOX
615,7799,"daphnia, fish",3.7,5.0,"",mg/L,ECHA
616,6207,"daphnia, fish",26.028,20.972077729076,"",mg/L,"VEGA, Literature set"
617,7800,"daphnia, fish",17.0,6.4,"",mg/L,ECHA
618,476,"alga, daphnia, fish",9.9,1.7,14.8,mg/L,ECHA
619,478,daphnia,24.8,"","",mg/L,ECHA
620,7801,"alga, daphnia",24.1,"",11.4,mg/L,ECHA
621,7802,"alga, daphnia, fish",68.0,141.0,81.0,mg/L,ECHA
622,7803,"alga, daphnia",0.49,"",2.9,mg/L,ECHA
623,482,"daphnia, fish",10.1,45.0,"",mg/L,ECHA
624,7804,"alga, daphnia",14.0,"",12.0,mg/L,ECHA
625,7805,daphnia,2.4,"","",mg/L,ECHA
626,7806,"alga, daphnia",11.4,"",14.5,mg/L,ECHA
627,7807,fish,"",22.2948850923983,"",mg/L,"OASIS, Literature set"
628,7808,alga,"","",0.18,mg/L,ECHA
629,7809,"alga, daphnia",1.4,"",1.6,mg/L,ECHA
630,7810,"alga, daphnia, fish",1.1,4.07,2.6,mg/L,ECHA
631,7811,"alga, daphnia",38.0,"",80.0,mg/L,ECHA
632,7812,"alga, fish","",34.3701492061761,123.32,mg/L,"ECHA, OASIS, Literature set"
633,7813,"alga, daphnia, fish",1.3,6.1,5.4,mg/L,ECHA
634,7814,"alga, daphnia",29.93,"",7.51,mg/L,ECHA
635,7815,alga,"","",43.5,mg/L,ECHA
636,7816,"alga, daphnia, fish",6.77,27.9291397643935,20.0,mg/L,"NITE, ECHA, Literature set"
637,7817,fish,"",439.75,"",mg/L,ECHA
638,7818,daphnia,13.0,"","",mg/L,ECHA
639,7819,"daphnia, fish",12.79,1.234,"",mg/L,ECHA
640,7820,fish,"",7.7,"",mg/L,ECHA
641,7821,"daphnia, fish",3.48,6.1,"",mg/L,ECHA
642,7822,fish,"",39.0,"",mg/L,ECHA
643,7823,"alga, daphnia, fish",7.6,1.3,3.1,mg/L,ECHA
644,494,alga,"","",221.0,mg/L,"Literature set"
645,6017,"alga, daphnia",131.0,"",82.0,mg/L,ECHA
646,7824,daphnia,37.5,"","",mg/L,ECHA
647,7825,"daphnia, fish",2.24,2.785,"",mg/L,"ECOTOX, EFSA, VEGA, Literature set"
648,7826,"alga, daphnia",0.54,"",1.2,mg/L,"Literature set"
649,515,"alga, daphnia",3.162,"",5.6935,mg/L,ECHA
650,7827,daphnia,0.31,"","",mg/L,ECHA
651,7828,fish,"",6.3,"",mg/L,ECHA
652,7829,"alga, daphnia, fish",2.2,15.9,12.0,mg/L,ECHA
653,7830,fish,"",0.27,"",mg/L,ECHA
654,7831,"alga, daphnia, fish",8.7,13.0,20.0,mg/L,ECHA
655,7832,"alga, daphnia",1.34,"",6.49,mg/L,ECHA
656,7833,"alga, daphnia, fish",0.56,2.64,1.03,mg/L,ECHA
657,7834,"alga, daphnia, fish",2.8,6.9,11.0,mg/L,ECHA
658,4572,fish,"",280.708245404643,"",mg/L,"Literature set"
659,7835,"alga, fish","",3.7,1.53,mg/L,ECHA
660,7836,"daphnia, fish",237.0,82.0,"",mg/L,ECHA
661,7837,daphnia,22.3,"","",mg/L,ECHA
662,7838,daphnia,0.4,"","",mg/L,"EFSA, VEGA, Literature set"
663,7839,fish,"",0.335,"",mg/L,ECOTOX
664,7840,fish,"",2.345,"",mg/L,"OASIS, ECHA"
665,7841,"alga, daphnia, fish",8.3,5.3,28.0,mg/L,ECHA
666,7842,"alga, daphnia",12.0,"",24.0,mg/L,ECHA
667,7843,fish,"",289.921369722614,"",mg/L,"ECOTOX, Literature set"
668,7844,daphnia,1.8,"","",mg/L,ECHA
669,503,"alga, daphnia, fish",11.2,55.0,41.0,mg/L,"ECHA, Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
670,7845,fish,"",42.0,"",mg/L,"ECOTOX, Literature set"
671,7846,"alga, daphnia, fish",74.4,127.504,72.5,mg/L,"ECHA, Literature set"
672,7847,fish,"",6.41013616556166,"",mg/L,OASIS
673,508,"alga, fish","",140.0,140.0,mg/L,"NITE, Aquatic ECETOC, VEGA, Literature set"
674,509,"alga, daphnia, fish",34.0,376.016781541916,107.01,mg/L,"VEGA, Literature set"
675,7848,daphnia,31.0,"","",mg/L,"Aquatic ECETOC"
676,7849,fish,"",220.0,"",mg/L,ECHA
677,7850,fish,"",0.671,"",mg/L,ECOTOX
678,4730,daphnia,316.0,"","",mg/L,ECHA
679,7851,"alga, daphnia, fish",34.0,17.0,3.3,mg/L,"NITE, VEGA, Literature set"
680,531,"daphnia, fish",17.2112199492147,272.360352896917,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
681,7852,daphnia,15.5,"","",mg/L,ECHA
682,537,fish,"",1010.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
683,533,"alga, daphnia, fish",18.2,26.95,31.66,mg/L,ECHA
684,7853,daphnia,0.0808,"","",mg/L,"EFSA, Literature set"
685,7854,fish,"",113.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
686,7855,fish,"",0.12,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
687,7856,fish,"",2180.0,"",mg/L,ECHA
688,542,fish,"",1.49597705997269,"",mg/L,"ECOTOX, Literature set"
689,7857,alga,"","",32.1,mg/L,ECHA
690,7858,"daphnia, fish",18.9,178.0,"",mg/L,"ECHA, EFSA, ECOTOX, OASIS, Literature set"
691,7859,fish,"",11.7,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set"
692,7860,"daphnia, fish",1.9,2.3,"",mg/L,ECHA
693,7861,"alga, daphnia",8.7,"",20.0,mg/L,ECHA
694,7862,daphnia,147.0,"","",mg/L,ECHA
695,7863,"daphnia, fish",750.142,162.5,"",mg/L,"VEGA, Literature set"
696,7864,fish,"",35.1,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
697,549,fish,"",8510.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, ECHA"
698,7865,"alga, daphnia",39.8,"",57.6,mg/L,ECHA
699,7866,"alga, daphnia, fish",12.2,12.42,24.7,mg/L,ECHA
700,7867,fish,"",245.0,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
701,555,fish,"",2516.65422660042,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
702,7868,daphnia,277.7,"","",mg/L,ECHA
703,557,alga,"","",710.0,mg/L,ECHA
704,7869,"alga, daphnia",28.8,"",245.0,mg/L,ECHA
705,7870,alga,"","",56.0,mg/L,ECHA
706,7871,"alga, daphnia, fish",26.0,148.0,33.0,mg/L,ECHA
707,560,fish,"",1466.0,"",mg/L,ECHA
708,7872,fish,"",3.37171289096142,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
709,7873,"alga, daphnia, fish",8.8,17.1,21.0,mg/L,ECHA
710,7874,"alga, daphnia, fish",2.3,10.55,28.0,mg/L,"ECHA, ECHA(10)"
711,6222,fish,"",280.0,"",mg/L,"Literature set, ECHA"
712,7875,fish,"",38.2,"",mg/L,ECOTOX
713,7876,alga,"","",50.69,mg/L,ECHA
714,7877,"daphnia, fish",80.0,170.0,"",mg/L,"NITE, VEGA, Literature set"
715,7878,"daphnia, fish",17.0,19.66,"",mg/L,ECHA
716,7879,fish,"",14.8,"",mg/L,"ECOTOX, Literature set"
717,7880,fish,"",57.0,"",mg/L,ECOTOX
718,7881,daphnia,0.21,"","",mg/L,EFSA
719,7882,daphnia,57.7,"","",mg/L,EFSA
720,7883,fish,"",0.275,"",mg/L,ECOTOX
721,7884,fish,"",0.3,"",mg/L,ECOTOX
722,479,daphnia,0.035,"","",mg/L,"ECOTOX, VEGA, Literature set"
723,7885,alga,"","",2.7,mg/L,"NITE, Literature set"
724,7886,"alga, daphnia, fish",0.25,0.31,2.7,mg/L,"NITE, Literature set"
725,7887,"alga, daphnia, fish",1.41,9.295,4.15,mg/L,ECHA
726,7888,daphnia,1.2,"","",mg/L,ECHA
727,7889,fish,"",3.2,"",mg/L,ECOTOX
728,7890,fish,"",35.4087626468529,"",mg/L,"Literature set, VEGA"
729,7891,fish,"",0.0084,"",mg/L,ECOTOX
730,594,"daphnia, fish",0.0,0.002330332004027,"",mg/L,"VEGA, Literature set"
731,7892,"daphnia, fish",3.8e-05,0.00264,"",mg/L,"ECOTOX, VEGA, Literature set"
732,595,"daphnia, fish",3.7e-05,0.001,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
733,4189,fish,"",0.001235,"",mg/L,"ECOTOX, ECOTOX-EPA(17), VEGA, Literature set"
734,596,fish,"",0.000623,"",mg/L,"ECOTOX, ECOTOX-EPA(12), Literature set, VEGA"
735,597,"daphnia, fish",0.000164,0.0037,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
736,598,"daphnia, fish",0.00054,0.0062,"",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
737,3501,"daphnia, fish",0.003,0.0003,"",mg/L,"VEGA, Literature set"
738,7893,daphnia,2.2e-05,"","",mg/L,"EFSA, Literature set"
739,7894,fish,"",0.012,"",mg/L,ECOTOX
740,7895,fish,"",2.8,"",mg/L,ECHA
741,7896,daphnia,27.0,"","",mg/L,ECHA
742,7897,"daphnia, fish",1.248,0.502,"",mg/L,"ECHA, ECOTOX, OASIS"
743,7898,"alga, daphnia",0.67,"",4.2,mg/L,ECHA
744,7899,"alga, daphnia, fish",28.8,11.1,21.14,mg/L,ECHA
745,7900,daphnia,4.373,"","",mg/L,ECHA
746,7901,"alga, daphnia",14.85,"",11.69,mg/L,ECHA
747,7902,"alga, daphnia, fish",0.72,1.17,1.75,mg/L,"ECHA, ECOTOX"
748,7903,"daphnia, fish",4.23,17.0801548123763,"",mg/L,"ECHA, ECOTOX, OASIS, EPAFHM"
749,7904,fish,"",68.5,"",mg/L,"ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
750,7905,"alga, fish","",0.704,1.98,mg/L,ECHA
751,7906,daphnia,0.080116576476244,"","",mg/L,"ECOTOX, OASIS, VEGA, Literature set"
