,chemical_formula,smiles,casnum,molecular_weight,species,daphnia_EC50,units,source
568,C9H9Cl2NO,CCC(=O)Nc1ccc(Cl)c(Cl)c1,709-98-8,218.07986450195312,daphnia,1.6114359150967734,log(mg/L),"VEGA, Literature set"
569,C13H22O2,C=CC(C)(CCC=C(C)C)OC(=O)CC,144-39-8,210.3125915527344,daphnia,1.029619417181158,log(mg/L),ECHA
570,C13H22O2,CCC(=O)OC1CC2CCC1(C)C2(C)C,2756-56-1,210.3125915527344,daphnia,2.3513752571634776,log(mg/L),ECHA
571,C12H22O2,CCC(=O)OC1CCC(C(C)C)CC1,63449-95-6,198.3018798828125,daphnia,1.5686159179138452,log(mg/L),ECHA
572,C5H8O2,C=COC(=O)CC,105-38-4,100.1158218383789,daphnia,2.424802725718295,log(mg/L),ECHA
573,C17H32O3,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1,141773-73-1,284.4341735839844,daphnia,1.1939224684724346,log(mg/L),ECHA
574,C11H14O2,CCC(=O)OCCc1ccccc1,122-70-3,178.2276611328125,daphnia,2.8094026953624978,log(mg/L),ECHA
575,C10H12O,CCC(=O)c1ccc(C)cc1,5337-93-9,148.20169067382812,daphnia,3.518980417318539,log(mg/L),ECHA
576,C12H24O3,CCC(C)(C)OOC1(OC)CCCCC1,125768-93-6,216.31716918945312,daphnia,2.066862759472976,log(mg/L),ECHA
577,C16H26O,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,120-95-6,234.3770446777344,daphnia,-2.120263536200091,log(mg/L),"NITE, VEGA, Literature set"
578,C11H16,CCC(C)(C)c1ccccc1,2049-95-8,148.2447509765625,daphnia,0.7884573603642703,log(mg/L),ECHA
579,C10H16N4,CCC(C)(C#N)N=NC(C)(C#N)CC,13472-08-7,192.2608337402344,daphnia,3.949318790171843,log(mg/L),ECHA
580,C10H22O,CCC(C)(O)CCCC(C)C,78-69-3,158.2810821533203,daphnia,2.653241964607215,log(mg/L),ECHA
581,C11H18O,C#CC(C)(O)CCC=C(C)CC,24173-47-5,166.26002502441406,daphnia,1.0647107369924282,log(mg/L),ECHA
582,C11H20O,C=CC(C)(O)CCC=C(C)CC,10339-55-6,168.27590942382812,daphnia,3.1354942159291497,log(mg/L),ECHA
583,C13H22O2,C=CC(C)(CCC=C(C)CC)OC(C)=O,61931-80-4,210.3125915527344,daphnia,1.029619417181158,log(mg/L),ECHA
584,C11H17N,CCC(C)=CCCC(C)=CC#N,61792-11-8,163.25938415527344,daphnia,0.9932517730102834,log(mg/L),ECHA
585,C9H16O,CCC(C)=CCCC(C)=O,24199-46-0,140.22274780273438,daphnia,3.4657359027997265,log(mg/L),ECHA
586,C4H9NO,CCC(C)=NO,96-29-7,87.120361328125,daphnia,5.298317366548036,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
587,C4H8O,CCC(C)=O,78-93-3,72.10572052001953,daphnia,5.730099782973574,log(mg/L),"NITE, VEGA, Literature set"
588,C12H17NO,CCC(C)C(=O)N(C)c1ccccc1,84434-18-4,191.2694854736328,daphnia,3.091042453358316,log(mg/L),ECHA
589,C5H10O2,CCC(C)C(=O)O,116-53-0,102.13169860839844,daphnia,4.478472532942134,log(mg/L),ECHA
590,C10H18O,CCC(C)C1CCCCC1=O,14765-30-1,154.24932861328125,daphnia,3.218875824868201,log(mg/L),ECHA
591,C48H72O14,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,65195-55-3,873.076904296875,daphnia,-9.40879131070002,log(mg/L),EFSA
592,C5H10O,CCC(C)C=O,96-17-3,86.1323013305664,daphnia,1.9740810260220096,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
593,C8H17NO,CCC(CC(C)CC)=NO,22457-23-4,143.2266845703125,daphnia,3.784189633918261,log(mg/L),ECHA
594,C8H14O2,C=CC(=O)OCC(C)CC,44914-03-6,142.195556640625,daphnia,1.7316555451583495,log(mg/L),ECHA
595,C18H30O,CCC(C)c1cc(C(C)CC)c(O)c(C(C)CC)c1,5892-47-7,262.43020629882807,daphnia,-0.3930425881096072,log(mg/L),ECHA
596,C18H30O,CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,17540-75-9,262.43020629882807,daphnia,-2.385966701933097,log(mg/L),ECHA
597,C10H12N2O5,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,88-85-7,240.21267700195312,daphnia,-1.4262197577042297,log(mg/L),"NITE, OASIS, VEGA, Literature set"
598,C10H14O,CCC(C)c1ccc(O)cc1,99-71-8,150.21755981445312,daphnia,1.1314021114911006,log(mg/L),"NITE, VEGA, Literature set"
599,C13H15N,CCC(C)c1ccc2ncccc2c1,65442-31-1,185.2649078369141,daphnia,0.5877866649021191,log(mg/L),ECHA
600,C10H14O,CCC(C)c1ccccc1O,89-72-5,150.21755981445312,daphnia,1.308332819650179,log(mg/L),"ECHA, NITE, Literature set, VEGA"
601,C12H17NO2,CCC(C)c1ccccc1OC(=O)NC,3766-81-2,207.26889038085935,daphnia,-4.268697949366879,log(mg/L),"NITE, VEGA, Literature set"
602,C9H13BrN2O2,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,314-40-9,261.11572265625,daphnia,4.597873630755453,log(mg/L),"VEGA, Literature set"
603,C6H12O2,CCC(CC)C(=O)O,88-09-5,116.1582794189453,daphnia,4.248495242049359,log(mg/L),"NITE, VEGA, Literature set"
604,C11H22O2,CCC(CC)C1CC(C)(O)CCO1,1099648-69-7,186.2911834716797,daphnia,3.6136169696133895,log(mg/L),ECHA
605,C13H23ClO,CCC(CC)CC1(C(=O)Cl)CCCCC1,211515-46-7,230.7741241455078,daphnia,2.3978952727983707,log(mg/L),ECHA
606,C9H18O3,C=CCOCC(CC)(CO)CO,682-11-1,174.2374267578125,daphnia,7.333023014386481,log(mg/L),ECHA
607,C14H24O,CCC(=CCC1CC=C(C)C1(C)C)CO,106185-75-5,208.3397674560547,daphnia,0.29266961396282,log(mg/L),ECHA
608,C15H20O6,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,15625-89-5,296.3157043457031,daphnia,2.9444389791664403,log(mg/L),ECHA
609,C6H11N3O9,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2921-92-8,269.16622924804693,daphnia,3.676300671907076,log(mg/L),ECHA
610,C3H6Cl2,CCC(Cl)Cl,78-99-9,112.9857406616211,daphnia,3.1354942159291497,log(mg/L),"Aquatic ECETOC, ECOTOX, OASIS, VEGA, Literature set"
611,C5H13NO2,CCC(N)(CO)CO,115-70-8,119.16222381591795,daphnia,5.924255797414532,log(mg/L),"NITE, Literature set"
612,C3H7NO,CCC(N)=O,79050,73.09378051757812,daphnia,4.841032509710076,log(mg/L),ECOTOX
613,C4H11NO,CCC(N)CO,96-20-8,89.13623809814453,daphnia,4.74493212836325,log(mg/L),ECHA
614,C3H6O2,CCC(=O)O,79094,74.07854461669922,daphnia,3.912023005428146,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set, EPAFHM"
615,C14H28O2,CCC(O)COC1CCCCC1C(C)(C)C,139504-68-0,228.3709259033203,daphnia,1.7749523509116738,log(mg/L),ECHA
616,C10H18O2,CC=CC(=O)OC(CC)C(C)C,1370711-06-0,170.24871826171875,daphnia,2.5649493574615367,log(mg/L),ECHA
617,C10H16O4,C=CC(=O)OCC1(CC)COCOC1,66492-51-1,200.2316436767578,daphnia,2.995732273553991,log(mg/L),ECHA
618,C12H24O,CCC1(O)CCCC1CCC(C)C,1465004-85-6,184.318359375,daphnia,2.1041341542702074,log(mg/L),ECHA
619,C20H30O2,CCC12CCC3C4=C(CCC3C1CCC2O)CC(OC)=CC4,1038-28-4,302.4510192871094,daphnia,0.6418538861723947,log(mg/L),ECHA
620,C19H26O2,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,21800-83-9,286.4085388183594,daphnia,3.194583132299156,log(mg/L),ECHA
621,C7H13NO2,CCC12COCN1COC2,7747-35-5,143.18362426757812,daphnia,3.5681232529781366,log(mg/L),"VEGA, Literature set"
622,C7H10O2,CCC1C(=O)CCC1=O,823-36-9,126.15310668945312,daphnia,4.489310299893557,log(mg/L),ECHA
623,C10H18O2,CCC1CCC(CCC(=O)O)C1,1338-24-5,170.24871826171875,daphnia,2.995732273553991,log(mg/L),"ECHA, ECOTOX"
624,C62H111N11O12,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,59865133,1202.6112060546875,daphnia,3.387241752086457,log(mg/L),ECOTOX
625,C14H18O3,CCC=CCC(C)OC(=O)c1ccccc1O,873888-84-7,234.2909240722656,daphnia,-0.962334670375562,log(mg/L),ECHA
626,C22H30O5,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,1172-63-0,374.4706115722656,daphnia,-4.422848629194137,log(mg/L),EFSA
627,C21H30O3,CCC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4466-14-2,330.46112060546875,daphnia,-4.422848629194137,log(mg/L),EFSA
628,C11H16O,CCC=CCC1=C(C)CCC1=O,488-10-8,164.244140625,daphnia,3.80666248977032,log(mg/L),ECHA
629,C22H32O2,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,6217545,328.48828125,daphnia,0.6005005794781892,log(mg/L),ECOTOX
630,C18H30O2,CCC=CCC=CCC=CCCCCCCCC(=O)O,463401,278.4295959472656,daphnia,1.3885972274865426,log(mg/L),ECOTOX
631,C10H16,C=CC=CCCC=CCC,68526-56-7,136.23403930664062,daphnia,-0.2744368457017603,log(mg/L),ECHA
632,C10H18O2,CCC=CCCOC(=O)C(C)C,41519-23-7,170.24871826171875,daphnia,2.995732273553991,log(mg/L),ECHA
633,C12H20O2,CCC=CCCOC(=O)CC=CCC,61444-38-0,196.2860107421875,daphnia,1.824549292051046,log(mg/L),ECHA
634,C13H16O2,CCC=CCCOC(=O)c1ccccc1,25152-85-6,204.2649383544922,daphnia,0.4054651081081644,log(mg/L),ECHA
635,C13H16O3,CCC=CCCOC(=O)c1ccccc1O,65405-77-8,220.26434326171875,daphnia,0.9932517730102834,log(mg/L),ECHA
636,C8H14O2,CCC=CCCOC(C)=O,3681-71-8,142.195556640625,daphnia,3.4339872044851463,log(mg/L),ECHA
637,C10H18O,C=C(C)COCCC=CCC,292605-05-1,154.24932861328125,daphnia,1.0986122886681098,log(mg/L),ECHA
638,C17H29NO3S,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,74051-80-2,327.4820556640625,daphnia,3.9723840631028393,log(mg/L),"Literature set, ECOTOX"
639,C12H22O2,CCCC(=O)OC(C)C1CCCCC1,63449-88-7,198.3018798828125,daphnia,1.547562508716013,log(mg/L),ECHA
640,C6H12O2,CCCC(=O)OCC,105-54-4,116.15827941894533,daphnia,4.758749273916392,log(mg/L),"ECHA, Literature set"
641,C9H18O2,CCCC(=O)OCCC(C)C,106-27-4,158.23802185058594,daphnia,2.0943301541735866,log(mg/L),ECHA
642,C14H26O2,CCCC(=O)OCCC(C)CCC=C(C)C,141-16-2,226.35504150390625,daphnia,-0.8915981192837836,log(mg/L),ECHA
643,C12H16O2,CCCC(=O)OCCc1ccccc1,103-52-6,192.25424194335935,daphnia,3.332204510175204,log(mg/L),ECHA
644,C11H14O2,CCCC(=O)OCc1ccccc1,103-37-7,178.2276611328125,daphnia,2.8094026953624978,log(mg/L),ECHA
645,C11H9Br2NO2,CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3861-41-4,347.0026550292969,daphnia,-3.688879454113936,log(mg/L),"Literature set, ECOTOX"
646,C13H26O2,CCCC(C)C1OCC(C)(CCC)CO1,80480-24-6,214.34434509277344,daphnia,0.5916680116100914,log(mg/L),ECHA
647,C6H12O,CCCC(C)C=O,123-15-9,100.15888214111328,daphnia,2.70805020110221,log(mg/L),"ECHA, NITE, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
648,C16H33NO2,CCCC(CCC)CCCC1COCCN1CCO,98092-92-3,271.438720703125,daphnia,1.1314021114911006,log(mg/L),ECHA
649,C13H15Cl2N3,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,66246-88-6,284.1842956542969,daphnia,1.9095425048844383,log(mg/L),EFSA
650,C4H8O2,CCCC(=O)O,107926,88.10511779785156,daphnia,4.110098871861971,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set, ECHA"
651,C6H12O,C=CC(O)CCC,4798-44-1,100.15888214111328,daphnia,5.3471075307174685,log(mg/L),"NITE, VEGA, Literature set"
652,C10H16O,CCCC1CC=C(C)C(=O)C1,1447712-18-6,152.2334442138672,daphnia,3.077312260546414,log(mg/L),ECHA
653,C9H16O,CCCC1CCC(=O)CC1,40649-36-3,140.22274780273438,daphnia,3.49650756146648,log(mg/L),ECHA
654,C8H14O2,CCCC1CCCC(=O)O1,698-76-0,142.195556640625,daphnia,3.044522437723423,log(mg/L),ECHA
655,C5H10O,CCCC1CO1,1003-14-1,86.1323013305664,daphnia,4.258445572902527,log(mg/L),ECHA
656,C15H17Cl2N3O2,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,60207901,342.2203674316406,daphnia,1.6094379124341005,log(mg/L),"ECOTOX, VEGA, Literature set"
657,C5H10,C=CCCC,109-67-1,70.13290405273439,daphnia,3.555348061489413,log(mg/L),ECHA
658,C12H15N,CCCCC(C#N)c1ccccc1,3508-98-3,173.2541961669922,daphnia,0.4700036292457356,log(mg/L),ECHA
659,C9H18O2,CCCCC(CC)C(=O)OC,816-19-3,158.23802185058594,daphnia,3.169685580677429,log(mg/L),ECHA
660,C10H20O2,CCCCC(CC)C(=O)OCC,2983-37-1,172.2646026611328,daphnia,1.840549633397487,log(mg/L),ECHA
661,C10H20O2,CCCCC(CC)C1OCCO1,4359-47-1,172.2646026611328,daphnia,2.8390784635086144,log(mg/L),ECHA
662,C8H16O,CCCCC(C=O)CC,123-05-7,128.2120361328125,daphnia,1.547562508716013,log(mg/L),"ECHA, OASIS, ECOTOX, Literature set"
663,C18H30O3S,CCCCC(CC)CCCCCc1ccc(S(=O)(=O)O)cc1,68608-89-9,326.4940185546875,daphnia,-0.1863295781914934,log(mg/L),ECHA
664,C8H17Cl,CCCCC(CC)CCl,123-04-6,148.673583984375,daphnia,-0.9808292530117262,log(mg/L),ECHA
665,C17H25NO2,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,113-48-4,275.38589477539057,daphnia,1.2809338454620642,log(mg/L),"NITE, ECOTOX, Literature set, VEGA"
666,C17H35NO,CCCCC(CC)CNC(=O)CCCCCC(C)C,93820-33-8,269.46591186523443,daphnia,-0.7444404749474959,log(mg/L),ECHA
667,C14H24N2O2S,CCCCC(CC)CNS(=O)(=O)c1ccc(N)cc1,53817-09-7,284.4175720214844,daphnia,1.5933085305042167,log(mg/L),ECHA
668,C12H22O2,C=C(C)C(=O)OCC(CC)CCCC,688-84-6,198.3018798828125,daphnia,1.5260563034950492,log(mg/L),"NITE, VEGA, Literature set"
669,C15H26O3,CCCCC(CC)COC(=O)C1CCC2OC2C1,62256-00-2,254.3651428222656,daphnia,1.8718021769015916,log(mg/L),ECHA
670,C11H20O2,C=CC(=O)OCC(CC)CCCC,103-11-7,184.2752990722656,daphnia,0.262364264467491,log(mg/L),"ECHA, ECHA(12)"
671,C11H19NO2,CCCCC(CC)COC(=O)CC#N,13361-34-7,197.2740631103516,daphnia,2.740840023925201,log(mg/L),ECHA
672,C20H38O7S,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,000577-11-7,422.57653808593744,daphnia,2.9444389791664403,log(mg/L),"VEGA, Literature set"
673,C22H42O4,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,103-23-1,370.5664978027344,daphnia,-0.4155154439616658,log(mg/L),"Aquatic ECETOC, VEGA, Literature set"
674,C11H22O2S,CCCCC(CC)COC(=O)CCS,50448-95-8,218.3561859130859,daphnia,-1.171182981502945,log(mg/L),ECHA
675,C24H34Br4O4,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,26040517,706.140380859375,daphnia,-0.0943106794712412,log(mg/L),ECOTOX
676,C24H38O4,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,117817,390.5561218261719,daphnia,1.1969481893889715,log(mg/L),"ECOTOX, Literature set"
677,C10H20O2,CCCCC(CC)COC(C)=O,103-09-3,172.2646026611328,daphnia,3.131136910560194,log(mg/L),ECHA
678,C10H22O2,CCCCC(CC)COCCO,1559-35-9,174.28048706054688,daphnia,3.817712325956905,log(mg/L),ECHA
679,C20H27O4P,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1241947,362.3997497558594,daphnia,-1.8971199848858813,log(mg/L),"ECOTOX, VEGA, Literature set"
680,C16H35O3P,CCCCC(CC)COP(=O)(O)CC(CC)CCCC,14802-03-0,306.4210510253906,daphnia,3.7612001156935615,log(mg/L),"NITE, VEGA, Literature set"
681,C16H35O4P,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,298-07-7,322.42047119140625,daphnia,2.70805020110221,log(mg/L),"NITE, ECOTOX"
682,C8H18O4S,CCCCC(CC)COS(=O)(=O)O,126-92-1,210.29112243652344,daphnia,6.180016653652572,log(mg/L),ECHA
683,C15H17ClN4,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,88671890,288.7752685546875,daphnia,1.3992105863864368,log(mg/L),"ECOTOX, EFSA"
684,C5H10O2,CCCCC(=O)O,109524,102.13169860839844,daphnia,3.7973100032295264,log(mg/L),"ECOTOX, OASIS, VEGA, Literature set"
685,C8H19NO,CCCCC(O)C(N)CC,1001354-72-8,145.24256896972656,daphnia,3.784189633918261,log(mg/L),ECHA
686,C8H14O2,CCCCC1CCC(=O)O1,104-50-7,142.195556640625,daphnia,4.259717747786098,log(mg/L),ECHA
687,C9H16O2,CCCCC1CCCC(=O)O1,3301-94-8,156.22213745117188,daphnia,3.044522437723423,log(mg/L),ECHA
688,C11H22O2,CCCCC1OC(C)CC(C)(C)O1,54546-26-8,186.2911834716797,daphnia,3.295836866004329,log(mg/L),ECHA
689,C18H32O2,CCCCC=CCCC=CCCCCCCOC(C)=O,53042-79-8,280.44549560546875,daphnia,-2.0099154790312257,log(mg/L),Literature set
690,C16H30O,CCCCC=CCCCCCCCCCC=O,53939-28-9,238.40879821777344,daphnia,-1.5278579254416775,log(mg/L),Literature set
691,C5H10O,CCCCC=O,110-62-3,86.1323013305664,daphnia,3.449987545831587,log(mg/L),"NITE, VEGA, Literature set"
692,C6H14,CCCCCC,110-54-3,86.17536163330078,daphnia,1.3708715263106788,log(mg/L),"OASIS, ECOTOX, EPAFHM, Literature set, VEGA"
693,C9H14O2,CCCCCC#CC(=O)OC,111-12-6,154.20626831054688,daphnia,-0.4780358009429998,log(mg/L),ECHA
694,C8H16O,CCCCCC(=O)CC,106-68-3,128.2120361328125,daphnia,3.044522437723423,log(mg/L),Literature set
695,C7H14O2,CCCCCC(=O)OC,106-70-7,130.18486022949222,daphnia,3.332204510175204,log(mg/L),ECHA
696,C8H16O2,CCCCCC(=O)OCC,123-66-0,144.21144104003906,daphnia,3.58351893845611,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
697,C9H20O,CCCCCC(C)(C)OC,76589-16-7,144.25450134277344,daphnia,3.1780538303479458,log(mg/L),ECHA
698,C10H22O,CCCCCC(CO)CCC,10042-59-8,158.2810821533203,daphnia,0.2851789422336624,log(mg/L),ECHA
699,C8H16O,C=CC(O)CCCCC,3391-86-4,128.2120361328125,daphnia,2.081938421878423,log(mg/L),ECHA
700,C13H24O,CCCCCC1(C)CCC(C)(C)C1=O,65443-14-3,196.32907104492188,daphnia,1.0647107369924282,log(mg/L),ECHA
701,C12H20O3,CCCCCC1C(=O)CCC1C(=O)OC,1271488-66-4,212.285400390625,daphnia,2.833213344056216,log(mg/L),ECHA
702,C15H24O3,CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,59151-19-8,252.3492584228516,daphnia,2.52011290552262,log(mg/L),ECHA
703,C9H16O2,CCCCCC1CCC(=O)O1,104-61-0,156.22213745117188,daphnia,3.951243718581428,log(mg/L),ECHA
704,C10H18O2,CCCCCC1CCCC(=O)O1,705-86-2,170.24871826171875,daphnia,3.40452517175483,log(mg/L),ECHA
705,C12H22O3,CCCCCC1COCCC1OC(C)=O,18871-14-2,214.30128479003903,daphnia,4.356708826689592,log(mg/L),ECHA
706,C12H20O2,CCCCCC=CC=CC(=O)OCC,3025-30-7,196.2860107421875,daphnia,0.3364722366212129,log(mg/L),ECHA
707,C20H32O2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,506321,304.4668884277344,daphnia,0.8389132394902423,log(mg/L),ECOTOX
708,C18H32O2,CCCCCC=CCC=CCCCCCCCC(=O)O,60333,280.44549560546875,daphnia,1.031168502443082,log(mg/L),ECOTOX
709,C6H12O,CCCCCC=O,66-25-1,100.15888214111328,daphnia,1.7227665977411035,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set"
710,C6H13Br,CCCCCCBr,111-25-1,165.07142639160156,daphnia,1.410986973710262,log(mg/L),"ECHA, ECOTOX, OASIS, EPAFHM, Literature set, VEGA"
711,C10H16O2,CCCCCCC#CC(=O)OC,111-80-8,168.23284912109375,daphnia,0.0953101798043249,log(mg/L),ECHA
712,C8H16O2,CCCCCCC(=O)CO,7019-19-4,144.21144104003906,daphnia,3.6656108271745818,log(mg/L),ECHA
713,C14H15Br2NO2,CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,56634-95-8,389.0823974609375,daphnia,-4.8283137373023015,log(mg/L),"VEGA, Literature set"
714,C8H18O,CCCCCCC(C)O,123-96-6,130.22792053222656,daphnia,3.4011973816621555,log(mg/L),"ECHA, ECOTOX"
715,C18H24N2O6,CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],6119-92-2,364.3929748535156,daphnia,-7.454208080391279,log(mg/L),EFSA
716,C12H24O2,CCCCCCC(CCCC)C(=O)O,27610-92-0,200.31776428222656,daphnia,2.772588722239781,log(mg/L),ECHA
717,C7H14O2,CCCCCCC(=O)O,111-14-8,130.18486022949222,daphnia,4.276666119016055,log(mg/L),"ECHA, NITE, VEGA, Literature set"
718,C23H46N2O2,CCCCCCC(O)CC=CCCCCCCCC(=O)NCCCN(C)C,20457-75-4,382.62353515625,daphnia,-0.964955903855436,log(mg/L),ECHA
719,C11H20O2,CCCCCCC1CCCC(=O)O1,710-04-3,184.2752990722656,daphnia,3.044522437723423,log(mg/L),ECHA
720,C10H18O2,CCCCCCC=CC(=O)OC,14952-06-8,170.24871826171875,daphnia,0.8754687373538999,log(mg/L),ECHA
721,C10H18O,CCCCCCC=CC(C)=O,10519-33-2,154.24932861328125,daphnia,0.5187937934151675,log(mg/L),EFSA
722,C7H14O,CCCCCCC=O,111-71-7,114.18546295166016,daphnia,1.4182774069729414,log(mg/L),"ECHA, OASIS"
723,C8H17NO2,CCCCCCCC(=O)NO,7377-03-9,159.22608947753906,daphnia,3.909820581872946,log(mg/L),ECHA
724,C10H20O2,CCCCCCCC(=O)OCC,106-32-1,172.2646026611328,daphnia,2.066862759472976,log(mg/L),ECHA
725,C15H17Br2NO2,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,1689-99-2,403.1089782714844,daphnia,-2.864704011147587,log(mg/L),"Aquatic ECETOC(11), VEGA, Literature set"
726,C15H17I2NO2,CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,3861-47-0,497.1099243164063,daphnia,-4.509860006183766,log(mg/L),Literature set
727,C11H20O2,CCCCCCCC1CCC(=O)O1,104-67-6,184.2752990722656,daphnia,1.3862943611198906,log(mg/L),ECHA
728,C12H22O,CCCCCCCC1CCCC1=O,137-03-1,182.302490234375,daphnia,0.7884573603642703,log(mg/L),ECHA
729,C11H23NO,CCCCCCCCC(=O)N(C)C,6225-08-7,185.30642700195312,daphnia,2.2648832258100344,log(mg/L),ECHA
730,C10H20O,CCCCCCCCC(C)=O,693-54-9,156.26519775390625,daphnia,1.252762968495368,log(mg/L),"NITE, VEGA, Literature set"
731,C11H21N,CCCCCCCCC(C)C#N,69300-15-8,167.2911376953125,daphnia,0.1823215567939546,log(mg/L),ECHA
732,C9H18O2,CCCCCCCCC(=O)O,68937-75-7,158.23802185058594,daphnia,4.491979091215076,log(mg/L),"ECHA, VEGA, Literature set"
733,C10H22O2,CCCCCCCCC(O)CO,1119-86-4,174.28048706054688,daphnia,3.2386784521643803,log(mg/L),ECHA
734,C22H43NO3,CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,000093-83-4,369.5817260742188,daphnia,-2.995732273553991,log(mg/L),"VEGA, Literature set, ECHA, NITE"
735,C21H40O4,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,111-03-5,356.5399169921875,daphnia,3.8918202981106265,log(mg/L),"NITE, Literature set"
736,C22H45NO2,CCCCCCCCC=CCCCCCCCCN(CCO)CCO,25307-17-9,355.59820556640625,daphnia,-3.146555163288575,log(mg/L),ECHA
737,C9H18O,CCCCCCCCC=O,124-19-6,142.23861694335938,daphnia,0.4317824164255378,log(mg/L),ECHA
738,C11H22O2,CCCCCCCCCC(=O)OC,110-42-9,186.2911834716797,daphnia,0.0953101798043249,log(mg/L),ECHA
739,C14H28O2,CCCCCCCCCC(=O)OCCCC,30673-36-0,228.3709259033203,daphnia,-2.407945608651872,log(mg/L),ECHA
740,C12H24O,CCCCCCCCCC(C)C=O,110-41-8,184.318359375,daphnia,-1.5606477482646683,log(mg/L),ECHA
741,C10H20O,CCCCCCCCCC=O,112-31-2,156.26519775390625,daphnia,0.1570037488096647,log(mg/L),"ECHA, OASIS"
742,C12H24,C=CCCCCCCCCCC,112-41-4,168.3189697265625,daphnia,-0.9675840262617056,log(mg/L),"ECHA, NITE, Literature set"
743,C16H26O3,CCCCCCCCCCC=CC1CC(=O)OC1=O,025377-73-5,266.3758544921875,daphnia,2.5649493574615367,log(mg/L),"VEGA, Literature set, NITE"
744,C14H29NO,CCCCCCCCCCCC(=O)N(C)C,3007-53-2,227.3861694335937,daphnia,-1.2378743560016174,log(mg/L),ECHA
745,C15H29NO3,CCCCCCCCCCCC(=O)N(C)CC(=O)O,137-16-6,271.39566040039057,daphnia,2.187174241482718,log(mg/L),ECHA
746,C15H31NO4S,CCCCCCCCCCCC(=O)N(C)CCS(=O)(=O)O,4337-75-1,321.4759521484375,daphnia,2.009555414215669,log(mg/L),ECHA
747,C17H31NO5,CCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,29923-31-7,329.4317321777344,daphnia,3.8918202981106265,log(mg/L),ECHA
748,C20H40N4O3,CCCCCCCCCCCC(=O)NC(CCCNC(=N)N)C(=O)OCC,60372-77-2,384.5566101074218,daphnia,1.8779371654691075,log(mg/L),ECHA
749,C20H43N2O5S,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CS(=O)(=O)O,68139-30-0,423.6308288574219,daphnia,2.3978952727983707,log(mg/L),ECHA
