id,comp_id,molecule_chembl_id,species,mic,units,censoring,molecular_weight,assay_parameters,source,source_journal
559,10642,CHEMBL4467386,"Escherichia coli",8.0,ug.mL-1,"'='",2739.49,"","Scientific Literature","Eur J Med Chem"
560,10643,CHEMBL1094649,"Escherichia coli",128.0,ug.mL-1,"'='",1600.66,"","Scientific Literature","J. Med. Chem."
561,10644,CHEMBL1952382,"Escherichia coli",256.0,ug.mL-1,"'>'",274.28,"","Scientific Literature","Eur. J. Med. Chem."
562,10645,CHEMBL1934607,"Escherichia coli",64.0,ug.mL-1,"'>'",358.35,"","Scientific Literature","Bioorg. Med. Chem."
563,10646,CHEMBL1084512,"Escherichia coli",64.0,ug.mL-1,"'>'",404.42,"","Scientific Literature","Bioorg. Med. Chem. Lett."
564,10647,CHEMBL2059831,"Escherichia coli",0.017,ug.mL-1,"'='",370.8,"","Scientific Literature","Bioorg. Med. Chem. Lett."
565,10648,CHEMBL574094,"Escherichia coli",128.0,ug.mL-1,"'>'",306.33,"","Scientific Literature","Eur. J. Med. Chem."
566,10649,CHEMBL465200,"Escherichia coli",100.0,ug.mL-1,"'>'",344.5,"","Scientific Literature","Bioorg. Med. Chem. Lett."
567,10650,CHEMBL2047782,"Escherichia coli",6.25,ug.mL-1,"'='",390.26,"","Scientific Literature","Bioorg. Med. Chem. Lett."
568,10651,CHEMBL512845,"Escherichia coli",20.0,ug.mL-1,"'>'",244.29,"","Scientific Literature","Bioorg. Med. Chem. Lett."
569,10652,CHEMBL1765646,"Escherichia coli",25.0,ug.mL-1,"'='",572.8,"","Scientific Literature","J. Med. Chem."
570,10653,CHEMBL1765647,"Escherichia coli",6.25,ug.mL-1,"'='",798.87,"","Scientific Literature","J. Med. Chem."
571,10654,CHEMBL1771504,"Escherichia coli",21.9,ug.mL-1,"'='",387.42,"","Scientific Literature","Eur. J. Med. Chem."
572,10655,CHEMBL1771464,"Escherichia coli",16.0,ug.mL-1,"'>'",394.44,"","Scientific Literature","Bioorg. Med. Chem. Lett."
573,10656,CHEMBL1771477,"Escherichia coli",16.0,ug.mL-1,"'>'",395.42,"","Scientific Literature","Bioorg. Med. Chem. Lett."
574,10657,CHEMBL1098321,"Escherichia coli",128.0,ug.mL-1,"'>'",295.32,"","Scientific Literature","Eur. J. Med. Chem."
575,10658,CHEMBL3423280,"Escherichia coli",128.0,ug.mL-1,"'>'",296.76,"","Scientific Literature","Eur. J. Med. Chem."
576,10659,CHEMBL3425800,"Escherichia coli",8.0,ug.mL-1,"'='",541.97,"","Scientific Literature","Bioorg. Med. Chem. Lett."
577,10660,CHEMBL3400817,"Escherichia coli",4.0,ug.mL-1,"'='",507.52,"","Scientific Literature","Bioorg. Med. Chem. Lett."
578,10661,CHEMBL2285907,"Escherichia coli",128.0,ug.mL-1,"'>'",272.17,"","Scientific Literature","Eur. J. Med. Chem."
579,10662,CHEMBL3310388,"Escherichia coli",3.125,ug.mL-1,"'='",331.33,"","Scientific Literature","Bioorg. Med. Chem. Lett."
580,10663,CHEMBL3310375,"Escherichia coli",3.125,ug.mL-1,"'='",349.3,"","Scientific Literature","Bioorg. Med. Chem. Lett."
581,10664,CHEMBL3425809,"Escherichia coli",32.0,ug.mL-1,"'='",521.51,"","Scientific Literature","Bioorg. Med. Chem. Lett."
582,10665,CHEMBL116438,"Escherichia coli",128.0,ug.mL-1,"'>'",368.39,"","Scientific Literature","Eur. J. Med. Chem."
583,10666,CHEMBL577828,"Escherichia coli",62.5,ug.mL-1,"'='",516.38,"","Scientific Literature","Eur. J. Med. Chem."
584,10667,CHEMBL576749,"Escherichia coli",62.5,ug.mL-1,"'='",560.83,"","Scientific Literature","Eur. J. Med. Chem."
585,10668,CHEMBL3423299,"Escherichia coli",128.0,ug.mL-1,"'='",286.16,"","Scientific Literature","Eur. J. Med. Chem."
586,10669,CHEMBL1451840,"Escherichia coli",128.0,ug.mL-1,"'='",277.32,"","Scientific Literature","Eur. J. Med. Chem."
587,10670,CHEMBL3422979,"Escherichia coli",64.0,ug.mL-1,"'='",475.55,"","Scientific Literature","Bioorg. Med. Chem. Lett."
588,10671,CHEMBL3423277,"Escherichia coli",128.0,ug.mL-1,"'='",292.34,"","Scientific Literature","Eur. J. Med. Chem."
589,10672,CHEMBL472587,"Escherichia coli",1.0,ug.mL-1,"'='",570.56,"","Scientific Literature","Eur. J. Med. Chem."
590,10673,CHEMBL4438901,"Escherichia coli",32.0,ug.mL-1,"'>'",687.95,"","Scientific Literature","Eur J Med Chem"
591,10138,CHEMBL8,"Escherichia coli",0.008,ug.mL-1,"'='",331.35,"","Scientific Literature","Bioorg. Med. Chem. Lett."
592,10674,CHEMBL606552,"Escherichia coli",128.0,ug.mL-1,"'>'",323.35,"","Scientific Literature","J. Med. Chem."
593,10675,CHEMBL4467795,"Escherichia coli",4.0,ug.mL-1,"'='",836.91,"","Scientific Literature","Eur J Med Chem"
594,10138,CHEMBL8,"Escherichia coli",8.0,ug.mL-1,"'='",331.35,"","Scientific Literature","Eur J Med Chem"
595,10676,CHEMBL4455217,"Escherichia coli",64.0,ug.mL-1,"'>'",298.38,"","Scientific Literature","Eur J Med Chem"
596,10677,CHEMBL4456426,"Escherichia coli",4.0,ug.mL-1,"'='",368.46,"","Scientific Literature","J Med Chem"
597,10678,CHEMBL4581131,"Escherichia coli",64.0,ug.mL-1,"'>'",284.35,"","Scientific Literature","Eur J Med Chem"
598,10679,CHEMBL4582437,"Escherichia coli",128.0,ug.mL-1,"'='",893.13,"","Scientific Literature","Eur J Med Chem"
599,10680,CHEMBL4515400,"Escherichia coli",64.0,ug.mL-1,"'='",892.14,"","Scientific Literature","Eur J Med Chem"
600,10681,CHEMBL2417807,"Escherichia coli",31.5,ug.mL-1,"'='",458.42,"","Scientific Literature","Eur. J. Med. Chem."
601,10682,CHEMBL3400847,"Escherichia coli",256.0,ug.mL-1,"'>'",838.13,"","Scientific Literature","Bioorg. Med. Chem. Lett."
602,10683,CHEMBL3402181,"Escherichia coli",8.0,ug.mL-1,"'='",521.55,"","Scientific Literature","Bioorg. Med. Chem. Lett."
603,10684,CHEMBL3261915,"Escherichia coli",256.0,ug.mL-1,"'>'",396.14,"","Scientific Literature","J. Med. Chem."
604,10397,CHEMBL1911477,"Escherichia coli",0.1,ug.mL-1,"'='",393.3,"","Scientific Literature","Eur. J. Med. Chem."
605,10685,CHEMBL3216767,"Escherichia coli",64.0,ug.mL-1,"'='",282.15,"","Scientific Literature","Bioorg. Med. Chem."
606,10686,CHEMBL2283587,"Escherichia coli",100.0,ug.mL-1,"'='",394.53,"","Scientific Literature","Med Chem Res"
607,10687,CHEMBL475580,"Escherichia coli",50.0,ug.mL-1,"'='",346.86,"","Scientific Literature","Eur. J. Med. Chem."
608,10688,CHEMBL574320,"Escherichia coli",31.25,ug.mL-1,"'='",368.06,"","Scientific Literature","Eur. J. Med. Chem."
609,10689,CHEMBL3605020,"Escherichia coli",4.0,ug.mL-1,"'='",564.62,"","Scientific Literature","Bioorg. Med. Chem. Lett."
610,10690,CHEMBL3288206,"Escherichia coli",15.6,ug.mL-1,"'='",1012.36,"","Scientific Literature","Eur. J. Med. Chem."
611,10691,CHEMBL3288207,"Escherichia coli",15.6,ug.mL-1,"'='",1125.52,"","Scientific Literature","Eur. J. Med. Chem."
612,10692,CHEMBL2059844,"Escherichia coli",0.33,ug.mL-1,"'='",446.25,"","Scientific Literature","Bioorg. Med. Chem. Lett."
613,10693,CHEMBL3605147,"Escherichia coli",2.0,ug.mL-1,"'='",529.52,"","Scientific Literature","Bioorg. Med. Chem. Lett."
614,10694,CHEMBL3331312,"Escherichia coli",1.0,ug.mL-1,"'='",440.83,"","Scientific Literature","Eur. J. Med. Chem."
615,10695,CHEMBL3422980,"Escherichia coli",64.0,ug.mL-1,"'='",479.97,"","Scientific Literature","Bioorg. Med. Chem. Lett."
616,10696,CHEMBL3331316,"Escherichia coli",0.25,ug.mL-1,"'='",407.38,"","Scientific Literature","Eur. J. Med. Chem."
617,10697,CHEMBL44354,"Escherichia coli",0.125,ug.mL-1,"'='",546.59,"","Scientific Literature","Antimicrob. Agents Chemother."
618,10698,CHEMBL996,"Escherichia coli",4.0,ug.mL-1,"'='",427.46,"","Scientific Literature","Antimicrob. Agents Chemother."
619,10699,CHEMBL2348578,"Escherichia coli",1.56,ug.mL-1,"'='",376.35,"","Scientific Literature","Bioorg. Med. Chem."
620,10700,CHEMBL3338937,"Escherichia coli",32.0,ug.mL-1,"'='",383.37,"","Scientific Literature","Bioorg. Med. Chem. Lett."
621,10701,CHEMBL2262811,"Escherichia coli",250.0,ug.mL-1,"'='",374.49,"","Scientific Literature","Med Chem Res"
622,10702,CHEMBL4566012,"Escherichia coli",32.0,ug.mL-1,"'>'",595.15,"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well"," NBS"," CORNING #3640  | TIME = 18.0 hr"
623,10703,CHEMBL3338940,"Escherichia coli",4.0,ug.mL-1,"'='",574.6,"","Scientific Literature","Bioorg. Med. Chem. Lett."
624,10704,CHEMBL3331321,"Escherichia coli",0.125,ug.mL-1,"'='",407.38,"","Scientific Literature","Eur. J. Med. Chem."
625,10705,CHEMBL4559764,"Escherichia coli",250.0,ug.mL-1,"'='",458.73,"","Scientific Literature","J Nat Prod"
626,10706,CHEMBL3288532,"Escherichia coli",31.25,ug.mL-1,"'='",1040.41,"","Scientific Literature","Eur. J. Med. Chem."
627,10707,CHEMBL2262810,"Escherichia coli",250.0,ug.mL-1,"'='",374.49,"","Scientific Literature","Med Chem Res"
628,10248,CHEMBL2221249,"Escherichia coli",0.125,ug.mL-1,"'='",2296.97,"","Scientific Literature","Eur J Med Chem"
629,10708,CHEMBL4092084,"Escherichia coli",128.0,ug.mL-1,"'>'",247.7,"","Scientific Literature","Bioorg Med Chem Lett"
630,10709,CHEMBL1946879,"Escherichia coli",25.0,ug.mL-1,"'='",313.18,"","Scientific Literature","Eur. J. Med. Chem."
631,10710,CHEMBL4587241,"Escherichia coli",128.0,ug.mL-1,"'>'",676.89,"","Scientific Literature","Bioorg Med Chem"
632,10711,CHEMBL4524628,"Escherichia coli",64.0,ug.mL-1,"'='",322.5,"","Scientific Literature","Eur J Med Chem"
633,10712,CHEMBL4469530,"Escherichia coli",16.0,ug.mL-1,"'='",325.5,"","Scientific Literature","Eur J Med Chem"
634,10713,CHEMBL3234395,"Escherichia coli",128.0,ug.mL-1,"'>'",397.25,"","Scientific Literature","J. Nat. Prod."
635,10714,CHEMBL3236796,"Escherichia coli",32.0,ug.mL-1,"'>'",342.4,"","Scientific Literature","Bioorg. Med. Chem. Lett."
636,10715,CHEMBL2234915,"Escherichia coli",12.5,ug.mL-1,"'='",382.51,"","Scientific Literature","Med Chem Res"
637,10138,CHEMBL8,"Escherichia coli",0.125,ug.mL-1,"'='",331.35,"","Scientific Literature","Eur J Med Chem"
638,10716,CHEMBL4571283,"Escherichia coli",32.0,ug.mL-1,"'='",3599.27,"","Scientific Literature","Eur J Med Chem"
639,10717,CHEMBL3260845,"Escherichia coli",62.5,ug.mL-1,"'='",475.77,"","Scientific Literature","Bioorg. Med. Chem. Lett."
640,10718,CHEMBL2414972,"Escherichia coli",64.0,ug.mL-1,"'>'",527.58,"","Scientific Literature","Eur. J. Med. Chem."
641,10719,CHEMBL3265086,"Escherichia coli",50.0,ug.mL-1,"'='",357.45,"","Scientific Literature","Eur. J. Med. Chem."
642,10720,CHEMBL4476379,"Escherichia coli",250.0,ug.mL-1,"'='",348.37,"","Scientific Literature","Eur J Med Chem"
643,10721,CHEMBL4447873,"Escherichia coli",512.0,ug.mL-1,"'='",651.91,"","Scientific Literature","Eur J Med Chem"
644,10722,CHEMBL470920,"Escherichia coli",50.0,ug.mL-1,"'='",289.13,"","Scientific Literature","Eur. J. Med. Chem."
645,10723,CHEMBL4470199,"Escherichia coli",64.0,ug.mL-1,"'='",381.56,"","Scientific Literature","Eur J Med Chem"
646,10724,CHEMBL4542887,"Escherichia coli",64.0,ug.mL-1,"'='",367.54,"","Scientific Literature","Eur J Med Chem"
647,10725,CHEMBL4457068,"Escherichia coli",32.0,ug.mL-1,"'='",367.54,"","Scientific Literature","Eur J Med Chem"
648,10726,CHEMBL3331311,"Escherichia coli",0.25,ug.mL-1,"'='",468.46,"","Scientific Literature","Eur. J. Med. Chem."
649,10723,CHEMBL4470199,"Escherichia coli",100.0,ug.mL-1,"'>'",381.56,"","Scientific Literature","Eur J Med Chem"
650,10727,CHEMBL3327032,"Escherichia coli",128.0,ug.mL-1,"'>'",496.35,"","Scientific Literature","J. Nat. Prod."
651,10728,CHEMBL3331314,"Escherichia coli",0.5,ug.mL-1,"'='",454.86,"","Scientific Literature","Eur. J. Med. Chem."
652,10729,CHEMBL3331317,"Escherichia coli",0.06,ug.mL-1,"'='",407.38,"","Scientific Literature","Eur. J. Med. Chem."
653,10730,CHEMBL3331322,"Escherichia coli",0.125,ug.mL-1,"'='",469.45,"","Scientific Literature","Eur. J. Med. Chem."
654,10731,CHEMBL3605017,"Escherichia coli",4.0,ug.mL-1,"'='",564.62,"","Scientific Literature","Bioorg. Med. Chem. Lett."
655,10732,CHEMBL475150,"Escherichia coli",50.0,ug.mL-1,"'='",297.57,"","Scientific Literature","Eur. J. Med. Chem."
656,10733,CHEMBL553193,"Escherichia coli",32.0,ug.mL-1,"'='",964.25,"","Scientific Literature","Eur. J. Med. Chem."
657,10734,CHEMBL3234403,"Escherichia coli",128.0,ug.mL-1,"'>'",397.25,"","Scientific Literature","J. Nat. Prod."
658,10537,CHEMBL29,"Escherichia coli",128.0,ug.mL-1,"'>'",334.4,"","Scientific Literature","J. Nat. Prod."
659,10735,CHEMBL471572,"Escherichia coli",50.0,ug.mL-1,"'='",312.24,"","Scientific Literature","Eur. J. Med. Chem."
660,10736,CHEMBL3329318,"Escherichia coli",64.0,ug.mL-1,"'>'",392.42,"","Scientific Literature","Eur. J. Med. Chem."
661,10737,CHEMBL4466549,"Escherichia coli",32.0,ug.mL-1,"'>'",271.24,"","Scientific Literature","J Med Chem"
662,10738,CHEMBL4076029,"Escherichia coli",128.0,ug.mL-1,"'>'",297.71,"","Scientific Literature","Bioorg Med Chem Lett"
663,10739,CHEMBL4580019,"Escherichia coli",32.0,ug.mL-1,"'>'",354.24,"","Scientific Literature","J Med Chem"
664,9,CHEMBL363992,"Escherichia coli",32.0,ug.mL-1,"'>'",304.77,"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well"," NBS"," CORNING #3640  | TIME = 18.0 hr"
665,10740,CHEMBL2012911,"Escherichia coli",8.0,ug.mL-1,"'='",287.32,"","Scientific Literature","Bioorg. Med. Chem. Lett."
666,10741,CHEMBL460033,"Escherichia coli",128.0,ug.mL-1,"'>'",218.34,"","Scientific Literature","J. Nat. Prod."
667,10742,CHEMBL1910875,"Escherichia coli",20.0,ug.mL-1,"'>'",470.65,"","Scientific Literature","J. Nat. Prod."
668,10743,CHEMBL2282636,"Escherichia coli",100.0,ug.mL-1,"'='",565.43,"","Scientific Literature","Med Chem Res"
669,10744,CHEMBL4472060,"Escherichia coli",10.0,ug.mL-1,"'='",459.44,"","Scientific Literature","Eur J Med Chem"
670,10745,CHEMBL3098903,"Escherichia coli",256.0,ug.mL-1,"'>'",393.78,"","Scientific Literature","Eur. J. Med. Chem."
671,10746,CHEMBL3086008,"Escherichia coli",0.78,ug.mL-1,"'='",417.81,"","Scientific Literature","Eur. J. Med. Chem."
672,10747,CHEMBL3098252,"Escherichia coli",25.0,ug.mL-1,"'='",342.38,"","Scientific Literature","Bioorg. Med. Chem. Lett."
673,10748,CHEMBL3086843,"Escherichia coli",64.0,ug.mL-1,"'>'",318.24,"","Scientific Literature","J. Nat. Prod."
674,10151,CHEMBL33,"Escherichia coli",0.125,ug.mL-1,"'='",361.37,"","Scientific Literature","Antimicrob. Agents Chemother."
675,10749,CHEMBL4587812,"Escherichia coli",4.0,ug.mL-1,"'='",447.53,"","Scientific Literature","Eur J Med Chem"
676,10750,CHEMBL1645590,"Escherichia coli",64.0,ug.mL-1,"'>'",884.17,"","Scientific Literature","Bioorg. Med. Chem. Lett."
677,10751,CHEMBL3236785,"Escherichia coli",32.0,ug.mL-1,"'>'",461.6,"","Scientific Literature","Bioorg. Med. Chem. Lett."
678,10752,CHEMBL2151449,"Escherichia coli",1.56,ug.mL-1,"'='",414.01,"","Scientific Literature","Bioorg. Med. Chem. Lett."
679,10753,CHEMBL2151454,"Escherichia coli",3.125,ug.mL-1,"'='",449.1,"","Scientific Literature","Bioorg. Med. Chem. Lett."
680,10754,CHEMBL2035669,"Escherichia coli",6250.0,ug.mL-1,"'='",194.19,"","Scientific Literature","Bioorg. Med. Chem. Lett."
681,10755,CHEMBL1163994,"Escherichia coli",128.0,ug.mL-1,"'>'",210.2,"","Scientific Literature","Bioorg. Med. Chem."
682,10756,CHEMBL1165613,"Escherichia coli",128.0,ug.mL-1,"'>'",234.29,"","Scientific Literature","Bioorg. Med. Chem."
683,10757,CHEMBL1945479,"Escherichia coli",256.0,ug.mL-1,"'='",556.38,"","Scientific Literature","Eur. J. Med. Chem."
684,10758,CHEMBL3400848,"Escherichia coli",256.0,ug.mL-1,"'='",820.12,"","Scientific Literature","Bioorg. Med. Chem. Lett."
685,10759,CHEMBL3580982,"Escherichia coli",100.0,ug.mL-1,"'>'",322.36,"","Scientific Literature","J. Nat. Prod."
686,10760,CHEMBL4464854,"Escherichia coli",32.0,ug.mL-1,"'>'",722.39,"","Scientific Literature","Eur J Med Chem"
687,10761,CHEMBL3288209,"Escherichia coli",15.6,ug.mL-1,"'='",1153.53,"","Scientific Literature","Eur. J. Med. Chem."
688,10762,CHEMBL4519410,"Escherichia coli",0.5,ug.mL-1,"'='",478.55,"","Scientific Literature","J Med Chem"
689,10763,CHEMBL194126,"Escherichia coli",0.5,ug.mL-1,"'='",449.55,"","Scientific Literature","J Med Chem"
690,10764,CHEMBL3344346,"Escherichia coli",50.0,ug.mL-1,"'>'",398.85,"","Scientific Literature","Bioorg. Med. Chem."
691,10765,CHEMBL2393499,"Escherichia coli",50.0,ug.mL-1,"'>'",382.39,"","Scientific Literature","Bioorg. Med. Chem."
692,10766,CHEMBL3604799,"Escherichia coli",2.0,ug.mL-1,"'='",507.57,"","Scientific Literature","Bioorg. Med. Chem. Lett."
693,10767,CHEMBL3086007,"Escherichia coli",6.25,ug.mL-1,"'='",317.22,"","Scientific Literature","Eur. J. Med. Chem."
694,10247,CHEMBL532,"Escherichia coli",32.0,ug.mL-1,"'='",733.94,"","Scientific Literature","J. Nat. Prod."
695,10768,CHEMBL4475550,"Escherichia coli",16.0,ug.mL-1,"'='",255.29,"","Scientific Literature","ACS Med Chem Lett"
696,10769,CHEMBL370143,"Escherichia coli",4.0,ug.mL-1,"'='",615.63,"","Scientific Literature","Bioorg. Med. Chem."
697,10770,CHEMBL3088299,"Escherichia coli",100.0,ug.mL-1,"'='",485.54,"","Scientific Literature","Eur. J. Med. Chem."
698,10771,CHEMBL3098886,"Escherichia coli",64.0,ug.mL-1,"'='",445.85,"","Scientific Literature","Eur. J. Med. Chem."
699,10772,CHEMBL1290024,"Escherichia coli",128.0,ug.mL-1,"'='",461.45,"","Scientific Literature","Eur. J. Med. Chem."
700,10773,CHEMBL1290236,"Escherichia coli",128.0,ug.mL-1,"'>'",437.4,"","Scientific Literature","Eur. J. Med. Chem."
701,10774,CHEMBL1290350,"Escherichia coli",128.0,ug.mL-1,"'>'",451.43,"","Scientific Literature","Eur. J. Med. Chem."
702,10775,CHEMBL1290690,"Escherichia coli",128.0,ug.mL-1,"'='",455.39,"","Scientific Literature","Eur. J. Med. Chem."
703,10776,CHEMBL4449510,"Escherichia coli",64.0,ug.mL-1,"'>'",515.52,"","Scientific Literature","Eur J Med Chem"
704,10777,CHEMBL3088297,"Escherichia coli",100.0,ug.mL-1,"'='",390.78,"","Scientific Literature","Eur. J. Med. Chem."
705,10778,CHEMBL3236790,"Escherichia coli",32.0,ug.mL-1,"'>'",294.74,"","Scientific Literature","Bioorg. Med. Chem. Lett."
706,10779,CHEMBL3234398,"Escherichia coli",128.0,ug.mL-1,"'>'",431.7,"","Scientific Literature","J. Nat. Prod."
707,10780,CHEMBL3234391,"Escherichia coli",128.0,ug.mL-1,"'>'",328.36,"","Scientific Literature","J. Nat. Prod."
708,10781,CHEMBL1834802,"Escherichia coli",12.5,ug.mL-1,"'='",553.21,"","Scientific Literature","Eur. J. Med. Chem."
709,10782,CHEMBL453388,"Escherichia coli",6.25,ug.mL-1,"'='",403.46,"","Scientific Literature","Eur. J. Med. Chem."
710,10537,CHEMBL29,"Escherichia coli",22.36,ug.mL-1,"'='",334.4,"","Scientific Literature","Bioorg. Med. Chem."
711,10783,CHEMBL4535737,"Escherichia coli",62.5,ug.mL-1,"'='",509.49,"","Scientific Literature","Eur J Med Chem"
712,10784,CHEMBL4540619,"Escherichia coli",16.0,ug.mL-1,"'='",1585.06,"","Scientific Literature","J Med Chem"
713,10785,CHEMBL4579762,"Escherichia coli",50.0,ug.mL-1,"'='",367.54,"","Scientific Literature","Bioorg Med Chem"
714,10786,CHEMBL3605140,"Escherichia coli",4.0,ug.mL-1,"'='",507.57,"","Scientific Literature","Bioorg. Med. Chem. Lett."
715,10787,CHEMBL16901,"Escherichia coli",256.0,ug.mL-1,"'>'",266.34,"","Scientific Literature","Bioorg Med Chem Lett"
716,10788,CHEMBL2063821,"Escherichia coli",250.0,ug.mL-1,"'='",363.84,"","Scientific Literature","Bioorg. Med. Chem. Lett."
717,10789,CHEMBL2059837,"Escherichia coli",0.012,ug.mL-1,"'='",340.77,"","Scientific Literature","Bioorg. Med. Chem. Lett."
718,10790,CHEMBL176,"Escherichia coli",1.56,ug.mL-1,"'='",483.52,"","Scientific Literature","Bioorg. Med. Chem. Lett."
719,10791,CHEMBL3400571,"Escherichia coli",62.0,ug.mL-1,"'='",656.81,"","Scientific Literature","Bioorg. Med. Chem. Lett."
720,10792,CHEMBL492141,"Escherichia coli",50.0,ug.mL-1,"'='",258.21,"","Scientific Literature","Eur. J. Med. Chem."
721,10473,CHEMBL174,"Escherichia coli",200.0,ug.mL-1,"'='",349.41,"","Scientific Literature","Bioorg. Med. Chem. Lett."
722,10793,CHEMBL3288229,"Escherichia coli",15.6,ug.mL-1,"'='",669.88,"","Scientific Literature","Eur. J. Med. Chem."
723,10794,CHEMBL3288234,"Escherichia coli",15.6,ug.mL-1,"'='",883.2,"","Scientific Literature","Eur. J. Med. Chem."
724,10795,CHEMBL3288241,"Escherichia coli",31.2,ug.mL-1,"'>'",1181.63,"","Scientific Literature","Eur. J. Med. Chem."
725,10796,CHEMBL2336404,"Escherichia coli",16.0,ug.mL-1,"'='",434.44,"","Scientific Literature","Bioorg. Med. Chem. Lett."
726,10797,CHEMBL2415022,"Escherichia coli",16.0,ug.mL-1,"'='",556.51,"","Scientific Literature","Eur. J. Med. Chem."
727,10798,CHEMBL3265092,"Escherichia coli",50.0,ug.mL-1,"'='",571.33,"","Scientific Literature","Eur. J. Med. Chem."
728,10799,CHEMBL3288531,"Escherichia coli",7.8,ug.mL-1,"'='",984.3,"","Scientific Literature","Eur. J. Med. Chem."
729,10800,CHEMBL4462003,"Escherichia coli",1.0,ug.mL-1,"'='",364.42,"","Scientific Literature","J Med Chem"
730,10801,CHEMBL1834664,"Escherichia coli",12.5,ug.mL-1,"'='",395.36,"","Scientific Literature","Eur. J. Med. Chem."
731,10802,CHEMBL1834734,"Escherichia coli",25.0,ug.mL-1,"'='",514.35,"","Scientific Literature","Eur. J. Med. Chem."
732,10803,CHEMBL2424894,"Escherichia coli",0.001,ug.mL-1,"'='",450.51,"","Scientific Literature","J. Med. Chem."
733,10804,CHEMBL3331308,"Escherichia coli",0.125,ug.mL-1,"'='",468.46,"","Scientific Literature","Eur. J. Med. Chem."
734,10805,CHEMBL573851,"Escherichia coli",128.0,ug.mL-1,"'>'",324.77,"","Scientific Literature","Eur. J. Med. Chem."
735,10806,CHEMBL502315,"Escherichia coli",50.0,ug.mL-1,"'='",240.22,"","Scientific Literature","Eur. J. Med. Chem."
736,10807,CHEMBL2297700,"Escherichia coli",62.5,ug.mL-1,"'='",459.53,"","Scientific Literature","Med Chem Res"
737,10808,CHEMBL4520536,"Escherichia coli",32.0,ug.mL-1,"'>'",928.85,"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well"," NBS"," CORNING #3640  | TIME = 18.0 hr"
738,10809,CHEMBL4563506,"Escherichia coli",32.0,ug.mL-1,"'>'",827.62,"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well"," NBS"," CORNING #3640  | TIME = 18.0 hr"
739,10810,CHEMBL4466334,"Escherichia coli",10.0,ug.mL-1,"'='",461.42,"","Scientific Literature","Eur J Med Chem"
740,10811,CHEMBL4524923,"Escherichia coli",10.0,ug.mL-1,"'='",461.42,"","Scientific Literature","Eur J Med Chem"
741,10812,CHEMBL1097566,"Escherichia coli",32.0,ug.mL-1,"'='",568.93,"","Scientific Literature","Eur. J. Med. Chem."
742,10813,CHEMBL444640,"Escherichia coli",32.0,ug.mL-1,"'<'",587.16,"","Scientific Literature","Bioorg. Med. Chem. Lett."
743,10814,CHEMBL4463245,"Escherichia coli",62.5,ug.mL-1,"'>'",459.48,"","Scientific Literature","Eur J Med Chem"
744,10815,CHEMBL4449529,"Escherichia coli",62.5,ug.mL-1,"'>'",509.49,"","Scientific Literature","Eur J Med Chem"
745,10816,CHEMBL1834273,"Escherichia coli",64.0,ug.mL-1,"'>'",695.77,"","Scientific Literature","Bioorg. Med. Chem. Lett."
746,10817,CHEMBL2431104,"Escherichia coli",12.5,ug.mL-1,"'='",1076.88,"","Scientific Literature","ACS Med. Chem. Lett."
747,10818,CHEMBL4584319,"Escherichia coli",32.0,ug.mL-1,"'>'",332.4,"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well"," NBS"," CORNING #3640  | TIME = 18.0 hr"
748,10819,CHEMBL2424660,"Escherichia coli",0.004,ug.mL-1,"'='",514.58,"","Scientific Literature","J. Med. Chem."
749,10820,CHEMBL2424887,"Escherichia coli",0.004,ug.mL-1,"'='",497.58,"","Scientific Literature","J. Med. Chem."
750,10821,CHEMBL2424889,"Escherichia coli",0.001,ug.mL-1,"'='",497.58,"","Scientific Literature","J. Med. Chem."
751,10822,CHEMBL583980,"Escherichia coli",31.25,ug.mL-1,"'='",281.27,"","Scientific Literature","Eur. J. Med. Chem."
752,10186,CHEMBL9,"Escherichia coli",8.0,ug.mL-1,"'='",319.34,"","Scientific Literature","Antimicrob. Agents Chemother."
753,10823,CHEMBL1834725,"Escherichia coli",25.0,ug.mL-1,"'='",409.39,"","Scientific Literature","Eur. J. Med. Chem."
754,10824,CHEMBL1572,"Escherichia coli",10.0,ug.mL-1,"'='",475.59,"","Scientific Literature","J. Nat. Prod."
755,10825,CHEMBL4446325,"Escherichia coli",62.5,ug.mL-1,"'='",468.56,"","Scientific Literature","Eur J Med Chem"
756,10826,CHEMBL1631482,"Escherichia coli",128.0,ug.mL-1,"'='",531.84,"","Scientific Literature","Eur. J. Med. Chem."
757,10138,CHEMBL8,"Escherichia coli",6.25,ug.mL-1,"'='",331.35,"","Scientific Literature","Med Chem Res"
