,species,smiles,MIC,units,censoring,molecular_weight,assay_parameters,source,source_journal
107,Escherichia coli,O=S(=NC(F)(F)F)(c1ccccc1)c1ccccc1,6.238324625039508,log(ug/mL),'>',285.29,,Scientific Literature,ACS Med Chem Lett
108,Escherichia coli,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)NCCc1ccc(O)c(O)c1)C(CCC(=O)NCCc1ccc(O)c(O)c1)=C4C)c(C)c3C=C,4.852030263919617,log(ug/mL),'=',833.00,,Scientific Literature,Med Chem Res
109,Escherichia coli,CCCCCCCCCCCCCCCC(=O)N[C@@H]1CCN[C@@H]([C@H](O[C@@H]2O[C@H](CN)[C@@H](O)[C@H]2O)[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)C1,4.1588830833596715,log(ug/mL),'>',711.90,,Scientific Literature,Eur J Med Chem
110,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cc(C(F)(F)F)cnc56)(CC3)OC4)nc2N1,4.1588830833596715,log(ug/mL),'=',513.52,,Scientific Literature,Bioorg. Med. Chem. Lett.
111,Escherichia coli,CN1CCN(C)c2nc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)ccc21,3.4657359027997265,log(ug/mL),'=',520.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
112,Escherichia coli,COc1cc2nccc(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2nc1C(=O)O,2.772588722239781,log(ug/mL),'=',519.56,,Scientific Literature,Bioorg. Med. Chem. Lett.
113,Escherichia coli,CCCCCCCCCCNC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](N)[C@@H]1O.Cl.Cl.Cl.Cl.Cl,4.1588830833596715,log(ug/mL),'=',806.09,,Scientific Literature,Eur J Med Chem
114,Escherichia coli,Nn1c(SCC(=O)Nc2ccccc2)nnc1-c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,4.852030263919617,log(ug/mL),'=',500.01,,Scientific Literature,Eur. J. Med. Chem.
115,Escherichia coli,Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=O)Nc1ccc([N+](=O)[O-])cc1,0.44468582126144574,log(ug/mL),'=',348.28,,Scientific Literature,Bioorg. Med. Chem. Lett.
116,Escherichia coli,Fc1ccc(CN(CCn2cncn2)CCn2cncn2)c(F)c1.O=[N+]([O-])O,4.852030263919617,log(ug/mL),'=',396.36,,Scientific Literature,Eur. J. Med. Chem.
117,Escherichia coli,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(CN5CCC6(CC5)NCCc5ccccc56)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2.0794415416798357,log(ug/mL),'>',912.09,,Scientific Literature,Eur J Med Chem
118,Escherichia coli,Cc1nc(NC(=O)NC2CCCCC2)sc1C(=O)NN,3.912023005428146,log(ug/mL),'=',297.38,,Scientific Literature,Eur. J. Med. Chem.
119,Escherichia coli,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2.0794415416798357,log(ug/mL),'=',365.41,,Scientific Literature,Antimicrob. Agents Chemother.
120,Escherichia coli,CCOP(=O)(OCC)C(O)C1=C(N(C)C)C(=O)N(c2ccc(Br)cc2)C1=O,3.2188758248682006,log(ug/mL),'=',461.25,,Scientific Literature,Eur. J. Med. Chem.
121,Escherichia coli,CCCCC/C=C\CCC(O)CCCCCCCc1nnc(Nc2ccccc2)s1,1.8325814637483102,log(ug/mL),'=',429.67,,Scientific Literature,Bioorg. Med. Chem. Lett.
122,Escherichia coli,CCNC(=O)O[C@H](C)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CS[C@@H]12,5.298317366548036,log(ug/mL),'>',421.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
123,Escherichia coli,CC(C)Cc1ccc(C(C)c2nn(CN3CCN(c4ccc(F)cc4)CC3)c(=S)o2)cc1,1.8325814637483102,log(ug/mL),'=',454.62,,Scientific Literature,Eur. J. Med. Chem.
124,Escherichia coli,COc1ccc(N2CCN(Cn3nc(C(C)c4ccc(CC(C)C)cc4)oc3=S)CC2)cc1,1.8325814637483102,log(ug/mL),'=',466.65,,Scientific Literature,Eur. J. Med. Chem.
125,Escherichia coli,O=C1C=CC(=O)N1CC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,2.302585092994046,log(ug/mL),'=',404.37,,Scientific Literature,Eur. J. Med. Chem.
126,Escherichia coli,CC(=O)c1ccc2c(c1)N(C(=O)CN1C(=O)C=CC1=O)c1ccccc1S2,2.995732273553991,log(ug/mL),'=',378.41,,Scientific Literature,Eur. J. Med. Chem.
127,Escherichia coli,C[C@@H]1NCCn2cc(-c3c(F)cc4c(c3OC(F)F)N(C3CC3)CC(C(=O)O)C4=O)cc21,0.0,log(ug/mL),'=',449.43,,Scientific Literature,Bioorg. Med. Chem. Lett.
128,Escherichia coli,CCN(CC)C(=O)N[C@@]1([C@H](C)O)[C@@H](N)[C@H](Nc2cccc(C(F)(F)F)c2)[C@](O)(CO)[C@]1(C)O,2.772588722239781,log(ug/mL),'=',478.51,,Scientific Literature,Bioorg. Med. Chem.
129,Escherichia coli,COc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(c3ccc(-c4ccc(Cl)cc4)o3)C2)cc1OC,1.8325814637483102,log(ug/mL),'=',587.06,,Scientific Literature,Med Chem Res
130,Escherichia coli,CCNC(=O)Nc1cc(N2CCC(N)C2)c(C(=O)Nc2cccnc2)cn1,4.1588830833596715,log(ug/mL),'>',369.43,,Scientific Literature,Bioorg Med Chem
131,Escherichia coli,NC(=O)c1c(F)ccc(OCc2nn(-c3ccccc3)c(=O)o2)c1F,4.1588830833596715,log(ug/mL),'>',347.28,,Scientific Literature,Bioorg Med Chem
132,Escherichia coli,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-5.521460917862246,log(ug/mL),'=',331.35,,Scientific Literature,J Med Chem
133,Escherichia coli,O=c1cc(NCCCN2CCN(c3nccc4ccc(Cl)cc34)CC2)c2ccccc2o1,0.6931471805599453,log(ug/mL),'=',448.95,,Scientific Literature,J Med Chem
134,Escherichia coli,NCCC[C@H](N)CNC(=O)C(CCc1ccccc1)CCc1ccccc1,3.912023005428146,log(ug/mL),'=',367.54,,Scientific Literature,Bioorg Med Chem
135,Escherichia coli,CCCCCC[C@H](C)/C=C(\C)C(=O)O[C@@]1(C)C(=O)c2c(cc(O)c3c2C[C@H](O)C[C@]3(C)O)[C@](C)(O)C1=O,3.912023005428146,log(ug/mL),'>',516.63,,Scientific Literature,J Nat Prod
136,Escherichia coli,CCCCCC(c1cc(Br)c(O)cc1O)c1cc(Br)c(O)cc1O,3.912023005428146,log(ug/mL),'=',460.16,,Scientific Literature,Bioorg. Med. Chem. Lett.
137,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,3.4657359027997265,log(ug/mL),'>',733.94,,Scientific Literature,Bioorg. Med. Chem. Lett.
138,Escherichia coli,CC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](CN[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,-1.3862943611198906,log(ug/mL),'=',2296.97,,Scientific Literature,J. Nat. Prod.
139,Escherichia coli,COC(=O)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc3ccccc3[nH]1)CC2,5.545177444479562,log(ug/mL),'>',412.47,,Scientific Literature,J. Med. Chem.
140,Escherichia coli,COc1ccc(C(=O)/C=C/c2ccc(OCc3nnc(-c4ccccc4)o3)c(OC)c2)cc1,2.5257286443082556,log(ug/mL),'=',442.47,,Scientific Literature,Eur. J. Med. Chem.
141,Escherichia coli,O=C1COc2cc(Cl)ccc2N1CC1CCCO1,3.4657359027997265,log(ug/mL),'=',267.71,,Scientific Literature,Med Chem Res
142,Escherichia coli,O=C1COc2cc(Cl)ccc2N1C1CCCCC1,3.4657359027997265,log(ug/mL),'=',265.74,,Scientific Literature,Med Chem Res
143,Escherichia coli,Cc1cn(C[C@H]2CN(c3ccc(N4CCN(C(=O)CC(C)C)CC4)c(F)c3)C(=O)O2)nn1,4.1588830833596715,log(ug/mL),'>',444.51,,Scientific Literature,Eur. J. Med. Chem.
144,Escherichia coli,CC(C)(O)c1ccc(C#Cc2ccc3c(c2)CN(CC[C@](C)(C(=O)NO)S(C)(=O)=O)C3=O)cc1,-1.3862943611198906,log(ug/mL),'=',484.57,,Scientific Literature,J Med Chem
145,Escherichia coli,C[C@@](CCN1Cc2cc(C#CC#CC3(CO)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,-1.3862943611198906,log(ug/mL),'=',433.49,,Scientific Literature,J Med Chem
146,Escherichia coli,CCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O,2.0541237336955462,log(ug/mL),'=',798.13,,Scientific Literature,Eur. J. Med. Chem.
147,Escherichia coli,CCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,2.747270914255491,log(ug/mL),'=',912.20,,Scientific Literature,Eur. J. Med. Chem.
148,Escherichia coli,COc1cc(/C=N/n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)ccc1O,3.4404180948154366,log(ug/mL),'=',529.19,,Scientific Literature,Eur. J. Med. Chem.
149,Escherichia coli,COc1ccc(C2c3ccccc3OC3NC(=S)N=C(N)C32)cc1,5.521460917862246,log(ug/mL),'=',339.42,,Scientific Literature,Eur. J. Med. Chem.
150,Escherichia coli,Cc1c(N2CCC3=C(C2)/C(=N/O)C(C)CS3)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-0.6931471805599453,log(ug/mL),'=',454.55,,Scientific Literature,J. Med. Chem.
151,Escherichia coli,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1ccccn1,4.1588830833596715,log(ug/mL),'>',360.41,,Scientific Literature,Bioorg. Med. Chem. Lett.
152,Escherichia coli,COc1ccc(C2C(C#N)=C(N)Oc3c2ccc2cccnc32)cc1,5.521460917862246,log(ug/mL),'=',329.36,,Scientific Literature,Eur. J. Med. Chem.
153,Escherichia coli,CC1CSC2=C(CN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)C1=O,2.0794415416798357,log(ug/mL),'=',428.49,,Scientific Literature,J. Med. Chem.
154,Escherichia coli,CCOC(=O)C(F)(F)CCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,4.1588830833596715,log(ug/mL),'=',629.64,,Scientific Literature,Bioorg. Med. Chem. Lett.
155,Escherichia coli,Cn1cc(NC(=O)c2cc(NC(=O)c3cc4ccccc4cn3)cn2C)cc1C(=O)NCCN1CCOCC1.O=C(O)C(F)(F)F,3.4657359027997265,log(ug/mL),'>',643.62,ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr,CO-ADD antimicrobial screening data,
156,Escherichia coli,CC#CCN(C)Cc1cc2cc(OCc3ccccc3)ccc2[nH]1.O=C(O)C(=O)O,3.4657359027997265,log(ug/mL),'>',408.45,ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr,CO-ADD antimicrobial screening data,
157,Escherichia coli,CCCCCCN1CC(=O)/C(=C(/NC2CCCCC2)C2CCCCC2)C1=O,3.4657359027997265,log(ug/mL),'>',374.57,,Scientific Literature,Bioorg. Med. Chem. Lett.
158,Escherichia coli,COCCOC(=O)[C@]12CO[C@H](C(C)(C)C)N1C(=O)/C(=C(\C)NCCOc1ccccc1)C2=O,3.4657359027997265,log(ug/mL),'>',460.53,,Scientific Literature,Bioorg. Med. Chem. Lett.
159,Escherichia coli,CS(=N)(=O)c1ccccc1,6.238324625039508,log(ug/mL),'>',155.22,,Scientific Literature,ACS Med Chem Lett
160,Escherichia coli,CS(=O)(=NC(F)(F)F)c1ccccc1,6.238324625039508,log(ug/mL),'>',223.22,,Scientific Literature,ACS Med Chem Lett
161,Escherichia coli,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,4.852030263919617,log(ug/mL),'=',747.96,,Scientific Literature,Eur J Med Chem
162,Escherichia coli,CCCCCCCCCCCCOc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(O)c1)CC2=O,3.912023005428146,log(ug/mL),'=',470.61,,Scientific Literature,Med Chem Res
163,Escherichia coli,O=C1COc2cc(F)ccc2N1Cc1ccccc1,2.772588722239781,log(ug/mL),'=',257.26,,Scientific Literature,Med Chem Res
164,Escherichia coli,COc1ccc2ncc(F)c(C[C@H](O)C3CCC(NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,2.772588722239781,log(ug/mL),'=',483.50,,Scientific Literature,Bioorg. Med. Chem. Lett.
165,Escherichia coli,O=C1C=C[C@]2(C=C1Br)CCNC1=C2C2=NCCc3c[nH]c(c32)C1=O,4.605170185988092,log(ug/mL),'>',384.23,,Scientific Literature,J. Nat. Prod.
166,Escherichia coli,O=C1COc2cc(Br)ccc2N1Cc1ccccc1,3.4657359027997265,log(ug/mL),'=',318.17,,Scientific Literature,Med Chem Res
167,Escherichia coli,CON(CC(=O)Nc1ccc2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]1[C@H]2C)C1O[C@H](CO)[C@@H](O)[C@H](OC(C)C(=O)O)[C@H]1NC(C)=O,2.0794415416798357,log(ug/mL),'=',821.79,,Scientific Literature,J. Nat. Prod.
168,Escherichia coli,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](OCc3ccccc3)[C@H]2O)[C@H](N)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,4.852030263919617,log(ug/mL),'>',592.74,,Scientific Literature,J. Med. Chem.
169,Escherichia coli,NCCCOc1cc(OCCCN)cc(-c2cc(-c3cc(OCCCN)cc(OCCCN)c3)cc(-c3cc4ccccc4[nH]3)c2)c1,1.8325814637483102,log(ug/mL),'=',637.83,,Scientific Literature,ACS Med. Chem. Lett.
170,Escherichia coli,CSCCC1C(=O)/C(=C(\CC23CC4CC(C)(CC(C)(C4)C2)C3)NCC(C)(C)CN(C)C)C(=O)N1C(C)=O,3.4657359027997265,log(ug/mL),'>',531.81,,Scientific Literature,Bioorg. Med. Chem. Lett.
171,Escherichia coli,Cc1ccc2c(c1)c1ccccc1c[n+]2C.[Cl-],4.852030263919617,log(ug/mL),'>',243.74,,Scientific Literature,Bioorg Med Chem Lett
172,Escherichia coli,C[n+]1cc2ccccc2c2ccccc21.[Cl-],4.852030263919617,log(ug/mL),'>',229.71,,Scientific Literature,Bioorg Med Chem Lett
173,Escherichia coli,C[n+]1cc2ccccc2c2cc(C(C)(C)C)ccc21.[Cl-],4.852030263919617,log(ug/mL),'>',285.82,,Scientific Literature,Bioorg Med Chem Lett
174,Escherichia coli,CSc1ccc2c(c1)c1ccccc1c[n+]2C.[Cl-],4.852030263919617,log(ug/mL),'>',275.80,,Scientific Literature,Bioorg Med Chem Lett
175,Escherichia coli,CSc1cccc2c3ccccc3c[n+](C)c12.[Cl-],4.852030263919617,log(ug/mL),'>',275.80,,Scientific Literature,Bioorg Med Chem Lett
176,Escherichia coli,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(=O)[C@@H](N)CCCCN)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2,4.852030263919617,log(ug/mL),'>',703.96,,Scientific Literature,Bioorg Med Chem
177,Escherichia coli,CO/N=C1\CCSC2=C1CN(c1cc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)CC2,3.4657359027997265,log(ug/mL),'=',443.50,,Scientific Literature,J. Med. Chem.
178,Escherichia coli,CCCC[C@H](CN(O)C=O)C(=O)N1CC=C[C@H]1C(=O)Nc1cccc(Br)c1,4.1588830833596715,log(ug/mL),'=',438.32,,Scientific Literature,Bioorg. Med. Chem. Lett.
179,Escherichia coli,CC[C@@H](C)[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)[C@@H]([C@H](C)CC)N(C(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](N)CCCNC(=N)N)C(=O)[C@@H](CCCNC(=N)N)NC(=O)CCCCCNC(=O)[C@H](N)CCCNC(=N)N)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCSC)C(=O)N[C@H](CCCCN)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CSC1CC(=O)N(CCC(=O)NCCOCCOC(=O)N[C@H](CS)C(=O)N[C@@H](C(=O)N[C@H](CS)C(=O)N[C@H](C)C(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CS)C(=O)N[C@@H](C(=O)N[C@H](CS)C(=O)N[C@@H](C(N)=O)[C@H](C)O)[C@H](C)O)[C@H](C)O)[C@H](C)O)C1=O)C(N)=O,2.0794415416798357,log(ug/mL),'=',4101.08,,Scientific Literature,Eur J Med Chem
180,Escherichia coli,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)Nc3ccc(Cl)cc3)O[C@@H](O[C@@H]3[C@@H](OC(=O)Nc4ccc(Cl)cc4)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](OC(=O)Nc4ccc(Cl)cc4)[C@H](OC(=O)Nc4ccc(Cl)cc4)[C@H]3N)[C@@H]2OC(=O)Nc2ccc(Cl)cc2)[C@H](N)[C@@H](OC(=O)Nc2ccc(Cl)cc2)[C@@H]1OC(=O)Nc1ccc(Cl)cc1.O=C(O)C(F)(F)F,5.545177444479562,log(ug/mL),'>',1803.65,,Scientific Literature,J. Med. Chem.
181,Escherichia coli,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)NC3CCCCC3)O[C@@H](O[C@@H]3[C@@H](OC(=O)NC4CCCCC4)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](OC(=O)NC4CCCCC4)[C@H](OC(=O)NC4CCCCC4)[C@H]3N)[C@@H]2OC(=O)NC2CCCCC2)[C@H](N)[C@@H](OC(=O)NC2CCCCC2)[C@@H]1OC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,2.0794415416798357,log(ug/mL),'=',1604.87,,Scientific Literature,J. Med. Chem.
182,Escherichia coli,O=C1CNC(=O)/C1=C(\NC1CCCCC1)c1cccc2ccccc12,3.4657359027997265,log(ug/mL),'>',334.42,,Scientific Literature,Bioorg. Med. Chem. Lett.
183,Escherichia coli,CCNC(=O)Nc1cc(Nc2ccccc2)c(C(=O)Nc2ccc(N3CCOCC3)nc2)cn1,4.1588830833596715,log(ug/mL),'>',461.53,,Scientific Literature,Eur. J. Med. Chem.
184,Escherichia coli,COC(=O)[C@]12CO[C@H](C(C)(C)C)N1C(=O)/C(=C(/CCCOc1ccccc1)NCCCOC(C)C)C2=O,3.4657359027997265,log(ug/mL),'>',516.64,,Scientific Literature,Bioorg. Med. Chem. Lett.
185,Escherichia coli,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1/C(N)=N\OC,4.852030263919617,log(ug/mL),'=',432.41,,Scientific Literature,Eur. J. Med. Chem.
186,Escherichia coli,CO/N=C1\CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)CC1/C(N)=N\OC,4.852030263919617,log(ug/mL),'=',447.42,,Scientific Literature,Eur. J. Med. Chem.
187,Escherichia coli,CCOC(=O)/C=C\Sc1nc2ccccc2s1,4.852030263919617,log(ug/mL),'>',265.36,,Scientific Literature,Bioorg. Med. Chem.
188,Escherichia coli,CCCCCC[C@@H](O)C/C=C\CCCCCCCc1nnc(Nc2ccccc2)o1,1.8325814637483102,log(ug/mL),'=',413.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
189,Escherichia coli,CCCCCCCC/C=C\CCCCCCCc1nnc(Nc2ccccc2)s1,3.2188758248682006,log(ug/mL),'=',413.68,,Scientific Literature,Bioorg. Med. Chem. Lett.
190,Escherichia coli,CCCCCCC(O)C/C=C\CCCCCCCc1nnc(Nc2ccccc2)s1,1.8718021769015913,log(ug/mL),'=',429.67,,Scientific Literature,Bioorg. Med. Chem. Lett.
191,Escherichia coli,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,4.852030263919617,log(ug/mL),'>',306.27,,Scientific Literature,Eur. J. Med. Chem.
192,Escherichia coli,CCn1c(COc2ccc(F)c(C(N)=O)c2F)nn(-c2ccc(Br)cc2)c1=O,4.1588830833596715,log(ug/mL),'>',453.24,,Scientific Literature,Bioorg Med Chem
193,Escherichia coli,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CO)CC[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@H]2OCCNCCc2ccccc2)[C@H]1O,2.0794415416798357,log(ug/mL),'=',831.96,,Scientific Literature,Bioorg. Med. Chem. Lett.
194,Escherichia coli,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.3862943611198906,log(ug/mL),'=',361.37,,Scientific Literature,Antimicrob. Agents Chemother.
195,Escherichia coli,NCCC[C@H](N)CNC(=O)CC(Cc1ccccc1)Cc1ccccc1,5.298317366548036,log(ug/mL),'=',353.51,,Scientific Literature,Bioorg Med Chem
196,Escherichia coli,NCC[C@H](N)CCNCC(CCc1ccccc1)CCc1ccccc1,3.912023005428146,log(ug/mL),'=',353.55,,Scientific Literature,Bioorg Med Chem
197,Escherichia coli,CCCCCCCC/C=C\CCCCCCCc1nnc(Nc2ccccc2)o1,2.5257286443082556,log(ug/mL),'=',397.61,,Scientific Literature,Bioorg. Med. Chem. Lett.
198,Escherichia coli,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(cn3)OCCO4)(CC1)CO2,2.772588722239781,log(ug/mL),'=',494.52,,Scientific Literature,Bioorg. Med. Chem. Lett.
199,Escherichia coli,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-2.0794415416798357,log(ug/mL),'=',361.37,,Scientific Literature,Eur. J. Med. Chem.
200,Escherichia coli,C[C@@H]1CCCCCCCCC[C@H](OC(=O)CCC(=O)OC(C)(C)C)C(=O)CC(N2CCN(C)CC2)C(=O)O1,3.4657359027997265,log(ug/mL),'>',538.73,,Scientific Literature,Bioorg. Med. Chem. Lett.
201,Escherichia coli,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-1.6607312068216509,log(ug/mL),'=',361.37,,Scientific Literature,Med Chem Res
202,Escherichia coli,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(N7CCOCC7)nc56)(CC3)OC4)nc2N1,2.772588722239781,log(ug/mL),'=',548.62,,Scientific Literature,Bioorg. Med. Chem. Lett.
203,Escherichia coli,CCc1ccc(C(=O)Nc2ccc(-c3nc4ccccc4s3)cc2)cc1,3.2188758248682006,log(ug/mL),'=',358.47,,Scientific Literature,Med Chem Res
204,Escherichia coli,Cc1ncc([N+](=O)[O-])n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,3.912023005428146,log(ug/mL),'>',383.37,,Scientific Literature,Bioorg. Med. Chem.
205,Escherichia coli,CO[C@H]1C2=C(C(=O)N1CC(=O)[O-])[C@H](OC)C[C@@H]1[C@]2(C)[C@H](OC(C)=O)C[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]12C.[Na+],4.605170185988092,log(ug/mL),'=',567.70,,Scientific Literature,J. Nat. Prod.
206,Escherichia coli,CN(C)c1cnc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c(F)cnc2c1,2.772588722239781,log(ug/mL),'=',506.58,,Scientific Literature,Bioorg. Med. Chem. Lett.
207,Escherichia coli,COC(=O)CC[C@@H](NC(=O)c1ccc(/C=C2\SC(=S)NC2=O)cc1)C(=O)OC,4.852030263919617,log(ug/mL),'>',422.48,,Scientific Literature,Bioorg. Med. Chem. Lett.
208,Escherichia coli,O=C(O)CC[C@@H](NC(=O)c1ccc(CNc2ccc(/C=C3\SC(=S)NC3=O)cc2)cc1)C(=O)O,4.852030263919617,log(ug/mL),'>',499.57,,Scientific Literature,Bioorg. Med. Chem. Lett.
209,Escherichia coli,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,4.852030263919617,log(ug/mL),'>',458.38,,Scientific Literature,Eur. J. Med. Chem.
210,Escherichia coli,C[C@@H]1C[C@H](C[C@@H](C)[C@H]2CCCCN3CCC[C@@H]23)OC1=O,4.135166556742356,log(ug/mL),'=',279.42,,Scientific Literature,J. Nat. Prod.
